,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2hEn1t-R03vmj0MKNb,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:09.836Z,2017-08-02T03:52:09.000Z,1299,fcffff072fff7d005dff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,125,-163,47,293.04436524185206,0,0,0,0.0,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
1,1,AV2hEnHO-R03vmj0MKNV,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:06.861Z,2017-08-02T03:52:06.000Z,1298,fcffff072fff7e005bff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,126,-165,48,294.5878476787527,0,1,-2,2.23606797749979,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
2,2,AV2hEmXt-R03vmj0MKNT,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:03.820Z,2017-08-02T03:52:03.000Z,1297,fcffff072fff7c005eff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,124,-162,47,292.0633492925807,0,-1,1,1.4142135623730951,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
3,3,AV2hElo--R03vmj0MKNO,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:00.829Z,2017-08-02T03:52:00.000Z,1296,fcffff072eff7b005fff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,123,-161,47,291.80472922829745,-1,-2,2,3.0,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
4,4,AV2hEk99-R03vmj0MKNL,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:58.075Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.150,-210,124,-162,47,292.77978072264483,-1,-1,1,1.7320508075688772,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
5,5,AV2hEk7l-R03vmj0MKNK,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.924Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.122,-210,124,-162,47,292.77978072264483,-1,-1,1,1.7320508075688772,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
6,6,AV2hEk7R-R03vmj0MKNJ,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.903Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.113,-210,124,-162,47,292.77978072264483,-1,-1,1,1.7320508075688772,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
7,7,AV2hEk61-R03vmj0MKNI,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.876Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,124,-162,47,292.77978072264483,-1,-1,1,1.7320508075688772,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
8,8,AV2hEk6q-R03vmj0MKNH,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.865Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.0.3,-210,124,-162,47,292.77978072264483,-1,-1,1,1.7320508075688772,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
9,9,AV2hEkLU-R03vmj0MKNF,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:54.835Z,2017-08-02T03:51:54.000Z,1294,fcffff072eff7d005cff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,125,-164,48,294.3144576808961,-1,0,-1,1.4142135623730951,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
10,10,AV2hEjdT-R03vmj0MKNC,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:51.890Z,2017-08-02T03:51:51.000Z,1293,fcffff072fff7f005cff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-164,47,294.4588256446052,0,2,-1,2.23606797749979,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
11,11,AV2hEiuV-R03vmj0MKM_,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:48.883Z,2017-08-02T03:51:48.000Z,1292,fcffff072fff7f005bff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-165,48,295.01694866566567,0,2,-2,2.8284271247461903,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
12,12,AV2hEh_G-R03vmj0MKM9,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:45.860Z,2017-08-02T03:51:45.000Z,1291,fcffff072fff80005aff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,128,-166,47,296.0084458254528,0,3,-3,4.242640687119285,-110.0,79.8,-222.8,48.0,-206.0,170.4,-196.0,48.0,-204.2,117.4,-241.6,47.0,-436.6,154.0,5.8,46.2,-189.6,124.4,-118.6,45.6
