,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT
0,AV2hEn1t-R03vmj0MKNb,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:09.836Z,2017-08-02T03:52:09.000Z,1299,fcffff072fff7d005dff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,125,-163,47
1,AV2hEnHO-R03vmj0MKNV,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:06.861Z,2017-08-02T03:52:06.000Z,1298,fcffff072fff7e005bff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,126,-165,48
2,AV2hEmXt-R03vmj0MKNT,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:03.820Z,2017-08-02T03:52:03.000Z,1297,fcffff072fff7c005eff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,124,-162,47
3,AV2hElo--R03vmj0MKNO,parking_record_index_v2,101a0d01019a,2017-08-02T03:52:00.829Z,2017-08-02T03:52:00.000Z,1296,fcffff072eff7b005fff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,123,-161,47
4,AV2hEk99-R03vmj0MKNL,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:58.075Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.150,-210,124,-162,47
5,AV2hEk7l-R03vmj0MKNK,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.924Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.122,-210,124,-162,47
6,AV2hEk7R-R03vmj0MKNJ,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.903Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.88.113,-210,124,-162,47
7,AV2hEk61-R03vmj0MKNI,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.876Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,124,-162,47
8,AV2hEk6q-R03vmj0MKNH,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:57.865Z,2017-08-02T03:51:57.000Z,1295,fcffff072eff7c005eff2f,yilan,宜蘭市中山路二段,111,192.168.0.3,-210,124,-162,47
9,AV2hEkLU-R03vmj0MKNF,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:54.835Z,2017-08-02T03:51:54.000Z,1294,fcffff072eff7d005cff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,125,-164,48
10,AV2hEjdT-R03vmj0MKNC,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:51.890Z,2017-08-02T03:51:51.000Z,1293,fcffff072fff7f005cff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-164,47
11,AV2hEiuV-R03vmj0MKM_,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:48.883Z,2017-08-02T03:51:48.000Z,1292,fcffff072fff7f005bff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-165,48
12,AV2hEh_G-R03vmj0MKM9,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:45.860Z,2017-08-02T03:51:45.000Z,1291,fcffff072fff80005aff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,128,-166,47
13,AV2hEhPU-R03vmj0MKM5,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:42.803Z,2017-08-02T03:51:42.000Z,1290,fcffff072fff7f005aff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-166,47
14,AV2hEgiT-R03vmj0MKM1,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:39.922Z,2017-08-02T03:51:39.000Z,1289,fcffff072fff7f005aff2f,yilan,宜蘭市中山路二段,111,10.5.151.1,-209,127,-166,47
15,AV2hEfx6-R03vmj0MKMy,parking_record_index_v2,101a0d01019a,2017-08-02T03:51:36.825Z,2017-08-02T03:51:36.000Z,1288,fcffff072eff7d005cff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-210,125,-164,48
