,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT
0,AV2hwj3o-R03vmj0MM25,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:07.912Z,2017-08-02T07:04:07.000Z,408,fcffff0705ff5d004fff27,yilan,宜蘭市中山路二段,111,10.5.151.1,-251,93,-177,39
1,AV2hwjKW-R03vmj0MM23,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:05.013Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.1.106,-252,92,-177,39
2,AV2hwjI5-R03vmj0MM22,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:04.920Z,2017-08-02T07:04:04.000Z,407,fcffff0704ff5c004eff27,yilan,宜蘭市中山路二段,111,10.5.151.1,-252,92,-178,39
3,AV2hwigg-R03vmj0MM2z,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.336Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.0.3,-252,92,-177,39
4,AV2hwifL-R03vmj0MM2y,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.250Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.1.107,-252,92,-177,39
5,AV2hwiew-R03vmj0MM2x,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.223Z,2017-08-02T07:02:46.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.0.225,-252,92,-177,39
6,AV2hwic1-R03vmj0MM2w,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.100Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,10.5.180.16,-252,92,-177,39
7,AV2hwic0-R03vmj0MM2v,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.099Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,10.5.151.1,-252,92,-177,39
8,AV2hwib2-R03vmj0MM2u,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:02.036Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.88.122,-252,92,-177,39
9,AV2hwiaX-R03vmj0MM2t,parking_record_index_v2,101a0d01019a,2017-08-02T07:04:01.942Z,2017-08-02T07:04:01.000Z,406,fcffff0704ff5c004fff27,yilan,宜蘭市中山路二段,111,192.168.88.113,-252,92,-177,39
