,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2g82KF-R03vmj0MJl-,parking_record_index_v2,101a0d01019a,2017-08-02T03:18:11.331Z,2017-08-02T03:18:11.000Z,646,fcffff0712ff6a0063ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-238,106,-157,48,304.1857984850706,0,0,0,0.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
1,1,AV2g81bc-R03vmj0MJl8,parking_record_index_v2,101a0d01019a,2017-08-02T03:18:08.347Z,2017-08-02T03:18:08.000Z,645,fcffff0711ff690064ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-239,105,-156,48,304.108533257454,-1,-1,1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
2,2,AV2g80sn-R03vmj0MJl7,parking_record_index_v2,101a0d01019a,2017-08-02T03:18:05.350Z,2017-08-02T03:18:05.000Z,644,fcffff0711ff680066ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-239,104,-154,48,302.74246481126494,-1,-2,3,3.7416573867739413,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
3,3,AV2g8z9f-R03vmj0MJl5,parking_record_index_v2,101a0d01019a,2017-08-02T03:18:02.334Z,2017-08-02T03:18:02.000Z,643,fcffff0710ff680069ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-240,104,-151,48,302.021522411897,-2,-2,6,6.6332495807108,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
4,4,AV2g8y3W-R03vmj0MJl2,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:57.845Z,2017-08-02T03:17:57.000Z,642,fcffff0713ff680065ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,104,-155,48,301.67863696324275,1,-2,2,3.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
5,5,AV2g8yIn-R03vmj0MJl1,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:54.853Z,2017-08-02T03:17:54.000Z,641,fcffff0713ff6a0064ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,106,-156,48,302.88776799336085,1,0,1,1.4142135623730951,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
6,6,AV2g8xZ8-R03vmj0MJly,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:51.867Z,2017-08-02T03:17:51.000Z,640,fcffff0713ff6b0063ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,107,-157,48,303.75483535245985,1,1,0,1.4142135623730951,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
7,7,AV2g8w1--R03vmj0MJlx,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:49.565Z,2017-08-02T03:16:33.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,192.168.0.225,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
8,8,AV2g8wzj-R03vmj0MJlw,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:49.410Z,2017-08-02T03:17:49.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,192.168.88.122,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
9,9,AV2g8wtt-R03vmj0MJlv,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:49.036Z,2017-08-02T03:17:48.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,192.168.88.150,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
10,10,AV2g8wro-R03vmj0MJlu,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:48.903Z,2017-08-02T03:17:48.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,192.168.88.113,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
11,11,AV2g8wqn-R03vmj0MJlt,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:48.838Z,2017-08-02T03:17:48.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,192.168.0.3,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
12,12,AV2g8wqg-R03vmj0MJls,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:48.830Z,2017-08-02T03:17:48.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,10.5.180.16,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
13,13,AV2g8wqX-R03vmj0MJlr,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:48.822Z,2017-08-02T03:17:48.000Z,639,fcffff0713ff6b0062ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,107,-158,48,304.2729038215529,1,1,-1,1.7320508075688772,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
14,14,AV2g8v7--R03vmj0MJlp,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:45.853Z,2017-08-02T03:17:45.000Z,638,fcffff0713ff6c0062ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,108,-158,48,304.62600020352824,1,2,-1,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
15,15,AV2g8vM4-R03vmj0MJll,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:42.838Z,2017-08-02T03:17:42.000Z,637,fcffff0713ff6c0062ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-237,108,-158,48,304.62600020352824,1,2,-1,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
16,16,AV2g8ueN-R03vmj0MJlj,parking_record_index_v2,101a0d01019a,2017-08-02T03:17:39.852Z,2017-08-02T03:17:39.000Z,636,fcffff0712ff6b0062ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-238,107,-158,48,305.05245450577837,0,1,-1,1.4142135623730951,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
