,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2h0zup-R03vmj0MNMt,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:41.448Z,2017-08-02T07:21:25.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.0.225,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
1,1,AV2h0ztx-R03vmj0MNMr,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:41.392Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.1.106,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
2,2,AV2h0znf-R03vmj0MNMp,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.990Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.88.122,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
3,3,AV2h0znW-R03vmj0MNMo,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.981Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.88.113,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
4,4,AV2h0znD-R03vmj0MNMn,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.963Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.88.150,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
5,5,AV2h0zm8-R03vmj0MNMm,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.955Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,192.168.0.3,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
6,6,AV2h0zmt-R03vmj0MNMl,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.941Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,10.5.180.16,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
7,7,AV2h0zmp-R03vmj0MNMk,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:40.937Z,2017-08-02T07:22:40.000Z,758,fcffff0708ff5b005aff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,91,-166,38,311.99519227065025,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
8,8,AV2h0y4D-R03vmj0MNMc,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:37.954Z,2017-08-02T07:22:37.000Z,757,fcffff0708ff5a005bff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,90,-165,38,311.1735849971845,0,-1,1,1.4142135623730951,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
9,9,AV2h0yIb-R03vmj0MNMS,parking_record_index_v2,101a0d01019a,2017-08-02T07:22:34.906Z,2017-08-02T07:22:34.000Z,756,fcffff0708ff59005cff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,89,-164,38,310.3562469163461,0,-2,2,2.8284271247461903,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
