,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2h1RQ_-R03vmj0MNP6,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:42.430Z,2017-08-02T07:24:42.000Z,795,fcffff070aff510050ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-246,81,-176,38,313.13415655274656,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
1,1,AV2h1Pzb-R03vmj0MNP0,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:36.442Z,2017-08-02T07:24:36.000Z,794,fcffff070aff51004fff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-246,81,-177,38,313.69730633207547,0,0,-1,1.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
2,2,AV2h1PE8-R03vmj0MNPw,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:33.467Z,2017-08-02T07:24:33.000Z,793,fcffff070aff51004fff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-246,81,-177,38,313.69730633207547,0,0,-1,1.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
3,3,AV2h1OVB-R03vmj0MNPs,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:30.400Z,2017-08-02T07:24:30.000Z,792,fcffff0709ff520050ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,82,-176,38,314.1798847794047,-1,1,0,1.4142135623730951,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
4,4,AV2h1NmX-R03vmj0MNPq,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:27.414Z,2017-08-02T07:24:27.000Z,791,fcffff0703ff540058ff27,yilan,宜蘭市中山路二段,111,10.5.151.1,-253,84,-168,39,315.1015709259476,-7,3,8,11.045361017187261,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
5,5,AV2h1NRR-R03vmj0MNPn,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:26.065Z,2017-08-02T07:24:24.000Z,790,fcffff0704ff500056ff27,yilan,宜蘭市中山路二段,111,192.168.1.107,-252,80,-170,39,314.33103569326397,-6,-1,6,8.54400374531753,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
6,6,AV2h1NK0-R03vmj0MNPm,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:25.651Z,2017-08-02T07:24:24.000Z,790,fcffff0704ff500056ff27,yilan,宜蘭市中山路二段,111,192.168.1.106,-252,80,-170,39,314.33103569326397,-6,-1,6,8.54400374531753,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
7,7,AV2h1NF9-R03vmj0MNPl,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:25.340Z,2017-08-02T07:23:09.000Z,790,fcffff0704ff500056ff27,yilan,宜蘭市中山路二段,111,192.168.0.225,-252,80,-170,39,314.33103569326397,-6,-1,6,8.54400374531753,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
8,8,AV2h1M8M-R03vmj0MNPk,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:24.715Z,2017-08-02T07:24:24.000Z,790,fcffff0704ff500056ff27,yilan,宜蘭市中山路二段,111,192.168.88.150,-252,80,-170,39,314.33103569326397,-6,-1,6,8.54400374531753,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
9,9,AV2h1M51-R03vmj0MNPj,parking_record_index_v2,101a0d01019a,2017-08-02T07:24:24.564Z,2017-08-02T07:24:24.000Z,790,fcffff0704ff500056ff27,yilan,宜蘭市中山路二段,111,192.168.88.122,-252,80,-170,39,314.33103569326397,-6,-1,6,8.54400374531753,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
