time,Mag1_X,Mag1_Y,Mag1_Z,Mag1_Len,Mag1_CarLen,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,Car_Status1,Mag2_X,Mag2_Y,Mag2_Z,Mag2_Len,Mag2_CarLen,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,Car_Status2,Mag3_X,Mag3_Y,Mag3_Z,Mag3_Len,Mag3_CarLen,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,Car_Status3,Mag4_X,Mag4_Y,Mag4_Z,Mag4_Len,Mag4_CarLen,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Car_Status4
18:56.3,161,-140,-149,260.2345096,39.45824098,177.5537484,-105.0928688,-157.0261063,1,183,-104,-237,316.9763398,34.89452879,198.2572531,-73.89149844,-245.85,1,285,-85,-189,352.3790573,36.87064111,303.1036266,-53.85149219,-196.8404938,1,300,-168,-106,359.805503,37.75387188,318.6414984,-135.4215156,-110.0610016,1
18:56.8,162,-138,-149,259.7864508,37.27219821,177.5537484,-105.0928688,-157.0261063,1,183,-101,-257,331.2687731,33.04507724,198.2572531,-73.89149844,-245.85,1,284,-88,-196,356.1123418,39.13790443,303.1036266,-53.85149219,-196.8404938,1,298,-168,-114,360.588408,38.76783216,318.6414984,-135.4215156,-110.0610016,1
18:57.2,161,-140,-153,262.5452342,38.8425531,177.5537484,-105.0928688,-157.0261063,1,182,-107,-246,324.1743358,36.88487027,198.2572531,-73.89149844,-245.85,1,284,-87,-197,356.4182936,38.25960742,303.1036266,-53.85149219,-196.8404938,1,298,-169,-112,360.4289112,39.46322067,318.6414984,-135.4215156,-110.0610016,1
18:57.6,161,-140,-155,263.7157561,38.68642535,177.5537484,-105.0928688,-157.0261063,1,182,-107,-245,323.4161406,36.89435804,198.2572531,-73.89149844,-245.85,1,277,-234,-132,385.8872892,193.2334697,303.1036266,-53.85149219,-196.8404938,1,291,-294,-75,420.4069457,164.743625,318.6414984,-135.4215156,-110.0610016,1
18:58.0,151,-284,-103,337.7365837,188.7635646,177.5537484,-105.0928688,-157.0261063,1,178,-211,-203,342.6572632,145.0697074,198.2572531,-73.89149844,-245.85,1,282,-197,-147,374.0882249,153.0389923,303.1036266,-53.85149219,-196.8404938,1,294,-260,-88,402.2188459,128.8941038,318.6414984,-135.4215156,-110.0610016,1
18:58.5,162,-170,-145,275.9873185,67.81948104,177.5537484,-105.0928688,-157.0261063,1,187,-103,-250,328.7521863,31.48417239,198.2572531,-73.89149844,-245.85,1,290,-65,-210,363.9024595,21.66025993,303.1036266,-53.85149219,-196.8404938,1,309,-42,-153,347.3528465,103.2680767,318.6414984,-135.4215156,-110.0610016,1
18:58.9,169,-33,-197,261.6467084,82.87617582,177.5537484,-105.0928688,-157.0261063,1,189,-10,-288,344.6229824,77.10021276,198.2572531,-73.89149844,-245.85,1,292,1,-235,374.8199568,67.73569691,303.1036266,-53.85149219,-196.8404938,1,308,-69,-143,346.5169549,74.90017921,318.6414984,-135.4215156,-110.0610016,1
18:59.3,168,-45,-191,258.3215051,69.68968676,177.5537484,-105.0928688,-157.0261063,1,189,-17,-284,341.5640496,69.12135582,198.2572531,-73.89149844,-245.85,1,289,-4,-236,373.1393841,64.94267076,303.1036266,-53.85149219,-196.8404938,1,306,-75,-143,345.9913294,69.96816884,318.6414984,-135.4215156,-110.0610016,1
18:59.7,168,-49,-190,258.3118271,65.76444102,177.5537484,-105.0928688,-157.0261063,1,187,-24,-283,340.0499963,63.21400054,198.2572531,-73.89149844,-245.85,1,289,-10,-229,368.8658293,56.17917311,303.1036266,-53.85149219,-196.8404938,1,307,-80,-141,347.1743078,64.53131414,318.6414984,-135.4215156,-110.0610016,1
19:00.1,166,-58,-186,255.9609345,56.48640464,177.5537484,-105.0928688,-157.0261063,1,187,-27,-282,339.4436625,60.26907062,198.2572531,-73.89149844,-245.85,1,290,-9,-233,372.1155734,59.08359563,303.1036266,-53.85149219,-196.8404938,1,305,-81,-139,344.8289431,63.12889571,318.6414984,-135.4215156,-110.0610016,1
19:00.6,167,-60,-185,256.3474205,54.10440971,177.5537484,-105.0928688,-157.0261063,1,188,-28,-279,337.5929502,57.53401925,198.2572531,-73.89149844,-245.85,1,289,-12,-231,370.1702311,55.83306859,303.1036266,-53.85149219,-196.8404938,1,306,-86,-137,346.1228106,57.68884924,318.6414984,-135.4215156,-110.0610016,1
19:01.0,167,-67,-184,257.3596705,47.85435403,177.5537484,-105.0928688,-157.0261063,1,185,-42,-274,333.2641595,44.5560875,198.2572531,-73.89149844,-245.85,1,288,-14,-234,371.3435067,56.54281448,303.1036266,-53.85149219,-196.8404938,1,305,-92,-138,347.1786284,53.40511336,318.6414984,-135.4215156,-110.0610016,1
19:01.4,165,-67,-184,256.0663976,48.33481347,177.5537484,-105.0928688,-157.0261063,1,187,-39,-274,334.0149697,46.22299115,198.2572531,-73.89149844,-245.85,1,289,-20,-226,367.4193789,46.85202888,303.1036266,-53.85149219,-196.8404938,1,304,-94,-136,346.0462397,51.01908538,318.6414984,-135.4215156,-110.0610016,1
19:01.8,166,-66,-185,257.1711492,49.43966243,177.5537484,-105.0928688,-157.0261063,1,186,-44,-274,334.0778352,42.8504893,198.2572531,-73.89149844,-245.85,1,287,-24,-224,364.8575064,43.45200978,303.1036266,-53.85149219,-196.8404938,1,305,-98,-136,348.0301711,47.53200975,318.6414984,-135.4215156,-110.0610016,1
19:02.3,166,-73,-181,256.2147537,41.69159279,177.5537484,-105.0928688,-157.0261063,1,186,-43,-272,332.3085915,42.28885704,198.2572531,-73.89149844,-245.85,1,289,-24,-226,367.6588092,44.04884417,303.1036266,-53.85149219,-196.8404938,1,304,-101,-136,348.0129308,45.51973039,318.6414984,-135.4215156,-110.0610016,1
19:02.7,165,-77,-182,257.4451398,39.62955013,177.5537484,-105.0928688,-157.0261063,1,186,-46,-271,331.8930551,39.50567604,198.2572531,-73.89149844,-245.85,1,289,-26,-223,365.9590141,40.73005851,303.1036266,-53.85149219,-196.8404938,1,304,-106,-135,349.1088655,41.25472944,318.6414984,-135.4215156,-110.0610016,1
19:03.1,166,-83,-178,257.1555949,32.58048759,177.5537484,-105.0928688,-157.0261063,2,186,-47,-270,331.2174512,38.16563169,198.2572531,-73.89149844,-245.85,1,288,-27,-226,367.0817348,42.41932311,303.1036266,-53.85149219,-196.8404938,1,304,-111,-133,349.8942697,36.56475832,318.6414984,-135.4215156,-110.0610016,1
19:03.5,164,-81,-177,254.5309411,34.10464562,177.5537484,-105.0928688,-157.0261063,2,185,-53,-269,330.7491497,33.88409608,198.2572531,-73.89149844,-245.85,1,289,-30,-222,365.656943,37.42735252,303.1036266,-53.85149219,-196.8404938,1,304,-103,-134,347.823231,42.87894353,318.6414984,-135.4215156,-110.0610016,1
19:03.9,165,-82,-177,255.4955968,33.01262817,177.5537484,-105.0928688,-157.0261063,2,188,-50,-270,332.7822111,35.48573572,198.2572531,-73.89149844,-245.85,1,289,-32,-223,366.4341687,36.88793516,303.1036266,-53.85149219,-196.8404938,1,303,-109,-134,348.7778663,38.93364365,318.6414984,-135.4215156,-110.0610016,1
19:04.4,166,-80,-179,256.8988128,35.29862847,177.5537484,-105.0928688,-157.0261063,2,186,-49,-273,333.9550868,38.81944678,198.2572531,-73.89149844,-245.85,1,288,-18,-230,369.009485,51.11753009,303.1036266,-53.85149219,-196.8404938,1,306,-88,-138,347.0216132,56.47296044,318.6414984,-135.4215156,-110.0610016,1
19:04.8,167,-62,-187,258.2673034,53.54261153,177.5537484,-105.0928688,-157.0261063,1,186,-38,-276,334.9865669,48.45061831,198.2572531,-73.89149844,-245.85,1,289,-19,-230,369.8405062,50.1307455,303.1036266,-53.85149219,-196.8404938,1,304,-96,-140,348.1838595,51.62143933,318.6414984,-135.4215156,-110.0610016,1
19:05.2,165,-74,-183,257.2741728,42.41469372,177.5537484,-105.0928688,-157.0261063,1,187,-41,-272,332.6168967,43.50171166,198.2572531,-73.89149844,-245.85,1,288,-22,-227,367.3649412,46.39216429,303.1036266,-53.85149219,-196.8404938,1,304,-102,-135,347.9152196,44.19643454,318.6414984,-135.4215156,-110.0610016,1
19:05.6,166,-78,-176,254.1967742,35.03599983,177.5537484,-105.0928688,-157.0261063,1,185,-47,-272,332.2920402,39.78353866,198.2572531,-73.89149844,-245.85,1,287,-29,-224,365.2204814,40.1816156,303.1036266,-53.85149219,-196.8404938,1,305,-104,-134,348.9942693,41.79088142,318.6414984,-135.4215156,-110.0610016,1
19:06.1,165,-74,-180,255.1489761,40.64680653,177.5537484,-105.0928688,-157.0261063,1,185,-44,-271,331.0619277,41.25262342,198.2572531,-73.89149844,-245.85,1,288,-28,-226,367.1566423,41.79349218,303.1036266,-53.85149219,-196.8404938,1,304,-103,-134,347.823231,42.87894353,318.6414984,-135.4215156,-110.0610016,1
19:06.5,164,-83,-178,255.8691072,33.34221296,177.5537484,-105.0928688,-157.0261063,1,187,-42,-268,329.4798932,40.42791017,198.2572531,-73.89149844,-245.85,1,289,-26,-221,364.7437457,39.4753042,303.1036266,-53.85149219,-196.8404938,1,305,-98,-130,345.7296632,44.54238397,318.6414984,-135.4215156,-110.0610016,1
19:06.9,167,-70,-178,253.9153402,42.22316026,177.5537484,-105.0928688,-157.0261063,1,187,-39,-270,330.741591,43.90176433,198.2572531,-73.89149844,-245.85,1,288,-23,-222,364.3583401,42.57857278,303.1036266,-53.85149219,-196.8404938,1,306,-95,-132,346.5328267,47.69723326,318.6414984,-135.4215156,-110.0610016,1
19:07.3,168,-58,-181,253.6710468,53.70065156,177.5537484,-105.0928688,-157.0261063,1,188,-38,-268,329.5633475,43.40545359,198.2572531,-73.89149844,-245.85,1,294,-10,-234,375.8882813,58.19500226,303.1036266,-53.85149219,-196.8404938,1,312,-65,-150,352.234297,81.23067746,318.6414984,-135.4215156,-110.0610016,1
19:07.7,171,-48,-195,263.7612557,68.88079476,177.5537484,-105.0928688,-157.0261063,1,192,-11,-289,347.1397413,76.52722582,198.2572531,-73.89149844,-245.85,1,292,-2,-240,377.9788354,68.37112508,303.1036266,-53.85149219,-196.8404938,1,309,-71,-147,349.4724596,74.8837751,318.6414984,-135.4215156,-110.0610016,1
19:08.2,172,-31,-199,264.8509015,85.33700884,177.5537484,-105.0928688,-157.0261063,1,192,-6,-293,350.3555337,82.89469993,198.2572531,-73.89149844,-245.85,1,293,24,-251,386.5565935,95.37394939,303.1036266,-53.85149219,-196.8404938,1,310,-69,-150,351.2278463,77.98472177,318.6414984,-135.4215156,-110.0610016,1
19:08.6,171,-46,-195,263.4046317,70.54739798,177.5537484,-105.0928688,-157.0261063,1,191,-19,-286,344.4386738,68.39420168,198.2572531,-73.89149844,-245.85,1,294,4,-242,380.8096637,73.9530403,303.1036266,-53.85149219,-196.8404938,1,309,-69,-147,349.0716259,76.61113389,318.6414984,-135.4215156,-110.0610016,1
19:09.0,170,-53,-190,260.4016129,62.11283087,177.5537484,-105.0928688,-157.0261063,2,191,-15,-286,344.2411945,71.64425177,198.2572531,-73.89149844,-245.85,1,293,0,-240,378.7466171,69.74818607,303.1036266,-53.85149219,-196.8404938,1,309,-75,-143,348.6473863,69.4888168,318.6414984,-135.4215156,-110.0610016,1
19:09.4,170,-49,-191,260.3497647,66.01283585,177.5537484,-105.0928688,-157.0261063,1,190,-18,-286,343.831354,69.31135785,198.2572531,-73.89149844,-245.85,1,292,5,-242,379.2795803,75.00779733,303.1036266,-53.85149219,-196.8404938,1,309,-71,-146,349.0530046,74.39557632,318.6414984,-135.4215156,-110.0610016,1
19:09.9,170,-48,-194,262.3737792,68.43773518,177.5537484,-105.0928688,-157.0261063,1,191,-18,-290,347.7139629,71.5943421,198.2572531,-73.89149844,-245.85,1,293,5,-243,380.6875359,75.47371343,303.1036266,-53.85149219,-196.8404938,1,309,-70,-148,349.6927223,76.238447,318.6414984,-135.4215156,-110.0610016,1
19:10.3,171,-47,-194,262.842158,69.17226205,177.5537484,-105.0928688,-157.0261063,1,190,-22,-285,343.2331569,65.5258143,198.2572531,-73.89149844,-245.85,1,293,4,-245,381.9554948,75.94877524,303.1036266,-53.85149219,-196.8404938,1,312,-54,-150,350.3712317,90.93237215,318.6414984,-135.4215156,-110.0610016,1
19:10.7,173,-26,-205,269.4995362,92.61702324,177.5537484,-105.0928688,-157.0261063,1,193,-3,-293,350.8660713,85.3016164,198.2572531,-73.89149844,-245.85,1,296,24,-245,384.9896102,91.818595,303.1036266,-53.85149219,-196.8404938,1,311,-48,-147,347.3240562,95.21241252,318.6414984,-135.4215156,-110.0610016,1
19:11.1,174,-23,-202,267.59858,93.6724044,177.5537484,-105.0928688,-157.0261063,1,193,-3,-287,345.8713634,82.13748085,198.2572531,-73.89149844,-245.85,1,293,11,-242,380.1762749,79.669193,303.1036266,-53.85149219,-196.8404938,1,311,-58,-148,349.2692371,86.55548037,318.6414984,-135.4215156,-110.0610016,1
19:11.6,173,-32,-195,262.6366311,82.49436765,177.5537484,-105.0928688,-157.0261063,1,191,-8,-284,342.3463159,76.48385313,198.2572531,-73.89149844,-245.85,1,294,17,-244,382.4408451,85.59689826,303.1036266,-53.85149219,-196.8404938,1,313,-41,-148,348.6459522,101.9147522,318.6414984,-135.4215156,-110.0610016,1
19:12.0,173,-30,-194,261.658174,83.82567853,177.5537484,-105.0928688,-157.0261063,2,193,-7,-284,343.4443186,77.18506186,198.2572531,-73.89149844,-245.85,1,296,26,-247,386.3948757,94.56584152,303.1036266,-53.85149219,-196.8404938,1,313,-53,-140,346.9553285,87.87193164,318.6414984,-135.4215156,-110.0610016,1
19:12.4,176,-36,-191,262.2079328,77.00950657,177.5537484,-105.0928688,-157.0261063,2,199,-6,-282,345.1970452,76.91963165,198.2572531,-73.89149844,-245.85,1,306,23,-240,389.5702761,88.18890979,303.1036266,-53.85149219,-196.8404938,1,329,-51,-140,361.1675511,90.17003096,318.6414984,-135.4215156,-110.0610016,1
19:12.8,199,-14,-201,283.192514,103.3999796,177.5537484,-105.0928688,-157.0261063,2,225,14,-302,376.8620437,107.6703883,198.2572531,-73.89149844,-245.85,1,333,40,-260,424.3689433,117.0086277,303.1036266,-53.85149219,-196.8404938,1,351,-31,-168,390.3664945,123.7249089,318.6414984,-135.4215156,-110.0610016,1
19:13.3,213,-5,-231,314.2530827,129.4108036,177.5537484,-105.0928688,-157.0261063,2,235,11,-326,402.0223874,122.3953367,198.2572531,-73.89149844,-245.85,1,342,30,-284,445.5558326,127.04637,303.1036266,-53.85149219,-196.8404938,1,365,-42,-191,414.0893623,132.0144375,318.6414984,-135.4215156,-110.0610016,1
19:13.7,231,-26,-262,350.258476,141.8862293,177.5537484,-105.0928688,-157.0261063,2,247,-8,-368,443.2798213,147.0991755,198.2572531,-73.89149844,-245.85,1,354,16,-332,485.588303,160.4299346,303.1036266,-53.85149219,-196.8404938,1,361,-37,-242,436.181155,169.9674578,318.6414984,-135.4215156,-110.0610016,1
19:14.1,241,30,-289,377.4943708,199.2300646,177.5537484,-105.0928688,-157.0261063,2,280,82,-412,504.8445305,242.0534207,198.2572531,-73.89149844,-245.85,1,368,110,-397,552.3884503,266.6883551,303.1036266,-53.85149219,-196.8404938,1,344,69,-255,433.730331,251.8700517,318.6414984,-135.4215156,-110.0610016,1
19:14.5,236,118,-268,376.0904147,255.9327988,177.5537484,-105.0928688,-157.0261063,2,357,88,-384,531.6474396,265.5061948,198.2572531,-73.89149844,-245.85,2,547,39,-497,740.093913,397.7468664,303.1036266,-53.85149219,-196.8404938,2,467,-70,-655,807.4738386,568.5496739,318.6414984,-135.4215156,-110.0610016,2
19:14.9,162,-72,-814,833.0810285,657.9906946,177.5537484,-105.0928688,-157.0261063,2,-10,8,-894,894.0917179,685.6936076,198.2572531,-73.89149844,-245.85,2,4,2,-661,661.0151284,555.0012755,303.1036266,-53.85149219,-196.8404938,2,50,-97,-362,378.0912588,370.2941081,318.6414984,-135.4215156,-110.0610016,2
19:15.4,-29,-116,-281,305.3817283,241.1492128,177.5537484,-105.0928688,-157.0261063,2,38,-80,-321,332.9939939,177.107943,198.2572531,-73.89149844,-245.85,2,169,-65,-244,303.8453554,142.590641,303.1036266,-53.85149219,-196.8404938,2,212,-142,-128,285.4680367,108.3397125,318.6414984,-135.4215156,-110.0610016,2
19:15.8,98,-118,-158,220.2089916,80.59988459,177.5537484,-105.0928688,-157.0261063,2,136,-91,-237,288.0034722,65.16892582,198.2572531,-73.89149844,-245.85,2,252,-68,-184,319.3493385,54.55858503,303.1036266,-53.85149219,-196.8404938,2,278,-148,-92,328.1036422,46.21849675,318.6414984,-135.4215156,-110.0610016,2
19:16.2,145,-118,-142,234.7615812,38.10675063,177.5537484,-105.0928688,-157.0261063,2,171,-86,-232,300.767352,32.88458846,198.2572531,-73.89149844,-245.85,2,280,-66,-181,339.8779193,30.53334316,303.1036266,-53.85149219,-196.8404938,2,298,-143,-99,345.0420264,24.61403337,318.6414984,-135.4215156,-110.0610016,2
19:16.6,162,-112,-143,243.3865239,22.05355321,177.5537484,-105.0928688,-157.0261063,2,185,-82,-235,310.1193319,18.95323344,198.2572531,-73.89149844,-245.85,2,291,-59,-188,351.4342044,15.84800424,303.1036266,-53.85149219,-196.8404938,2,308,-139,-102,352.9716703,13.821244,318.6414984,-135.4215156,-110.0610016,2
19:17.1,168,-110,-145,247.6873029,16.12393494,177.5537484,-105.0928688,-157.0261063,2,190,-79,-239,315.3759661,11.88282447,198.2572531,-73.89149844,-245.85,2,296,-56,-190,356.1628841,10.0930645,303.1036266,-53.85149219,-196.8404938,2,311,-137,-104,355.3955543,9.880275868,318.6414984,-135.4215156,-110.0610016,2
19:17.5,173,-109,-147,251.8312927,11.68439583,177.5537484,-105.0928688,-157.0261063,2,193,-78,-240,317.6995436,8.873612315,198.2572531,-73.89149844,-245.85,2,299,-56,-192,359.7235049,6.699717645,303.1036266,-53.85149219,-196.8404938,2,314,-134,-106,357.4744746,6.328976861,318.6414984,-135.4215156,-110.0610016,2
19:17.9,174,-105,-151,253.1837278,6.9965498,177.5537484,-105.0928688,-157.0261063,2,195,-76,-240,318.4352367,7.019827402,198.2572531,-73.89149844,-245.85,2,300,-55,-191,359.8694208,6.712893212,303.1036266,-53.85149219,-196.8404938,2,316,-133,-107,359.1573471,4.712852903,318.6414984,-135.4215156,-110.0610016,2
19:18.3,175,-106,-150,253.6946984,7.530649854,177.5537484,-105.0928688,-157.0261063,2,197,-76,-243,321.9223509,3.761510901,198.2572531,-73.89149844,-245.85,2,302,-54,-193,362.448617,3.998679583,303.1036266,-53.85149219,-196.8404938,2,316,-133,-107,359.1573471,4.712852903,318.6414984,-135.4215156,-110.0610016,2
19:18.8,176,-105,-152,255.1568145,5.261606489,177.5537484,-105.0928688,-157.0261063,2,196,-74,-240,318.5780909,6.271320775,198.2572531,-73.89149844,-245.85,2,301,-55,-191,360.7034793,6.313135683,303.1036266,-53.85149219,-196.8404938,2,317,-135,-109,361.3793021,1.999479147,318.6414984,-135.4215156,-110.0610016,2
19:19.2,176,-106,-152,255.5699513,5.338423489,177.5537484,-105.0928688,-157.0261063,2,196,-75,-239,318.0597428,7.297017705,198.2572531,-73.89149844,-245.85,2,302,-55,-195,363.6674305,2.434025273,303.1036266,-53.85149219,-196.8404938,2,317,-134,-106,360.1124824,4.605101246,318.6414984,-135.4215156,-110.0610016,2
19:19.6,177,-106,-150,255.0784193,7.106032189,177.5537484,-105.0928688,-157.0261063,2,198,-74,-239,319.0626898,6.855687548,198.2572531,-73.89149844,-245.85,2,303,-55,-194,363.964284,3.065650568,303.1036266,-53.85149219,-196.8404938,2,317,-134,-104,359.5288584,6.438242286,318.6414984,-135.4215156,-110.0610016,2
19:20.0,177,-105,-155,257.6412234,2.102467235,177.5537484,-105.0928688,-157.0261063,2,197,-74,-244,322.2126627,2.239410192,198.2572531,-73.89149844,-245.85,2,303,-54,-190,361.6973873,6.842890309,303.1036266,-53.85149219,-196.8404938,2,318,-133,-106,360.6230719,4.771476905,318.6414984,-135.4215156,-110.0610016,2
19:20.4,177,-105,-148,253.4916172,9.043553282,177.5537484,-105.0928688,-157.0261063,2,197,-75,-244,322.4437936,2.49638962,198.2572531,-73.89149844,-245.85,0,303,-54,-194,363.8145132,2.846260315,303.1036266,-53.85149219,-196.8404938,0,317,-135,-107,360.7810971,3.498845968,318.6414984,-135.4215156,-110.0610016,0
19:20.9,177,-104,-153,256.0351538,4.208388168,177.5537484,-105.0928688,-157.0261063,2,198,-73,-241,320.3342005,4.937959967,198.2572531,-73.89149844,-245.85,0,303,-53,-194,363.6674305,2.967184213,303.1036266,-53.85149219,-196.8404938,0,318,-136,-104,361.1592447,6.122246676,318.6414984,-135.4215156,-110.0610016,0
19:21.3,178,-105,-153,257.1342062,4.051826329,177.5537484,-105.0928688,-157.0261063,2,198,-74,-243,322.0698682,2.863643092,198.2572531,-73.89149844,-245.85,0,303,-53,-193,363.1349611,3.93512003,303.1036266,-53.85149219,-196.8404938,0,319,-134,-107,362.1684691,3.393959429,318.6414984,-135.4215156,-110.0610016,0
19:21.7,177,-104,-151,254.845051,6.149386634,177.5537484,-105.0928688,-157.0261063,2,198,-75,-243,322.3011015,3.068787201,198.2572531,-73.89149844,-245.85,0,302,-55,-197,364.7437457,1.600782318,303.1036266,-53.85149219,-196.8404938,0,318,-134,-106,360.9930747,4.350167883,318.6414984,-135.4215156,-110.0610016,0
19:22.1,178,-104,-152,256.1327781,5.162871933,177.5537484,-105.0928688,-157.0261063,2,198,-73,-241,320.3342005,4.937959967,198.2572531,-73.89149844,-245.85,0,302,-53,-194,362.8346731,3.16408522,303.1036266,-53.85149219,-196.8404938,0,318,-134,-108,361.5853979,2.584560767,318.6414984,-135.4215156,-110.0610016,0
19:22.6,177,-104,-154,256.6339806,3.264708023,177.5537484,-105.0928688,-157.0261063,2,198,-74,-239,319.0626898,6.512903171,198.2443905,-73.89692352,-245.5075,0,303,-54,-195,364.348734,1.756912,303.0984452,-53.85891758,-196.7484691,0,318,-133,-106,360.6230719,4.53290306,318.6094235,-135.3004398,-109.8579515,0
19:23.0,176,-105,-154,256.3532719,3.402951344,177.5537484,-105.0928688,-157.0261063,0,199,-75,-242,322.1645542,3.566017032,198.2821709,-73.95207734,-245.332125,0,303,-53,-191,362.0759589,5.522461001,303.093523,-53.8159717,-196.4610456,0,317,-134,-105,359.8193991,5.016241134,318.5289523,-135.2354179,-109.6150539,0
19:23.4,178,-105,-153,257.1342062,4.051826329,177.5537484,-105.0928688,-157.0261063,0,197,-73,-244,321.9844717,2.079656368,198.2821709,-73.95207734,-245.332125,0,303,-53,-193,363.1349611,3.557160816,303.093523,-53.8159717,-196.4610456,0,319,-133,-110,362.6982217,2.316713699,318.5289523,-135.2354179,-109.6150539,0
19:23.8,177,-105,-153,256.4429761,4.065069922,177.5537484,-105.0928688,-157.0261063,0,198,-74,-246,324.3393285,0.69028731,198.2680624,-73.95447347,-245.3655188,0,303,-53,-195,364.2018671,1.592266497,303.0888468,-53.77517311,-196.3879933,0,318,-134,-107,361.2879738,2.793154257,318.5025047,-135.173647,-109.4843012,0
19:24.3,177,-105,-153,256.4429761,4.065069922,177.5537484,-105.0928688,-157.0261063,0,198,-75,-244,323.0557227,1.740581692,198.2680624,-73.95447347,-245.3655188,0,303,-54,-193,363.2822594,3.396607084,303.0888468,-53.77517311,-196.3879933,0,318,-135,-107,361.6600614,2.540554425,318.5025047,-135.173647,-109.4843012,0
19:24.7,178,-105,-152,256.5404452,5.046732517,177.5537484,-105.0928688,-157.0261063,0,198,-74,-242,321.3160438,3.207660133,198.2546593,-73.9567498,-245.1972428,0,303,-53,-196,364.7382623,0.827823447,303.0844045,-53.73641446,-196.3685937,0,318,-134,-109,361.885341,1.29719564,318.4773795,-135.1149646,-109.4600862,0
19:25.1,176,-105,-153,255.7537879,4.31651368,177.5537484,-105.0928688,-157.0261063,0,198,-74,-243,322.0698682,2.212373817,198.2546593,-73.9567498,-245.1972428,0,303,-52,-196,364.5942951,1.777110176,303.0844045,-53.73641446,-196.3685937,0,318,-135,-106,361.365466,3.494753815,318.4773795,-135.1149646,-109.4600862,0
19:25.5,178,-106,-152,256.9513573,5.126770094,177.5537484,-105.0928688,-157.0261063,0,198,-74,-243,322.0698682,2.101755126,198.2419263,-73.95891231,-245.0873807,0,303,-54,-193,363.2822594,3.21094726,303.0801843,-53.74959374,-196.200164,0,318,-135,-106,361.365466,3.320016124,318.4535105,-135.1092164,-109.2870818,0
19:25.9,179,-106,-153,258.2363259,4.373106702,177.5537484,-105.0928688,-157.0261063,0,198,-75,-239,319.2961008,6.180501223,198.2419263,-73.95891231,-245.0873807,0,304,-54,-194,364.6477753,2.397808548,303.0801843,-53.74959374,-196.200164,0,319,-134,-108,362.4651707,1.784822517,318.4535105,-135.1092164,-109.2870818,0
19:26.4,178,-105,-151,255.9492137,6.043320412,177.5537484,-105.0928688,-157.0261063,0,199,-74,-242,321.9332229,3.020385025,198.27983,-73.96096669,-244.9330116,0,303,-53,-193,363.1349611,3.123372572,303.076175,-53.71211405,-196.0401558,0,319,-133,-109,362.396192,2.087809639,318.480835,-135.0037556,-109.2727278,0
19:26.8,179,-107,-154,259.2412004,3.858252483,177.5537484,-105.0928688,-157.0261063,0,200,-74,-242,322.5523213,3.400450809,198.27983,-73.96096669,-244.9330116,0,303,-53,-193,363.1349611,3.123372572,303.076175,-53.71211405,-196.0401558,0,319,-135,-108,362.8360511,1.374548053,318.480835,-135.0037556,-109.2727278,0
19:27.2,179,-105,-152,257.2353008,4.969327523,177.626061,-105.0882253,-156.7748009,0,199,-74,-243,322.6856055,1.960018862,198.3158385,-73.96291836,-244.8363611,0,304,-54,-192,363.5876786,3.946697178,303.1223663,-53.72650835,-195.838148,0,320,-133,-110,363.5780521,2.486718884,318.5567932,-134.9035678,-109.3090914,0
19:27.6,178,-104,-154,257.3246976,3.003928251,177.626061,-105.0882253,-156.7748009,0,199,-73,-243,322.4577492,2.183462996,198.3158385,-73.96291836,-244.8363611,0,305,-52,-195,365.7239396,2.684926714,303.1223663,-53.72650835,-195.838148,0,320,-133,-106,362.3879137,4.08123777,318.5567932,-134.9035678,-109.3090914,0
19:28.1,178,-105,-154,257.7304794,2.801273695,177.626061,-105.0882253,-156.7748009,0,199,-73,-243,322.4577492,2.183462996,198.3158385,-73.96291836,-244.8363611,0,304,-53,-192,363.4405041,4.003677722,303.1223663,-53.72650835,-195.838148,0,319,-133,-110,362.6982217,2.073006821,318.5567932,-134.9035678,-109.3090914,0
19:28.5,179,-106,-153,258.2363259,4.119243077,177.626061,-105.0882253,-156.7748009,0,198,-74,-243,322.0698682,1.863692822,198.3158385,-73.96291836,-244.8363611,0,304,-52,-195,364.8903945,2.110346902,303.1223663,-53.72650835,-195.838148,0,319,-133,-108,362.0966722,2.352386606,318.5567932,-134.9035678,-109.3090914,0
19:28.9,178,-105,-152,256.5404452,4.790233613,177.626061,-105.0882253,-156.7748009,0,199,-74,-246,324.9507655,1.350373133,198.3158385,-73.96291836,-244.8363611,0,304,-54,-196,365.7157366,0.933399529,303.1223663,-53.72650835,-195.838148,0,318,-134,-106,360.9930747,3.475131525,318.5567932,-134.9035678,-109.3090914,0
19:29.3,178,-104,-155,257.9244075,2.115179203,177.626061,-105.0882253,-156.7748009,0,199,-73,-244,323.2120047,1.447338434,198.3158385,-73.96291836,-244.8363611,0,302,-53,-196,363.9079554,1.34674294,303.1223663,-53.72650835,-195.838148,0,319,-133,-107,361.7996683,3.025211642,318.5567932,-134.9035678,-109.3090914,0
