time,Mag1_X,Mag1_Y,Mag1_Z,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,Car_Status1,Mag2_X,Mag2_Y,Mag2_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,Car_Status2,Mag3_X,Mag3_Y,Mag3_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,Car_Status3,Mag4_X,Mag4_Y,Mag4_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Car_Status4
18:44.1,126,-111,-176,186.6684955,-87.61845769,-162.0308754,1,147,-81,-269,204.4682008,-64.12390747,-252.8892754,1,251,-61,-249,312.5465885,-46.89344189,-221.8768715,1,257,-147,-156,319.6054649,-128.570203,-132.1851378,1
18:50.8,125,-104,-189,186.6684955,-87.61845769,-162.0308754,1,139,-70,-273,204.4682008,-64.12390747,-252.8892754,1,234,-57,-272,312.5465885,-46.89344189,-221.8768715,1,243,-135,-178,319.6054649,-128.570203,-132.1851378,1
18:53.7,125,-101,-190,186.6684955,-87.61845769,-162.0308754,1,143,-76,-286,204.4682008,-64.12390747,-252.8892754,1,253,-60,-258,312.5465885,-46.89344189,-221.8768715,1,257,-139,-178,319.6054649,-128.570203,-132.1851378,1
18:56.7,140,-103,-159,186.6684955,-87.61845769,-162.0308754,1,167,-71,-245,204.4682008,-64.12390747,-252.8892754,1,279,-53,-214,312.5465885,-46.89344189,-221.8768715,1,297,-148,-121,319.6054649,-128.570203,-132.1851378,2
18:59.6,195,-96,-146,186.6684955,-87.61845769,-162.0308754,2,212,-78,-241,204.4682008,-64.12390747,-252.8892754,2,324,-60,-215,312.5465885,-46.89344189,-221.8768715,2,333,-134,-131,319.6054649,-128.570203,-132.1851378,2
19:00.5,198,-100,-167,186.6684955,-87.61845769,-162.0308754,2,219,-76,-259,204.4682008,-64.12390747,-252.8892754,2,325,-53,-228,312.5465885,-46.89344189,-221.8768715,2,331,-140,-142,319.6054649,-128.570203,-132.1851378,2
19:01.4,199,-98,-172,186.6684955,-87.61845769,-162.0308754,2,213,-72,-264,204.4682008,-64.12390747,-252.8892754,2,322,-59,-233,312.5465885,-46.89344189,-221.8768715,2,332,-139,-144,319.6054649,-128.570203,-132.1851378,2
19:02.4,194,-99,-172,186.6684955,-87.61845769,-162.0308754,2,215,-76,-264,204.4682008,-64.12390747,-252.8892754,2,325,-55,-234,312.5465885,-46.89344189,-221.8768715,2,327,-139,-141,319.6054649,-128.570203,-132.1851378,2
19:03.3,198,-100,-170,186.6684955,-87.61845769,-162.0308754,2,214,-71,-262,204.4682008,-64.12390747,-252.8892754,2,323,-59,-230,312.5465885,-46.89344189,-221.8768715,2,330,-141,-143,319.6054649,-128.570203,-132.1851378,2
19:04.2,195,-95,-171,186.6684955,-87.61845769,-162.0308754,2,212,-77,-261,204.4682008,-64.12390747,-252.8892754,2,324,-59,-234,312.5465885,-46.89344189,-221.8768715,2,328,-136,-145,319.6054649,-128.570203,-132.1851378,2
19:05.1,197,-101,-169,186.6684955,-87.61845769,-162.0308754,2,215,-71,-263,204.4682008,-64.12390747,-252.8892754,2,322,-57,-233,312.5465885,-46.89344189,-221.8768715,2,328,-142,-140,319.6054649,-128.570203,-132.1851378,2
19:06.0,196,-96,-170,186.6684955,-87.61845769,-162.0308754,2,212,-76,-262,204.4682008,-64.12390747,-252.8892754,2,323,-59,-235,312.5465885,-46.89344189,-221.8768715,2,328,-136,-144,319.6054649,-128.570203,-132.1851378,2
19:07.0,196,-102,-172,186.6684955,-87.61845769,-162.0308754,2,215,-72,-263,204.4682008,-64.12390747,-252.8892754,2,321,-57,-231,312.5465885,-46.89344189,-221.8768715,2,329,-142,-141,319.6054649,-128.570203,-132.1851378,2
19:07.9,196,-97,-170,186.6684955,-87.61845769,-162.0308754,2,212,-75,-264,204.4682008,-64.12390747,-252.8892754,2,323,-59,-233,312.5465885,-46.89344189,-221.8768715,2,329,-136,-143,319.6054649,-128.570203,-132.1851378,2
19:08.8,197,-101,-173,186.6684955,-87.61845769,-162.0308754,2,215,-73,-266,204.4682008,-64.12390747,-252.8892754,2,321,-56,-234,312.5465885,-46.89344189,-221.8768715,2,328,-143,-141,319.6054649,-128.570203,-132.1851378,2
19:09.7,196,-96,-168,186.6684955,-87.61845769,-162.0308754,2,212,-75,-262,204.4682008,-64.12390747,-252.8892754,2,323,-60,-232,312.5465885,-46.89344189,-221.8768715,2,330,-136,-140,319.6054649,-128.570203,-132.1851378,2
19:10.7,196,-102,-170,186.6684955,-87.61845769,-162.0308754,2,216,-72,-263,204.4682008,-64.12390747,-252.8892754,2,322,-55,-235,312.5465885,-46.89344189,-221.8768715,2,329,-142,-142,319.6054649,-128.570203,-132.1851378,2
19:11.6,198,-94,-173,186.6684955,-87.61845769,-162.0308754,2,212,-75,-263,204.4682008,-64.12390747,-252.8892754,2,324,-61,-230,312.5465885,-46.89344189,-221.8768715,2,330,-137,-143,319.6054649,-128.570203,-132.1851378,2
19:12.5,196,-102,-171,186.6684955,-87.61845769,-162.0308754,2,216,-75,-260,204.4682008,-64.12390747,-252.8892754,2,322,-56,-233,312.5465885,-46.89344189,-221.8768715,2,328,-142,-141,319.6054649,-128.570203,-132.1851378,2
19:13.4,198,-97,-169,186.6684955,-87.61845769,-162.0308754,2,213,-74,-263,204.4682008,-64.12390747,-252.8892754,2,324,-61,-231,312.5465885,-46.89344189,-221.8768715,2,331,-137,-143,319.6054649,-128.570203,-132.1851378,2
19:14.4,196,-101,-170,186.6684955,-87.61845769,-162.0308754,2,215,-76,-260,204.4682008,-64.12390747,-252.8892754,2,323,-56,-234,312.5465885,-46.89344189,-221.8768715,2,328,-142,-143,319.6054649,-128.570203,-132.1851378,2
19:15.3,198,-97,-168,186.6684955,-87.61845769,-162.0308754,2,213,-76,-262,204.4682008,-64.12390747,-252.8892754,2,323,-61,-232,312.5465885,-46.89344189,-221.8768715,2,332,-140,-140,319.6054649,-128.570203,-132.1851378,2
19:16.2,195,-103,-168,186.6684955,-87.61845769,-162.0308754,2,217,-78,-260,204.4682008,-64.12390747,-252.8892754,2,323,-56,-229,312.5465885,-46.89344189,-221.8768715,2,328,-143,-140,319.6054649,-128.570203,-132.1851378,2
19:17.1,198,-100,-168,186.6684955,-87.61845769,-162.0308754,2,213,-75,-261,204.4682008,-64.12390747,-252.8892754,2,324,-63,-229,312.5465885,-46.89344189,-221.8768715,2,331,-140,-141,319.6054649,-128.570203,-132.1851378,2
19:18.1,194,-103,-165,186.6684955,-87.61845769,-162.0308754,2,215,-79,-259,204.4682008,-64.12390747,-252.8892754,2,323,-59,-224,312.5465885,-46.89344189,-221.8768715,2,326,-143,-137,319.6054649,-128.570203,-132.1851378,2
19:19.0,196,-100,-165,186.6684955,-87.61845769,-162.0308754,2,211,-74,-257,204.7947908,-64.61771209,-253.0948116,0,319,-63,-225,312.5465885,-46.89344189,-221.8768715,2,328,-143,-134,319.6054649,-128.570203,-132.1851378,2
19:20.9,190,-102,-162,186.6684955,-87.61845769,-162.0308754,2,209,-76,-253,205.0050512,-65.18682649,-253.090071,0,315,-56,-223,312.6692591,-47.34876979,-221.9330279,0,321,-144,-134,319.6054649,-128.570203,-132.1851378,2
19:21.8,191,-96,-161,186.8850707,-88.03753481,-161.9793317,0,205,-74,-256,205.0047987,-65.62748517,-253.2355675,0,317,-59,-222,312.8857961,-47.9313313,-221.9363765,0,325,-138,-132,319.8751917,-129.0416929,-132.1758809,0
19:24.7,189,-99,-160,186.9908172,-88.58565807,-161.8803651,0,207,-72,-252,205.1045587,-65.94611091,-253.1737891,0,311,-55,-223,312.7915063,-48.28476474,-221.9895577,0,321,-140,-131,319.9314321,-129.5896082,-132.1170868,0
19:27.7,192,-100,-166,187.2412763,-89.15637516,-162.0863468,0,212,-79,-256,205.1045587,-65.94611091,-253.1737891,2,321,-59,-226,312.7915063,-48.28476474,-221.9895577,2,325,-140,-138,320.1848605,-130.1101278,-132.4112325,0
19:30.6,196,-99,-169,187.2412763,-89.15637516,-162.0863468,2,212,-73,-258,205.4493308,-66.29880536,-253.4150996,0,319,-62,-230,312.7915063,-48.28476474,-221.9895577,2,329,-141,-140,320.1848605,-130.1101278,-132.4112325,2
19:31.5,195,-100,-167,187.2412763,-89.15637516,-162.0863468,2,215,-78,-260,205.4493308,-66.29880536,-253.4150996,2,325,-59,-231,312.7915063,-48.28476474,-221.9895577,2,329,-141,-139,320.1848605,-130.1101278,-132.4112325,2
19:32.4,198,-102,-166,187.2412763,-89.15637516,-162.0863468,2,214,-75,-260,205.4493308,-66.29880536,-253.4150996,2,321,-62,-228,312.7915063,-48.28476474,-221.9895577,2,330,-146,-134,320.1848605,-130.1101278,-132.4112325,2
19:33.4,194,-99,-166,187.5792125,-89.64855641,-162.2820295,0,211,-79,-256,205.4493308,-66.29880536,-253.4150996,2,322,-61,-223,312.7915063,-48.28476474,-221.9895577,2,326,-140,-135,320.4756175,-130.6046214,-132.5406709,0
19:36.3,187,-95,-157,187.5502519,-89.91612859,-162.017928,0,204,-67,-251,205.3768643,-66.33386509,-253.2943447,0,311,-53,-217,312.701931,-48.5205265,-221.7400798,0,320,-135,-128,320.4518366,-130.8243903,-132.3136373,0
19:39.2,187,-89,-161,187.5227393,-89.87032216,-161.9670316,0,207,-64,-246,205.4580211,-66.21717184,-252.9296274,0,311,-43,-222,312.6168344,-48.24450018,-221.7530758,0,319,-131,-133,320.3792448,-130.8331708,-132.3479555,0
19:42.1,189,-85,-161,187.5966023,-89.62680605,-161.91868,0,204,-65,-253,205.38512,-66.15631325,-252.9331461,0,315,-49,-221,312.7359927,-48.28227517,-221.715422,0,321,-126,-133,320.4102825,-130.5915123,-132.3805577,0
19:45.1,190,-89,-159,187.7167722,-89.59546575,-161.772746,0,207,-62,-251,205.465864,-65.94849758,-252.8364887,0,312,-45,-223,312.6991931,-48.11816141,-221.7796509,0,321,-132,-135,320.4397684,-130.6619367,-132.5115298,0
19:48.0,188,-85,-162,187.7309336,-89.36569246,-161.7841087,0,205,-66,-253,205.4425708,-65.95107271,-252.8446643,0,316,-48,-219,312.8642334,-48.11225334,-221.6406684,0,320,-125,-134,320.41778,-130.3788398,-132.5859533,0
19:50.9,189,-89,-163,187.7943869,-89.34740784,-161.8449033,0,208,-61,-252,205.5704423,-65.70351907,-252.8024311,0,311,-46,-225,312.7710218,-48.00664067,-221.8086349,0,321,-131,-131,320.446891,-130.4098978,-132.5066556,0
19:53.8,188,-85,-161,187.8046676,-89.13003744,-161.8026581,0,204,-66,-251,205.4919201,-65.71834312,-252.7123095,0,315,-47,-219,312.8824707,-47.95630864,-221.6682032,0,321,-125,-132,320.4745464,-130.139403,-132.4813229,0
19:56.8,189,-90,-159,187.8644342,-89.17353557,-161.6625252,0,207,-63,-251,205.5673241,-65.58242596,-252.6266941,0,312,-45,-223,312.8383471,-47.80849321,-221.734793,0,320,-131,-133,320.4508191,-130.1824328,-132.5072567,0
19:59.7,189,-85,-160,187.9212125,-88.96485879,-161.579399,0,203,-59,-253,205.4389579,-65.25330466,-252.6453594,0,311,-48,-223,312.7464298,-47.81806855,-221.7980534,0,322,-127,-132,320.5282782,-130.0233112,-132.4818939,0
20:02.6,186,-85,-160,187.8251519,-88.76661585,-161.500429,0,206,-65,-251,205.46701,-65.24063943,-252.5630914,0,314,-45,-220,312.8091083,-47.67716512,-221.7081507,0,318,-124,-131,320.4018643,-129.7221456,-132.4077992,0
20:05.5,189,-86,-162,187.8838943,-88.62828506,-161.5254076,0,206,-60,-253,205.4936595,-64.97860746,-252.5849368,0,312,-47,-219,312.7686529,-47.64330686,-221.5727432,0,322,-130,-133,320.481771,-129.7360383,-132.4374092,0
20:08.5,187,-84,-164,187.8396995,-88.39687081,-161.6491372,0,203,-64,-251,205.3689766,-64.92967709,-252.50569,0,314,-48,-221,312.8302202,-47.66114152,-221.544106,0,321,-125,-135,320.5076825,-129.4992364,-132.5655388,0
20:11.4,186,-87,-160,187.7477146,-88.32702727,-161.5666803,0,207,-64,-251,205.4505277,-64.88319323,-252.4304055,0,314,-45,-223,312.8887092,-47.52808444,-221.6169007,0,318,-127,-134,320.3822984,-129.3742746,-132.6372618,0
20:14.3,188,-89,-162,187.7603288,-88.3606759,-161.5883463,0,207,-60,-252,205.5280013,-64.63903357,-252.4088852,0,311,-46,-223,312.7942738,-47.45168022,-221.6860557,0,320,-130,-135,320.3631834,-129.4055609,-132.7553987,0
20:17.2,188,-83,-162,187.7723124,-88.09264211,-161.608929,0,204,-63,-252,205.4516013,-64.55708189,-252.3884409,0,313,-48,-225,312.8045601,-47.47909621,-221.8517529,0,321,-125,-133,320.3950243,-129.1852828,-132.7676288,0
20:20.2,186,-86,-163,187.6836968,-87.98801,-161.6784825,0,206,-65,-252,205.4790212,-64.5792278,-252.3690189,0,313,-45,-225,312.8143321,-47.3551414,-222.0091653,0,319,-126,-131,320.3252731,-129.0260187,-132.6792474,0
20:23.1,188,-88,-163,187.6995119,-87.9886095,-161.7445584,0,206,-58,-252,205.5050702,-64.25026641,-252.350568,0,311,-47,-222,312.7236155,-47.33738433,-222.008707,0,321,-129,-133,320.3590094,-129.0247177,-132.695285,0
20:26.0,187,-83,-162,187.6645363,-87.73917903,-161.7573305,0,203,-63,-250,205.3798166,-64.18775309,-252.2330396,0,314,-49,-222,312.7874347,-47.42051511,-222.0082716,0,321,-123,-134,320.3910589,-128.7234819,-132.7605207,0
20:28.9,187,-89,-160,187.6313095,-87.80222008,-161.669464,0,207,-63,-252,205.4608258,-64.12836543,-252.2213876,0,312,-44,-226,312.748063,-47.24948936,-222.2078581,0,318,-128,-135,320.271506,-128.6873078,-132.8724947,0
20:31.9,189,-86,-161,187.6997441,-87.71210907,-161.6359908,0,203,-60,-254,205.3377845,-63.92194716,-252.3103182,0,311,-47,-220,312.6606598,-47.23701489,-222.0974652,0,321,-127,-133,320.3079307,-128.6029424,-132.87887,0
20:34.8,187,-84,-161,187.6647568,-87.52650362,-161.6041912,0,204,-64,-253,205.2708953,-63.9258498,-252.3448023,0,314,-49,-221,312.7276268,-47.32516415,-222.0425919,0,321,-124,-133,320.3425342,-128.3727953,-132.8849265,0
20:37.7,188,-89,-161,187.681519,-87.60017844,-161.5739817,0,206,-63,-254,205.3073505,-63.87955731,-252.4275622,0,312,-45,-222,312.6912455,-47.20890594,-222.0404623,0,318,-127,-132,320.2254074,-128.3041555,-132.8406802,0
20:40.6,190,-86,-159,187.7974431,-87.52016952,-161.4452826,0,204,-60,-253,205.241983,-63.68557945,-252.4561841,0,312,-47,-221,312.6566832,-47.19846064,-221.9884392,0,321,-128,-132,320.2641371,-128.2889477,-132.7986461,0
20:43.6,187,-84,-162,187.7575709,-87.34416104,-161.4730185,0,204,-65,-254,205.1798839,-63.75130047,-252.5333749,0,315,-46,-220,312.773849,-47.13853761,-221.8890172,0,319,-125,-133,320.2009302,-128.1245003,-132.8087138,0
20:46.5,188,-89,-162,187.7696924,-87.42695299,-161.4993675,0,207,-61,-253,205.2708897,-63.61373545,-252.5567061,0,312,-44,-222,312.7351566,-46.98161073,-221.8945664,0,319,-129,-134,320.1408837,-128.1682753,-132.8682781,0
20:49.4,188,-83,-161,187.7812077,-87.20560534,-161.4743992,0,204,-62,-253,205.2073452,-63.53304868,-252.5788708,0,314,-49,-221,312.7983988,-47.08253019,-221.849838,0,320,-125,-131,320.1338395,-128.0098616,-132.7748642,0
20:52.3,187,-89,-161,187.7421474,-87.29532507,-161.4506792,0,207,-62,-255,205.2969779,-63.45639624,-252.6999273,0,313,-44,-221,312.8084788,-46.92840368,-221.8073461,0,319,-129,-131,320.0771475,-128.0593685,-132.686121,0
20:55.3,188,-84,-164,187.75504,-87.13055882,-161.5781452,0,203,-61,-252,205.182129,-63.33357643,-252.6649309,0,313,-49,-221,312.8180549,-47.0319835,-221.7669788,0,320,-123,-134,320.0732902,-127.8064,-132.751815,0
20:58.2,188,-88,-159,187.767288,-87.17403088,-161.449238,0,206,-61,-253,205.2230226,-63.21689761,-252.6816844,0,313,-45,-222,312.8271521,-46.93038432,-221.7786299,0,320,-130,-132,320.0696257,-127.91608,-132.7142242,0
21:01.1,187,-84,-163,187.7289236,-87.01532933,-161.5267761,0,204,-65,-251,205.1618714,-63.30605273,-252.5976001,0,314,-46,-221,312.8857945,-46.88386511,-221.7396984,0,320,-123,-136,320.0661444,-127.670276,-132.878513,0
21:04.0,188,-88,-160,187.7424774,-87.06456287,-161.4504373,0,207,-61,-252,205.2537779,-63.19075009,-252.5677201,0,311,-44,-223,312.7915048,-46.73967185,-221.8027135,0,319,-129,-134,320.0128372,-127.7367622,-132.9345874,0
21:07.0,188,-83,-163,187.7553535,-86.86133472,-161.5279154,0,204,-65,-252,205.191089,-63.28121259,-252.5393341,0,314,-49,-222,312.8519296,-46.85268826,-221.8125778,0,321,-125,-137,320.0621953,-127.5999241,-133.137858,0
21:09.9,187,-88,-160,187.7175859,-86.91826799,-161.4515196,0,208,-62,-253,205.3315345,-63.21715196,-252.5623674,0,312,-43,-221,312.8093331,-46.66005385,-221.7719489,0,320,-130,-131,320.0590855,-127.7199279,-133.0309651,0
