time,Mag1_X,Mag1_Y,Mag1_Z,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,Car_Status1,Mag2_X,Mag2_Y,Mag2_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,Car_Status2,Mag3_X,Mag3_Y,Mag3_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,Car_Status3,Mag4_X,Mag4_Y,Mag4_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Car_Status4
27:47.9,187,-86,-161,188.992625,-88.40765625,-162.5431563,0,207,-66,-250,207.4286875,-63.6190625,-254.2079063,0,315,-47,-224,315.2072188,-46.11353125,-224.4577813,0,319,-125,-131,321.94025,-129.0956875,-132.5140625,0
27:50.8,190,-88,-159,189.0429938,-88.38727344,-162.3659984,0,205,-62,-251,207.3072531,-63.53810938,-254.0475109,0,313,-51,-222,315.0968578,-46.35785469,-224.3348922,0,322,-127,-133,321.9432375,-128.9909031,-132.5383594,0
27:53.8,189,-89,-163,189.0408441,-88.41790977,-162.3976985,0,208,-63,-252,207.3418905,-63.51120391,-253.9451354,0,311,-45,-225,314.8920149,-46.28996195,-224.3681476,0,321,-131,-134,321.8960756,-129.091358,-132.6114414,0
27:56.7,186,-97,-159,188.8888019,-88.84701428,-162.2278136,0,207,-76,-249,207.3418905,-63.51120391,-253.9451354,2,314,-57,-222,314.8474142,-46.82546386,-224.2497402,0,320,-140,-136,321.8012718,-129.6367901,-132.7808693,0
27:59.6,196,-98,-168,189.2443618,-89.30466356,-162.5164229,0,211,-75,-258,207.5247959,-64.08564371,-254.1478786,0,321,-62,-227,314.8474142,-46.82546386,-224.2497402,2,328,-136,-142,322.1112083,-129.9549506,-133.2418259,0
28:02.5,196,-101,-168,189.2443618,-89.30466356,-162.5164229,2,214,-73,-259,207.8485561,-64.53136153,-254.3904847,0,318,-59,-232,314.8474142,-46.82546386,-224.2497402,2,327,-143,-141,322.1112083,-129.9549506,-133.2418259,2
28:03.5,196,-98,-171,189.2443618,-89.30466356,-162.5164229,2,213,-77,-261,207.8485561,-64.53136153,-254.3904847,2,324,-59,-233,314.8474142,-46.82546386,-224.2497402,2,329,-137,-141,322.4556478,-130.307203,-133.6297346,0
28:04.4,197,-103,-169,189.2443618,-89.30466356,-162.5164229,2,216,-74,-260,207.8485561,-64.53136153,-254.3904847,2,321,-55,-235,314.8474142,-46.82546386,-224.2497402,2,329,-143,-144,322.4556478,-130.307203,-133.6297346,2
28:05.3,197,-98,-170,189.2443618,-89.30466356,-162.5164229,2,212,-76,-261,207.8485561,-64.53136153,-254.3904847,2,324,-61,-231,314.8474142,-46.82546386,-224.2497402,2,330,-139,-140,322.8328654,-130.7418429,-133.9482478,0
28:06.2,195,-102,-171,189.2443618,-89.30466356,-162.5164229,2,215,-76,-259,207.8485561,-64.53136153,-254.3904847,2,324,-56,-230,314.8474142,-46.82546386,-224.2497402,2,328,-143,-141,322.8328654,-130.7418429,-133.9482478,2
28:07.1,198,-99,-169,189.2443618,-89.30466356,-162.5164229,2,213,-74,-262,208.1061283,-65.00479345,-254.7709605,0,322,-61,-232,314.8474142,-46.82546386,-224.2497402,2,332,-140,-143,322.8328654,-130.7418429,-133.9482478,2
28:08.1,194,-99,-173,189.2443618,-89.30466356,-162.5164229,2,215,-78,-261,208.1061283,-65.00479345,-254.7709605,2,324,-57,-236,314.8474142,-46.82546386,-224.2497402,2,328,-139,-143,323.0912222,-131.1547507,-134.4008355,0
28:09.0,198,-102,-167,189.2443618,-89.30466356,-162.5164229,2,214,-72,-261,208.4008219,-65.35455378,-255.0824124,0,320,-59,-231,314.8474142,-46.82546386,-224.2497402,2,330,-142,-141,323.0912222,-131.1547507,-134.4008355,2
28:09.9,195,-98,-173,189.2443618,-89.30466356,-162.5164229,2,213,-76,-263,208.4008219,-65.35455378,-255.0824124,2,323,-60,-235,314.8474142,-46.82546386,-224.2497402,2,328,-137,-144,323.3366611,-131.4470132,-134.8807937,0
28:10.8,197,-102,-170,189.2443618,-89.30466356,-162.5164229,2,215,-73,-263,208.7307808,-65.73682609,-255.4782918,0,321,-57,-233,314.8474142,-46.82546386,-224.2497402,2,328,-142,-144,323.3366611,-131.4470132,-134.8807937,2
28:11.8,197,-96,-173,189.2443618,-89.30466356,-162.5164229,2,212,-74,-265,208.8942418,-66.14998478,-255.9543772,0,323,-62,-230,314.8474142,-46.82546386,-224.2497402,2,330,-137,-145,323.669828,-131.7246625,-135.386754,0
28:12.7,194,-101,-170,189.2443618,-89.30466356,-162.5164229,2,215,-77,-260,209.1995297,-66.69248554,-256.1566584,0,323,-56,-234,314.8474142,-46.82546386,-224.2497402,2,327,-139,-144,323.8363366,-132.0884294,-135.8174163,0
28:13.6,198,-99,-169,189.2443618,-89.30466356,-162.5164229,2,213,-73,-264,209.3895532,-67.00786127,-256.5488254,0,321,-61,-233,314.8474142,-46.82546386,-224.2497402,2,330,-141,-141,324.1445198,-132.5340079,-136.0765455,0
28:14.5,195,-96,-173,189.2443618,-89.30466356,-162.5164229,2,214,-78,-263,209.3895532,-67.00786127,-256.5488254,2,324,-58,-233,314.8474142,-46.82546386,-224.2497402,2,329,-137,-141,324.3872938,-132.7573075,-136.3227182,0
28:15.5,197,-101,-169,189.2443618,-89.30466356,-162.5164229,2,216,-73,-262,209.7200756,-67.3074682,-256.8213842,0,322,-57,-234,314.8474142,-46.82546386,-224.2497402,2,329,-143,-140,324.6179291,-133.2694422,-136.5065823,0
