time,Mag1_X,Mag1_Y,Mag1_Z,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,Car_Status1,Mag2_X,Mag2_Y,Mag2_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,Car_Status2,Mag3_X,Mag3_Y,Mag3_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,Car_Status3,Mag4_X,Mag4_Y,Mag4_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Car_Status4
28:16.4,197,-97,-172,189.2443618,-89.30466356,-162.5164229,2,212,-75,-263,209.8340718,-67.69209479,-257.130315,0,324,-62,-232,314.8474142,-46.82546386,-224.2497402,2,330,-137,-142,324.8870326,-133.4559701,-136.7812532,0
28:17.3,196,-100,-169,189.2443618,-89.30466356,-162.5164229,2,216,-77,-262,210.1423682,-68.15749005,-257.3737992,0,325,-55,-229,314.8474142,-46.82546386,-224.2497402,2,328,-138,-143,325.042681,-133.6831716,-137.0921905,0
28:18.2,199,-100,-169,189.2443618,-89.30466356,-162.5164229,2,215,-72,-263,210.3852498,-68.34961555,-257.6551093,0,322,-59,-232,314.8474142,-46.82546386,-224.2497402,2,331,-142,-139,325.340547,-134.099013,-137.187581,0
28:19.1,196,-96,-171,189.5821437,-89.63943039,-162.9406018,0,213,-75,-263,210.5159873,-68.68213477,-257.9223538,0,325,-58,-231,314.8474142,-46.82546386,-224.2497402,2,331,-136,-142,325.6235196,-134.1940623,-137.4282019,0
28:22.1,195,-100,-167,189.8530365,-90.15745887,-163.1435717,0,215,-73,-260,210.7401879,-68.89802803,-258.0262361,0,320,-54,-231,315.1050435,-47.18419066,-224.5872532,0,326,-141,-140,325.6423436,-134.5343592,-137.5567919,0
28:25.0,196,-98,-167,190.1603847,-90.54958592,-163.3363931,0,211,-71,-261,210.7531785,-69.00312663,-258.1749243,0,318,-59,-230,315.2497913,-47.77498113,-224.8578905,0,328,-140,-140,325.7602265,-134.8076413,-137.6789523,0
28:27.9,193,-97,-166,190.3023654,-90.87210663,-163.4695734,0,212,-77,-262,210.8155196,-69.4029703,-258.3661781,0,321,-59,-230,315.2497913,-47.77498113,-224.8578905,2,327,-136,-140,325.8222151,-134.8672592,-137.7950046,0
28:30.9,195,-99,-169,190.5372472,-91.2785013,-163.7460948,0,214,-73,-260,210.9747436,-69.58282179,-258.4478692,0,319,-55,-232,315.4373017,-48.13623207,-225.214996,0,326,-140,-138,325.8311044,-135.1238962,-137.8052544,0
28:33.8,195,-96,-169,190.7603848,-91.51457623,-164.00879,0,210,-70,-261,210.9260064,-69.6036807,-258.5754757,0,317,-57,-230,315.5154366,-48.57942047,-225.4542462,0,327,-138,-140,325.8895492,-135.2677014,-137.9149917,0
28:36.7,193,-96,-169,190.8723656,-91.73884742,-164.2583505,0,210,-73,-260,210.8797061,-69.77349666,-258.6467019,0,319,-61,-230,315.5154366,-48.57942047,-225.4542462,2,327,-135,-143,325.9450717,-135.2543164,-138.1692421,0
28:39.6,192,-98,-171,190.9287473,-92.05190505,-164.595433,0,212,-77,-261,210.9357208,-70.13482183,-258.7643668,0,320,-56,-234,315.7396648,-48.95044945,-225.8815339,0,324,-135,-144,325.8478181,-135.2416005,-138.46078,0
28:42.5,194,-100,-170,191.0823099,-92.4493098,-164.8656614,0,212,-73,-262,210.9889348,-70.27808074,-258.9261485,0,318,-54,-233,315.8526816,-49.20292697,-226.2374572,0,325,-143,-142,325.8054272,-135.6295205,-138.637741,0
28:45.5,191,-97,-170,191.0781944,-92.67684431,-165.1223783,0,206,-72,-261,210.739488,-70.3641767,-259.0298411,0,312,-60,-231,315.6600475,-49.74278063,-226.4755843,0,320,-138,-140,325.5151558,-135.7480445,-138.705854,0
28:48.4,236,-92,-202,191.0781944,-92.67684431,-165.1223783,2,241,-67,-302,210.739488,-70.3641767,-259.0298411,2,343,-56,-286,315.6600475,-49.74278063,-226.4755843,2,346,-133,-208,325.5151558,-135.7480445,-138.705854,2
28:48.8,219,-102,-240,191.0781944,-92.67684431,-165.1223783,2,241,-72,-334,210.739488,-70.3641767,-259.0298411,2,346,-62,-309,315.6600475,-49.74278063,-226.4755843,2,353,-140,-216,325.5151558,-135.7480445,-138.705854,2
28:49.2,221,-97,-242,191.0781944,-92.67684431,-165.1223783,2,237,-75,-336,210.739488,-70.3641767,-259.0298411,2,349,-64,-303,315.6600475,-49.74278063,-226.4755843,2,355,-136,-214,325.5151558,-135.7480445,-138.705854,2
28:49.7,219,-100,-241,191.0781944,-92.67684431,-165.1223783,2,240,-75,-335,210.739488,-70.3641767,-259.0298411,2,349,-60,-306,315.6600475,-49.74278063,-226.4755843,2,352,-136,-216,325.5151558,-135.7480445,-138.705854,2
28:50.1,222,-100,-240,191.0781944,-92.67684431,-165.1223783,2,238,-73,-335,210.739488,-70.3641767,-259.0298411,2,346,-62,-306,315.6600475,-49.74278063,-226.4755843,2,355,-139,-215,325.5151558,-135.7480445,-138.705854,2
28:50.5,220,-97,-240,191.0781944,-92.67684431,-165.1223783,2,237,-77,-337,210.739488,-70.3641767,-259.0298411,2,348,-61,-317,315.6600475,-49.74278063,-226.4755843,2,354,-132,-224,325.5151558,-135.7480445,-138.705854,2
28:50.9,221,-97,-241,191.0781944,-92.67684431,-165.1223783,2,237,-73,-336,210.739488,-70.3641767,-259.0298411,2,349,-63,-305,315.6600475,-49.74278063,-226.4755843,2,355,-133,-214,325.5151558,-135.7480445,-138.705854,2
28:51.4,219,-100,-239,191.0781944,-92.67684431,-165.1223783,2,239,-75,-337,210.739488,-70.3641767,-259.0298411,2,348,-61,-307,315.6600475,-49.74278063,-226.4755843,2,350,-139,-218,325.5151558,-135.7480445,-138.705854,2
28:51.8,221,-102,-242,191.0781944,-92.67684431,-165.1223783,2,238,-74,-335,210.739488,-70.3641767,-259.0298411,2,346,-65,-308,315.6600475,-49.74278063,-226.4755843,2,354,-140,-217,325.5151558,-135.7480445,-138.705854,2
28:52.2,219,-98,-241,191.0781944,-92.67684431,-165.1223783,2,236,-76,-337,210.739488,-70.3641767,-259.0298411,2,348,-66,-307,315.6600475,-49.74278063,-226.4755843,2,352,-137,-210,325.5151558,-135.7480445,-138.705854,2
28:52.6,216,-103,-237,191.0781944,-92.67684431,-165.1223783,2,238,-78,-329,210.739488,-70.3641767,-259.0298411,2,345,-63,-301,315.6600475,-49.74278063,-226.4755843,2,349,-139,-211,325.5151558,-135.7480445,-138.705854,2
28:53.1,219,-102,-233,191.0781944,-92.67684431,-165.1223783,2,236,-73,-331,210.739488,-70.3641767,-259.0298411,2,343,-66,-301,315.6600475,-49.74278063,-226.4755843,2,352,-141,-207,325.5151558,-135.7480445,-138.705854,2
28:53.5,217,-100,-237,191.0781944,-92.67684431,-165.1223783,1,235,-81,-331,210.739488,-70.3641767,-259.0298411,2,347,-64,-298,315.6600475,-49.74278063,-226.4755843,2,350,-138,-208,325.5151558,-135.7480445,-138.705854,2
28:54.4,219,-104,-235,191.0781944,-92.67684431,-165.1223783,1,238,-76,-329,210.739488,-70.3641767,-259.0298411,2,343,-64,-300,315.6600475,-49.74278063,-226.4755843,2,352,-143,-213,325.5151558,-135.7480445,-138.705854,2
28:55.3,219,-101,-234,191.0781944,-92.67684431,-165.1223783,1,234,-78,-330,210.739488,-70.3641767,-259.0298411,1,346,-67,-300,315.6600475,-49.74278063,-226.4755843,2,352,-138,-208,325.5151558,-135.7480445,-138.705854,2
28:56.2,216,-106,-236,191.0781944,-92.67684431,-165.1223783,1,237,-78,-328,210.739488,-70.3641767,-259.0298411,1,344,-63,-299,315.6600475,-49.74278063,-226.4755843,2,349,-142,-207,325.5151558,-135.7480445,-138.705854,2
28:57.2,219,-103,-232,191.0781944,-92.67684431,-165.1223783,1,235,-76,-328,210.739488,-70.3641767,-259.0298411,1,344,-67,-300,315.6600475,-49.74278063,-226.4755843,2,352,-142,-205,325.5151558,-135.7480445,-138.705854,2
28:58.1,215,-102,-233,191.0781944,-92.67684431,-165.1223783,1,236,-79,-326,210.739488,-70.3641767,-259.0298411,1,345,-64,-297,315.6600475,-49.74278063,-226.4755843,2,348,-138,-208,325.5151558,-135.7480445,-138.705854,2
29:01.0,217,-100,-232,191.0781944,-92.67684431,-165.1223783,1,232,-77,-328,210.739488,-70.3641767,-259.0298411,1,340,-66,-300,315.6600475,-49.74278063,-226.4755843,1,349,-139,-207,325.5151558,-135.7480445,-138.705854,1
29:03.9,214,-102,-234,191.0781944,-92.67684431,-165.1223783,1,235,-77,-323,210.739488,-70.3641767,-259.0298411,1,341,-64,-294,315.6600475,-49.74278063,-226.4755843,1,346,-142,-208,325.5151558,-135.7480445,-138.705854,1
29:06.9,213,-103,-235,191.0781944,-92.67684431,-165.1223783,1,232,-82,-332,210.739488,-70.3641767,-259.0298411,1,343,-67,-297,315.6600475,-49.74278063,-226.4755843,1,346,-140,-212,325.5151558,-135.7480445,-138.705854,1
29:09.8,218,-98,-240,191.0781944,-92.67684431,-165.1223783,1,233,-74,-335,210.739488,-70.3641767,-259.0298411,1,343,-65,-307,315.6600475,-49.74278063,-226.4755843,1,350,-138,-217,325.5151558,-135.7480445,-138.705854,1
29:12.7,258,-98,-300,191.0781944,-92.67684431,-165.1223783,1,262,-68,-406,210.739488,-70.3641767,-259.0298411,1,356,-62,-382,315.6600475,-49.74278063,-226.4755843,1,352,-144,-283,325.5151558,-135.7480445,-138.705854,1
29:15.6,133,-111,-192,191.0781944,-92.67684431,-165.1223783,1,162,-84,-280,210.739488,-70.3641767,-259.0298411,1,273,-63,-246,315.6600475,-49.74278063,-226.4755843,2,285,-145,-148,325.5151558,-135.7480445,-138.705854,1
29:16.6,180,-99,-170,191.0781944,-92.67684431,-165.1223783,2,196,-74,-266,210.739488,-70.3641767,-259.0298411,2,307,-63,-231,315.6600475,-49.74278063,-226.4755843,2,318,-138,-140,325.5151558,-135.7480445,-138.705854,2
29:17.5,186,-98,-167,191.0781944,-92.67684431,-165.1223783,0,207,-77,-263,210.739488,-70.3641767,-259.0298411,2,316,-55,-231,315.6600475,-49.74278063,-226.4755843,2,320,-138,-144,325.5151558,-135.7480445,-138.705854,2
29:18.4,193,-99,-170,191.0781944,-92.67684431,-165.1223783,0,209,-70,-264,210.739488,-70.3641767,-259.0298411,0,317,-58,-233,315.6600475,-49.74278063,-226.4755843,2,327,-139,-141,325.5151558,-135.7480445,-138.705854,2
29:19.3,191,-97,-171,191.0742847,-92.89300209,-165.4162594,0,212,-77,-261,210.739488,-70.3641767,-259.0298411,0,322,-55,-232,315.6600475,-49.74278063,-226.4755843,2,326,-136,-143,325.5151558,-135.7480445,-138.705854,2
29:22.2,194,-94,-169,191.2205705,-92.94835199,-165.5954464,0,210,-71,-261,210.739488,-70.3641767,-259.0298411,0,317,-59,-231,315.6600475,-49.74278063,-226.4755843,0,326,-138,-141,325.5151558,-135.7480445,-138.705854,2
29:25.2,194,-100,-168,191.3595419,-93.30093439,-165.7156741,0,214,-73,-260,210.739488,-70.3641767,-259.0298411,0,319,-54,-228,315.6600475,-49.74278063,-226.4755843,0,326,-139,-140,325.5151558,-135.7480445,-138.705854,2
29:28.1,194,-94,-170,191.4915648,-93.33588767,-165.9298904,0,210,-75,-261,210.739488,-70.3641767,-259.0298411,0,321,-60,-229,315.6600475,-49.74278063,-226.4755843,0,327,-135,-141,325.5151558,-135.7480445,-138.705854,2
29:31.0,195,-101,-169,191.6669866,-93.71909328,-166.0833959,0,213,-71,-261,210.8525136,-70.39596787,-259.128349,0,317,-57,-233,315.6600475,-49.74278063,-226.4755843,0,327,-141,-141,325.5151558,-135.7480445,-138.705854,2
29:33.9,193,-97,-169,191.7336373,-93.88313862,-166.2292261,0,213,-76,-260,210.9598879,-70.67616947,-259.1719316,0,321,-57,-231,315.6600475,-49.74278063,-226.4755843,0,325,-136,-141,325.5151558,-135.7480445,-138.705854,2
29:36.9,195,-99,-167,191.8969554,-94.13898169,-166.2677648,0,210,-73,-258,210.9118936,-70.792361,-259.113335,0,318,-62,-229,315.7770451,-50.35564159,-226.6018051,0,328,-141,-138,325.5151558,-135.7480445,-138.705854,2
29:39.8,191,-102,-165,191.8521076,-94.5320326,-166.2043765,0,211,-76,-250,210.9162989,-71.05274295,-258.6576682,0,316,-56,-225,315.7770451,-50.35564159,-226.6018051,0,323,-142,-133,325.5151558,-135.7480445,-138.705854,2
29:42.7,188,-94,-162,191.6595023,-94.50543097,-165.9941577,0,204,-74,-252,210.5704839,-71.2001058,-258.3247848,0,314,-59,-222,315.7770451,-50.35564159,-226.6018051,0,320,-136,-129,325.5151558,-135.7480445,-138.705854,0
29:45.6,189,-97,-156,191.5265271,-94.63015943,-165.4944498,0,205,-68,-253,210.2919597,-71.04010051,-258.0585456,0,311,-53,-220,315.7770451,-50.35564159,-226.6018051,0,320,-138,-131,325.5151558,-135.7480445,-138.705854,0
29:48.6,187,-87,-159,191.3002008,-94.24865145,-165.1697273,0,206,-66,-251,210.0773617,-70.78809549,-257.7056183,0,315,-47,-222,315.7381929,-50.18785951,-226.3717149,0,320,-125,-133,325.5151558,-135.7480445,-138.705854,2
29:51.5,190,-89,-159,191.2351908,-93.98621888,-164.861241,0,206,-60,-250,210.0773617,-70.78809549,-257.7056183,2,312,-49,-218,315.5512832,-50.12846654,-225.9531291,0,322,-130,-130,325.5151558,-135.7480445,-138.705854,0
29:54.4,187,-85,-161,191.0234312,-93.53690794,-164.6681789,0,205,-66,-253,209.8234937,-70.54869071,-257.4703374,0,315,-47,-220,315.5237191,-49.97204321,-225.6554727,0,319,-126,-132,325.5151558,-135.7480445,-138.705854,2
29:57.3,189,-91,-159,190.9222597,-93.41006254,-164.38477,0,207,-63,-253,209.682319,-70.17125618,-257.2468205,0,313,-47,-220,315.3975331,-49.82344105,-225.372699,0,320,-131,-133,325.2393981,-135.5106423,-138.4205613,0
30:00.3,189,-84,-160,190.8261467,-92.93955941,-164.1655315,0,204,-63,-251,209.398203,-69.81269337,-256.9344795,0,315,-48,-219,315.3776564,-49.732269,-225.0540641,0,321,-125,-131,325.2393981,-135.5106423,-138.4205613,2
30:03.2,187,-88,-161,190.6348393,-92.69258144,-164.0072549,0,207,-67,-253,209.2782929,-69.6720587,-256.7377555,0,314,-45,-221,315.3087736,-49.49565555,-224.8513609,0,322,-131,-133,325.0774282,-135.2851101,-138.1495332,0
30:06.1,187,-85,-161,190.4530974,-92.30795237,-163.8568921,0,207,-66,-251,209.1643782,-69.48845576,-256.4508677,0,315,-46,-221,315.2933349,-49.32087277,-224.6587928,0,319,-127,-133,324.7735567,-134.8708546,-137.8920565,0
30:09.0,189,-90,-159,190.3804425,-92.19255475,-163.6140475,0,208,-62,-253,209.1061593,-69.11403298,-256.2783244,0,312,-47,-222,315.1286682,-49.20482913,-224.5258532,0,320,-132,-130,324.5348789,-134.7273119,-137.4974537,0
