time,Mag1_X,Mag1_Y,Mag1_Z,Mag1_Len,Mag1_CarLen,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,Car_Status1,Mag2_X,Mag2_Y,Mag2_Z,Mag2_Len,Mag2_CarLen,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,Car_Status2,Mag3_X,Mag3_Y,Mag3_Z,Mag3_Len,Mag3_CarLen,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,Car_Status3,Mag4_X,Mag4_Y,Mag4_Z,Mag4_Len,Mag4_CarLen,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Car_Status4
19:36.5,180,-105,-155,259.7113783,2.454718477,177.8243941,-105.0305172,-156.13642,0,202,-74,-241,323.0495318,4.824352793,198.418292,-74.01570713,-244.2319501,0,306,-54,-192,365.2615501,4.480615426,303.3024138,-53.71551509,-195.5662321,0,322,-134,-101,363.09916,8.67190815,318.7675056,-134.6295714,-109.0222572,0
19:36.9,181,-105,-150,257.4606766,6.909490156,177.8243941,-105.0305172,-156.13642,0,202,-74,-241,323.0495318,4.824352793,198.418292,-74.01570713,-244.2319501,0,307,-53,-191,365.4298838,5.919001728,303.3024138,-53.71551509,-195.5662321,0,322,-135,-107,365.1821463,3.830895663,318.7675056,-134.6295714,-109.0222572,0
19:37.4,181,-105,-151,258.0445698,5.73694722,177.9831744,-105.0289913,-155.879599,0,203,-76,-242,324.8830559,5.195646074,198.6473774,-74.11492177,-244.1203526,0,307,-54,-192,366.0997132,4.887755724,303.4872931,-53.72973934,-195.3879205,0,322,-136,-103,364.4022503,6.622438785,318.9291303,-134.6980929,-108.7211444,0
19:37.8,182,-106,-153,260.3247971,5.036847847,177.9831744,-105.0289913,-155.879599,0,202,-75,-242,324.0262335,4.064398668,198.6473774,-74.11492177,-244.1203526,0,307,-54,-192,366.0997132,4.887755724,303.4872931,-53.72973934,-195.3879205,0,324,-134,-106,366.289503,5.797040581,318.9291303,-134.6980929,-108.7211444,0
19:38.2,181,-107,-151,258.8648296,6.066019958,177.9831744,-105.0289913,-155.879599,0,202,-76,-237,320.5448487,8.092775702,198.6473774,-74.11492177,-244.1203526,0,308,-54,-192,366.938687,5.649386674,303.4872931,-53.72973934,-195.3879205,0,322,-135,-102,363.7485395,7.395618289,318.9291303,-134.6980929,-108.7211444,0
19:38.6,182,-108,-148,258.2479429,9.330051474,177.9831744,-105.0289913,-155.879599,0,203,-75,-242,324.6505814,4.921847383,198.6473774,-74.11492177,-244.1203526,0,308,-55,-188,365.0109587,8.749826017,303.4872931,-53.72973934,-195.3879205,0,323,-135,-105,365.4846098,5.523589696,318.9291303,-134.6980929,-108.7211444,0
19:39.0,183,-106,-153,261.024903,5.86544862,177.9831744,-105.0289913,-155.879599,0,204,-76,-237,321.8089495,9.105136399,198.6473774,-74.11492177,-244.1203526,0,308,-54,-189,365.3778866,7.825796634,303.4872931,-53.72973934,-195.3879205,0,324,-137,-102,366.2635663,8.728475076,318.9291303,-134.6980929,-108.7211444,0
19:39.5,182,-106,-149,257.994186,8.025374002,177.9831744,-105.0289913,-155.879599,0,204,-77,-237,322.0465805,9.363421666,198.6473774,-74.11492177,-244.1203526,0,309,-56,-190,367.0381452,8.035776772,303.4872931,-53.72973934,-195.3879205,0,324,-137,-100,365.711635,10.34750475,318.9291303,-134.6980929,-108.7211444,0
19:39.9,184,-109,-150,261.2221277,8.837593457,178.2840156,-105.2275418,-155.585619,0,204,-77,-236,321.3113755,9.63743842,198.9150086,-74.25917568,-243.7143349,0,309,-57,-187,365.6487385,10.02876772,303.7629285,-53.89325237,-194.9685245,0,324,-138,-100,366.0874213,10.08409087,319.1826738,-134.8631882,-108.2850871,0
19:40.3,185,-108,-148,260.3708893,10.50393195,178.2840156,-105.2275418,-155.585619,0,204,-78,-235,320.8192638,10.76060118,198.9150086,-74.25917568,-243.7143349,0,309,-58,-187,365.8059595,10.38218075,303.7629285,-53.89325237,-194.9685245,0,325,-140,-100,367.7295202,11.35212703,319.1826738,-134.8631882,-108.2850871,0
19:40.7,184,-110,-145,258.8068778,12.94234,178.2840156,-105.2275418,-155.585619,0,205,-78,-236,322.1878334,10.5134129,198.9150086,-74.25917568,-243.7143349,0,309,-58,-186,365.2957706,11.16811202,303.7629285,-53.89325237,-194.9685245,0,324,-139,-97,365.6583104,12.94886231,319.1826738,-134.8631882,-108.2850871,0
19:41.2,185,-108,-147,259.8037721,11.24739189,178.2840156,-105.2275418,-155.585619,0,205,-80,-235,321.9472006,12.07989313,198.9150086,-74.25917568,-243.7143349,0,309,-58,-184,364.2814846,12.82968527,303.7629285,-53.89325237,-194.9685245,0,325,-140,-96,366.6619697,14.53105245,319.1826738,-134.8631882,-108.2850871,0
19:41.6,184,-108,-147,259.0926475,10.68044267,178.2840156,-105.2275418,-155.585619,0,204,-80,-234,320.5807231,12.376692,198.9150086,-74.25917568,-243.7143349,0,310,-58,-188,367.1620895,10.21404774,303.7629285,-53.89325237,-194.9685245,0,326,-138,-101,368.1317699,10.45887275,319.1826738,-134.8631882,-108.2850871,0
19:42.0,184,-107,-145,257.5461124,12.16015687,178.2840156,-105.2275418,-155.585619,0,205,-77,-236,321.9472006,10.20050009,198.9150086,-74.25917568,-243.7143349,0,309,-57,-188,366.1611667,9.254141392,303.7629285,-53.89325237,-194.9685245,0,325,-137,-101,366.8719123,9.564504335,319.1826738,-134.8631882,-108.2850871,0
19:42.4,184,-108,-146,258.5265944,10.92471474,178.5698149,-105.3661647,-155.1063381,0,204,-77,-238,322.783209,7.719174102,199.1692581,-74.3962169,-243.4286182,0,309,-55,-187,365.3423052,9.119465184,304.024782,-53.94858975,-194.5700983,0,325,-136,-102,366.7764987,8.207249276,319.4735401,-134.9200288,-107.9708328,0
19:42.8,183,-107,-151,260.2671704,6.257632981,178.5698149,-105.3661647,-155.1063381,0,203,-76,-238,321.9145849,6.834954197,199.1692581,-74.3962169,-243.4286182,0,309,-54,-189,366.2212446,7.468696783,304.024782,-53.94858975,-194.5700983,0,323,-134,-105,365.1164198,4.701937866,319.4735401,-134.9200288,-107.9708328,0
19:43.3,181,-106,-150,257.8701223,5.690539114,178.5698149,-105.3661647,-155.1063381,0,202,-75,-239,321.7918582,5.290587167,199.1692581,-74.3962169,-243.4286182,0,307,-52,-192,365.81006,4.387975516,304.024782,-53.94858975,-194.5700983,0,322,-134,-106,364.5216043,3.333711802,319.4735401,-134.9200288,-107.9708328,0
19:43.7,182,-104,-154,260.10767,3.854420824,178.5698149,-105.3661647,-155.1063381,0,202,-74,-239,321.5602587,5.270934108,199.1692581,-74.3962169,-243.4286182,0,306,-54,-192,365.2615501,3.241841171,304.024782,-53.94858975,-194.5700983,0,322,-135,-107,365.1821463,2.707750213,319.4735401,-134.9200288,-107.9708328,0
19:44.1,181,-106,-154,260.217217,2.744363486,178.5698149,-105.3661647,-155.1063381,0,201,-74,-242,323.1733281,2.355749039,199.1692581,-74.3962169,-243.4286182,0,306,-55,-195,366.9959128,2.278544496,304.024782,-53.94858975,-194.5700983,0,321,-133,-108,363.8598631,2.453047311,319.4735401,-134.9200288,-107.9708328,0
19:44.5,180,-105,-152,257.9321616,3.439308394,178.5698149,-105.3661647,-155.1063381,0,201,-75,-241,322.6561637,3.100702518,199.1692581,-74.3962169,-243.4286182,0,305,-53,-195,365.8674623,1.426775419,304.024782,-53.94858975,-194.5700983,0,321,-134,-106,363.6385568,2.657200521,319.4735401,-134.9200288,-107.9708328,0
19:45.0,181,-105,-154,259.8114701,2.560397215,178.6913241,-105.3478564,-155.0510212,0,200,-73,-243,323.0758425,1.59624518,199.2107952,-74.32640605,-243.4071873,0,305,-53,-195,365.8674623,1.355436648,304.0735429,-53.90116027,-194.5915934,0,321,-133,-108,363.8598631,2.330394946,319.5498631,-134.8240274,-107.9722911,0
19:45.4,180,-106,-151,257.7537585,4.306819731,178.6913241,-105.3478564,-155.0510212,0,201,-74,-243,323.9228303,1.863758599,199.2107952,-74.32640605,-243.4071873,0,306,-53,-196,367.2342577,2.55086964,304.0735429,-53.90116027,-194.5915934,0,321,-134,-107,363.9313122,1.930613413,319.5498631,-134.8240274,-107.9722911,0
19:45.8,180,-105,-154,259.1158042,1.714141806,178.6913241,-105.3478564,-155.0510212,0,201,-74,-241,322.4251851,3.017009316,199.2107952,-74.32640605,-243.4071873,0,306,-53,-190,364.0673015,5.060242708,304.0735429,-53.90116027,-194.5915934,0,321,-135,-109,364.893135,1.786070793,319.5498631,-134.8240274,-107.9722911,0
19:46.2,180,-105,-155,259.7113783,1.355079268,178.6913241,-105.3478564,-155.0510212,0,201,-74,-242,323.1733281,2.299558798,199.2107952,-74.32640605,-243.4071873,0,307,-54,-190,365.0547904,5.445791942,304.0735429,-53.90116027,-194.5915934,0,321,-134,-107,363.9313122,1.930613413,319.5498631,-134.8240274,-107.9722911,0
19:46.6,180,-105,-149,256.1757209,6.200684937,178.6913241,-105.3478564,-155.0510212,0,202,-73,-242,323.569158,3.393993565,199.2107952,-74.32640605,-243.4071873,0,306,-52,-194,366.0273214,2.770492718,304.0735429,-53.90116027,-194.5915934,0,322,-133,-106,364.1551867,3.635956398,319.5498631,-134.8240274,-107.9722911,0
19:47.1,181,-106,-152,259.0386072,3.881237645,178.6913241,-105.3478564,-155.0510212,0,201,-74,-240,321.6784108,3.862216949,199.2107952,-74.32640605,-243.4071873,0,306,-53,-192,365.1150504,3.352563619,304.0735429,-53.90116027,-194.5915934,0,322,-135,-107,365.1821463,2.641871913,319.5498631,-134.8240274,-107.9722911,0
19:47.5,181,-106,-153,259.626655,2.998444917,178.8067579,-105.3804636,-154.9484701,0,202,-75,-241,323.2800643,3.558120044,199.3502555,-74.36008575,-243.2868279,0,307,-53,-193,366.4791945,3.278451271,304.2198658,-53.85610225,-194.5120137,0,322,-133,-105,363.8653597,4.048913062,319.67237,-134.732826,-107.8236766,0
19:47.9,182,-106,-152,259.7383299,4.390227362,178.8067579,-105.3804636,-154.9484701,0,203,-73,-243,324.9415332,3.905475474,199.3502555,-74.36008575,-243.2868279,0,307,-54,-192,366.0997132,3.749675402,304.2198658,-53.85610225,-194.5120137,0,324,-134,-107,366.5801413,4.465854774,319.67237,-134.732826,-107.8236766,0
19:48.3,181,-104,-151,257.6392827,4.722965885,178.8067579,-105.3804636,-154.9484701,0,203,-76,-239,322.6546141,5.864029967,199.3502555,-74.36008575,-243.2868279,0,308,-53,-194,367.8437168,3.90953754,304.2198658,-53.85610225,-194.5120137,0,323,-135,-105,365.4846098,4.372373852,319.67237,-134.732826,-107.8236766,0
19:48.8,183,-106,-149,258.7005991,7.304204341,178.8067579,-105.3804636,-154.9484701,0,204,-75,-243,326.0214717,4.702327588,199.3502555,-74.36008575,-243.2868279,0,309,-53,-188,365.5598446,8.123356236,304.2198658,-53.85610225,-194.5120137,0,325,-134,-101,365.7622178,8.688108995,319.67237,-134.732826,-107.8236766,0
19:49.2,185,-106,-150,260.6933064,7.95156772,178.8067579,-105.3804636,-154.9484701,0,205,-73,-237,321.7499029,8.561171167,199.3502555,-74.36008575,-243.2868279,0,311,-54,-187,366.8869036,10.12033973,304.2198658,-53.85610225,-194.5120137,0,326,-133,-100,366.0122949,10.21036254,319.67237,-134.732826,-107.8236766,0
19:49.6,186,-104,-148,259.4532713,10.09602141,178.8067579,-105.3804636,-154.9484701,0,207,-74,-235,321.7918582,11.28360625,199.3502555,-74.36008575,-243.2868279,0,313,-52,-187,368.2960765,11.7032569,304.2198658,-53.85610225,-194.5120137,0,329,-133,-96,367.6220886,15.15937651,319.67237,-134.732826,-107.8236766,0
19:50.0,189,-104,-143,258.8165373,15.76622345,178.8067579,-105.3804636,-154.9484701,2,210,-72,-228,318.2263345,18.77962116,199.3502555,-74.36008575,-243.2868279,2,316,-50,-178,366.1147361,20.64673541,304.2198658,-53.85610225,-194.5120137,2,332,-129,-93,368.1222623,20.11410311,319.67237,-134.732826,-107.8236766,2
19:50.4,192,-97,-136,254.4975442,24.5629462,178.8067579,-105.3804636,-154.9484701,2,210,-66,-221,311.9246704,26.07701652,199.3502555,-74.36008575,-243.2868279,2,314,-41,-174,361.3211868,26.10887007,304.2198658,-53.85610225,-194.5120137,2,330,-118,-82,359.9277705,32.45781386,319.67237,-134.732826,-107.8236766,2
19:50.9,185,-83,-127,239.255094,36.33673595,178.8067579,-105.3804636,-154.9484701,1,203,-48,-221,303.8980092,34.71134475,199.3502555,-74.36008575,-243.2868279,1,305,-18,-171,350.1285478,42.88453644,304.2198658,-53.85610225,-194.5120137,1,321,-94,-90,346.3769623,44.4815598,319.67237,-134.732826,-107.8236766,1
19:51.3,181,-61,-139,236.2265861,47.21005782,178.8067579,-105.3804636,-154.9484701,1,203,-33,-230,308.5417314,43.59492086,199.3502555,-74.36008575,-243.2868279,1,309,-15,-182,358.9289623,41.09984005,304.2198658,-53.85610225,-194.5120137,1,327,-101,-85,352.6400431,41.38257996,319.67237,-134.732826,-107.8236766,1
19:51.7,184,-73,-124,233.5829617,45.09181731,178.8067579,-105.3804636,-154.9484701,1,200,-54,-212,296.4118756,37.33391033,199.3502555,-74.36008575,-243.2868279,1,303,-40,-164,346.8501117,33.53300794,304.2198658,-53.85610225,-194.5120137,1,313,-129,-70,345.702184,38.83318587,319.67237,-134.732826,-107.8236766,1
19:52.1,172,-105,-104,226.7708094,51.40256133,178.8067579,-105.3804636,-154.9484701,1,190,-87,-180,275.8060913,65.21056123,199.3502555,-74.36008575,-243.2868279,1,284,-72,-130,320.5308098,69.99888505,304.2198658,-53.85610225,-194.5120137,1,295,-158,-39,336.9124515,76.72539139,319.67237,-134.732826,-107.8236766,1
19:52.6,149,-127,-66,206.605905,96.26877741,178.8067579,-105.3804636,-154.9484701,1,160,-124,-164,260.5225518,101.4838153,199.3502555,-74.36008575,-243.2868279,1,260,-145,-98,313.4150603,139.9184599,304.2198658,-53.85610225,-194.5120137,1,257,-261,1,366.2935981,178.0837381,319.67237,-134.732826,-107.8236766,1
19:53.0,102,-239,-15,260.2883017,208.1802893,178.8067579,-105.3804636,-154.9484701,1,124,-185,-137,261.4765764,170.9261285,199.3502555,-74.36008575,-243.2868279,1,241,-149,-104,301.8244523,145.7447678,304.2198658,-53.85610225,-194.5120137,1,266,-229,-27,352.0312486,135.2756079,319.67237,-134.732826,-107.8236766,1
19:53.4,134,-198,-55,245.3263133,143.4423952,178.8067579,-105.3804636,-154.9484701,1,163,-159,-142,268.3542435,136.9097428,199.3502555,-74.36008575,-243.2868279,1,268,-129,-102,314.4344129,124.5670772,304.2198658,-53.85610225,-194.5120137,1,269,-228,1,352.627282,152.0166024,319.67237,-134.732826,-107.8236766,1
19:53.8,122,-195,-52,235.824087,147.8413222,178.8067579,-105.3804636,-154.9484701,1,144,-161,-171,275.4959165,125.6801934,199.3502555,-74.36008575,-243.2868279,1,252,-142,-125,315.107918,123.8070319,304.2198658,-53.85610225,-194.5120137,1,271,-242,-51,366.8869036,130.7829363,319.67237,-134.732826,-107.8236766,1
19:54.3,136,-207,-93,264.5637919,126.4775144,178.8067579,-105.3804636,-154.9484701,1,167,-173,-186,303.9967105,118.5670796,199.3502555,-74.36008575,-243.2868279,1,280,-150,-120,339.5585369,124.025365,304.2198658,-53.85610225,-194.5120137,1,295,-247,-36,386.4324003,135.5407124,319.67237,-134.732826,-107.8236766,1
19:54.7,155,-228,-63,282.8038189,155.102655,178.8067579,-105.3804636,-154.9484701,1,176,-182,-157,297.9077038,139.917841,199.3502555,-74.36008575,-243.2868279,1,282,-151,-114,339.589458,128.112621,304.2198658,-53.85610225,-194.5120137,1,294,-257,-30,391.643971,147.1898674,319.67237,-134.732826,-107.8236766,1
19:55.1,153,-216,-76,275.3924472,138.3312384,178.8067579,-105.3804636,-154.9484701,1,174,-178,-172,302.5623903,128.3186624,199.3502555,-74.36008575,-243.2868279,1,280,-155,-104,336.5130012,137.8735456,304.2198658,-53.85610225,-194.5120137,1,294,-247,-33,385.4010898,137.3374367,319.67237,-134.732826,-107.8236766,1
19:55.5,153,-227,-62,280.6813139,155.2311775,178.8067579,-105.3804636,-154.9484701,1,173,-177,-171,300.8305171,128.2757711,199.3502555,-74.36008575,-243.2868279,1,281,-149,-112,337.2032028,128.0615315,304.2198658,-53.85610225,-194.5120137,1,293,-261,-24,393.1233903,153.8870472,319.67237,-134.732826,-107.8236766,1
19:55.9,152,-226,-68,280.7205016,151.0884221,178.8067579,-105.3804636,-154.9484701,2,174,-181,-166,300.9867107,134.1192027,199.3502555,-74.36008575,-243.2868279,1,279,-161,-103,338.1878176,143.1443506,304.2198658,-53.85610225,-194.5120137,1,293,-254,-33,389.1709136,143.2991859,319.67237,-134.732826,-107.8236766,1
19:56.4,154,-221,-72,278.8207309,144.4427261,178.8067579,-105.3804636,-154.9484701,1,173,-191,-153,299.6981815,149.8363002,199.3502555,-74.36008575,-243.2868279,1,280,-155,-106,337.1364709,136.5689076,304.2198658,-53.85610225,-194.5120137,1,294,-253,-26,388.7428456,146.0866492,319.67237,-134.732826,-107.8236766,1
19:56.8,153,-220,-73,277.7372859,143.2451696,178.8067579,-105.3804636,-154.9484701,1,174,-189,-154,299.5212847,147.5028238,199.3502555,-74.36008575,-243.2868279,1,282,-154,-108,338.9749253,134.1896092,304.2198658,-53.85610225,-194.5120137,1,293,-253,-34,388.6051981,141.9453239,319.67237,-134.732826,-107.8236766,1
19:57.2,153,-213,-78,273.6092104,134.7925088,178.8067579,-105.3804636,-154.9484701,2,174,-178,-173,303.1319845,127.7658227,199.3502555,-74.36008575,-243.2868279,2,279,-163,-101,338.5424641,145.9209675,304.2198658,-53.85610225,-194.5120137,1,294,-259,-20,392.3225714,154.3191475,319.67237,-134.732826,-107.8236766,1
19:57.6,153,-214,-75,273.5507266,137.3169702,178.8067579,-105.3804636,-154.9484701,1,173,-174,-172,299.648127,125.3166402,199.3502555,-74.36008575,-243.2868279,1,280,-155,-107,337.4522188,135.9229285,304.2198658,-53.85610225,-194.5120137,1,293,-267,-13,396.619465,164.916798,319.67237,-134.732826,-107.8236766,1
19:58.1,152,-216,-72,273.7590181,140.8393865,178.8067579,-105.3804636,-154.9484701,1,173,-180,-169,301.4796842,131.8053878,199.3502555,-74.36008575,-243.2868279,1,279,-161,-101,337.5840636,144.4311364,304.2198658,-53.85610225,-194.5120137,1,292,-259,-18,390.7288062,155.8088042,319.67237,-134.732826,-107.8236766,1
19:58.5,153,-216,-73,274.5796788,140.0650647,178.8067579,-105.3804636,-154.9484701,1,173,-179,-166,299.2089571,132.7294292,199.3502555,-74.36008575,-243.2868279,2,278,-160,-101,336.2811324,143.8697505,304.2198658,-53.85610225,-194.5120137,1,293,-258,-19,390.8631474,154.2590582,319.67237,-134.732826,-107.8236766,1
19:58.9,153,-218,-71,275.6338151,142.8162959,178.8067579,-105.3804636,-154.9484701,1,173,-181,-164,299.3092047,135.4725373,199.3502555,-74.36008575,-243.2868279,2,279,-167,-93,338.1996452,154.0852756,304.2198658,-53.85610225,-194.5120137,1,294,-256,-30,390.9884909,146.3602497,319.67237,-134.732826,-107.8236766,1
19:59.3,153,-219,-74,277.2111109,141.873333,178.8067579,-105.3804636,-154.9484701,1,172,-191,-152,298.6117881,150.6193581,199.3502555,-74.36008575,-243.2868279,2,277,-154,-110,335.477272,133.8357269,304.2198658,-53.85610225,-194.5120137,1,292,-251,-31,386.2978126,142.0763636,319.67237,-134.732826,-107.8236766,1
19:59.8,152,-231,-59,282.7472369,160.3277241,178.8067579,-105.3804636,-154.9484701,1,173,-184,-167,302.7771458,136.1430383,199.3502555,-74.36008575,-243.2868279,2,281,-152,-110,337.8831159,131.5814094,304.2198658,-53.85610225,-194.5120137,1,292,-258,-28,390.6558588,149.4402074,319.67237,-134.732826,-107.8236766,1
20:00.2,154,-224,-61,278.5910982,153.3371602,178.8067579,-105.3804636,-154.9484701,1,173,-179,-166,299.2089571,132.7294292,199.3502555,-74.36008575,-243.2868279,2,280,-153,-112,338.1612042,131.2415588,304.2198658,-53.85610225,-194.5120137,1,293,-264,-22,395.0050633,157.4392615,319.67237,-134.732826,-107.8236766,2
20:00.6,159,-130,-162,261.5817272,32.37519583,178.8067579,-105.3804636,-154.9484701,1,177,-85,-277,339.5335035,41.824869,199.3502555,-74.36008575,-243.2868279,2,283,-65,-230,370.4240813,42.82366557,304.2198658,-53.85610225,-194.5120137,1,300,-142,-139,359.8402423,37.57362239,319.67237,-134.732826,-107.8236766,2
20:01.0,157,-117,-188,271.4442853,41.26683833,178.8067579,-105.3804636,-154.9484701,1,179,-86,-281,344.0901045,44.40612402,199.3502555,-74.36008575,-243.2868279,2,284,-65,-228,369.9526997,40.67523394,304.2198658,-53.85610225,-194.5120137,1,299,-144,-138,359.4175844,37.7337765,319.67237,-134.732826,-107.8236766,2
20:01.4,159,-117,-188,272.6059427,40.24580616,178.8067579,-105.3804636,-154.9484701,1,178,-86,-277,340.3072141,41.56800434,199.3502555,-74.36008575,-243.2868279,2,283,-65,-225,367.3404416,38.78126442,304.2198658,-53.85610225,-194.5120137,1,301,-142,-141,361.4498582,38.75742062,319.67237,-134.732826,-107.8236766,2
