08/21 21:16:06.658127,104,266,-85,55,18,-133,166,87,-40,-1,1,1
08/21 21:16:07.089731,106,265,-81,53,18,-131,166,88,-42,1,0,-4
08/21 21:16:07.521085,108,267,-80,52,19,-130,164,89,-44,-1,0,-2
08/21 21:16:07.952356,110,267,-82,52,18,-128,163,89,-46,-1,-2,-2
08/21 21:16:08.383822,110,267,-80,54,17,-125,161,88,-47,-1,0,-1
08/21 21:16:08.815235,110,267,-85,55,17,-123,159,87,-47,0,-2,3
08/21 21:16:09.246552,109,268,-87,58,17,-125,160,87,-44,1,0,-1
08/21 21:16:09.678218,107,268,-88,59,17,-125,162,87,-41,0,0,-2
08/21 21:16:10.110015,105,267,-88,59,19,-126,164,88,-40,-1,0,-1
08/21 21:16:10.541771,104,267,-89,58,17,-128,165,89,-38,-1,-2,-2
08/21 21:16:10.973510,105,267,-85,56,19,-132,166,88,-38,-1,0,0
08/21 21:16:11.405238,105,266,-82,53,18,-131,167,89,-40,-1,-2,4
08/21 21:16:11.837140,106,267,-81,54,18,-131,167,88,-41,-1,-1,2
08/21 21:16:12.268873,108,267,-80,52,18,-130,165,88,-44,-2,-1,0
08/21 21:16:12.700783,109,267,-78,52,18,-131,164,89,-45,-1,-1,1
08/21 21:16:13.132182,110,268,-81,53,17,-128,163,89,-45,0,-1,1
08/21 21:16:13.563470,110,267,-83,55,18,-124,160,87,-46,-1,-1,-3
08/21 21:16:13.994831,110,267,-87,56,17,-124,160,88,-45,0,0,0
08/21 21:16:14.426226,108,267,-88,58,19,-124,161,88,-43,-1,-1,0
08/21 21:16:14.857545,105,266,-90,58,19,-128,162,88,-39,0,-1,-1
08/21 21:16:15.288826,104,267,-87,58,18,-128,165,88,-37,0,-1,-4
08/21 21:16:15.720136,104,266,-84,55,16,-132,166,89,-40,0,0,0
08/21 21:16:16.151991,105,267,-80,53,17,-133,166,89,-41,-2,-1,-3
08/21 21:16:16.583367,106,265,-79,52,19,-132,165,89,-44,-1,-2,-3
08/21 21:16:17.014691,109,266,-80,52,18,-129,164,90,-48,-1,-1,1
08/21 21:16:17.446062,110,267,-81,53,17,-125,162,89,-45,-2,-2,-3
08/21 21:16:17.877707,111,269,-84,55,17,-122,160,89,-46,0,-1,-2
08/21 21:16:18.309665,109,267,-87,57,18,-125,160,89,-44,-1,0,0
08/21 21:16:18.741388,108,268,-89,57,18,-126,159,89,-45,0,-2,-3
08/21 21:16:19.173326,106,268,-86,58,18,-127,161,88,-41,-1,1,0
08/21 21:16:19.605222,106,266,-89,59,18,-126,163,88,-40,-1,-1,0
08/21 21:16:20.036729,104,267,-88,58,17,-130,164,87,-40,-1,-1,-1
08/21 21:16:20.468029,104,266,-84,56,18,-133,166,86,-35,0,0,-4
08/21 21:16:20.899408,105,266,-82,53,19,-133,166,89,-43,-1,-2,-1
08/21 21:16:21.330757,108,266,-81,52,18,-131,165,91,-44,-1,0,-1
08/21 21:16:21.762081,109,266,-79,52,18,-128,163,89,-48,0,-1,1
08/21 21:16:22.193400,111,267,-84,54,17,-126,161,90,-46,0,-1,0
08/21 21:16:22.624684,109,267,-86,57,18,-122,160,88,-44,0,0,-1
08/21 21:16:23.056003,108,267,-88,58,18,-125,161,88,-43,0,-2,0
08/21 21:16:23.487387,106,267,-88,59,17,-125,162,87,-40,0,-1,-1
08/21 21:16:23.919002,105,267,-87,58,18,-128,165,87,-38,0,0,1
08/21 21:16:24.350489,104,266,-85,56,18,-132,165,88,-38,0,-1,-1
08/21 21:16:24.781826,105,267,-83,54,18,-130,167,88,-40,-1,-1,-1
08/21 21:16:25.213217,107,267,-82,52,16,-130,165,89,-44,-1,-1,2
08/21 21:16:25.645097,110,268,-80,52,17,-130,164,89,-46,-2,-1,-1
08/21 21:16:26.076464,110,268,-83,53,18,-128,162,88,-45,0,1,-2
08/21 21:16:26.507827,110,268,-86,55,17,-121,160,89,-46,-1,-1,1
08/21 21:16:26.939203,109,268,-90,58,18,-122,161,88,-43,-1,-3,-4
08/21 21:16:27.371164,106,267,-90,58,18,-124,162,89,-41,0,1,0
08/21 21:16:27.803064,105,268,-88,58,19,-129,163,88,-39,-1,-1,-1
08/21 21:16:28.234495,104,266,-88,57,17,-127,166,88,-36,0,-2,0
08/21 21:16:28.665925,104,266,-85,55,17,-130,167,87,-39,-2,-2,1
08/21 21:16:29.097429,107,266,-82,53,18,-132,167,88,-42,-1,-2,1
08/21 21:16:29.530884,108,267,-80,52,18,-130,166,88,-42,-2,-2,2
08/21 21:16:29.962323,109,268,-79,52,17,-131,164,87,-45,0,0,0
08/21 21:16:30.393704,110,267,-83,53,16,-127,162,88,-45,0,-2,3
08/21 21:16:30.825090,110,268,-84,56,19,-123,160,88,-47,-1,-2,-1
08/21 21:16:31.256467,109,267,-87,57,18,-124,161,90,-41,0,0,-1
08/21 21:16:31.687818,106,267,-88,59,17,-123,163,87,-37,0,0,-1
08/21 21:16:32.119220,104,267,-88,58,18,-129,164,88,-39,0,-1,0
08/21 21:16:32.550726,104,267,-86,57,17,-131,167,88,-38,-1,0,-1
08/21 21:16:32.982097,105,265,-81,54,18,-133,167,90,-40,-1,-2,3
08/21 21:16:33.413961,108,264,-81,52,17,-131,165,87,-44,-1,-1,2
08/21 21:16:33.845880,109,266,-80,52,17,-129,164,88,-47,-1,0,-1
08/21 21:16:34.277812,112,266,-81,53,18,-126,163,88,-44,-1,-1,3
08/21 21:16:34.709773,111,268,-83,57,18,-123,162,89,-45,-1,-1,4
08/21 21:16:35.141620,111,267,-88,58,17,-125,162,88,-42,-1,0,-1
08/21 21:16:35.573546,109,269,-88,59,18,-123,162,88,-41,1,0,3
