08/21 21:07:05.187972,213,286,-289,163,37,-329,273,98,-240,-1,-1,2
08/21 21:07:05.619452,210,286,-291,165,36,-332,276,99,-236,-1,0,0
08/21 21:07:06.050882,208,286,-292,165,37,-330,278,99,-232,0,-1,-1
08/21 21:07:06.482269,207,285,-293,161,38,-335,280,99,-233,-1,-1,2
08/21 21:07:06.913587,209,287,-288,160,36,-340,281,100,-233,-1,0,0
08/21 21:07:07.344962,212,286,-286,158,36,-338,279,100,-239,-2,-1,-3
08/21 21:07:07.776343,213,287,-284,159,36,-333,277,99,-240,-1,1,0
08/21 21:07:08.207794,214,288,-287,161,36,-329,274,98,-240,-1,-2,2
08/21 21:07:08.639311,213,288,-291,163,35,-328,274,98,-242,0,-1,1
08/21 21:07:09.070716,210,288,-294,165,37,-329,276,98,-235,0,0,0
08/21 21:07:09.502194,209,286,-295,165,37,-331,278,100,-232,-1,-2,0
08/21 21:07:09.933567,207,286,-292,162,37,-336,280,98,-233,-1,-4,0
08/21 21:07:10.364904,209,286,-288,160,35,-337,281,99,-233,0,-1,-1
08/21 21:07:10.796251,212,287,-284,158,36,-338,278,101,-239,-1,0,-1
08/21 21:07:11.227634,213,286,-283,160,35,-334,276,99,-241,-1,0,1
08/21 21:07:11.659044,214,287,-287,162,37,-331,274,99,-243,-1,0,1
08/21 21:07:12.092572,212,287,-293,164,37,-329,275,98,-237,-1,-2,0
08/21 21:07:12.524134,213,287,-294,164,36,-331,275,98,-238,0,-1,0
08/21 21:07:12.955531,210,288,-294,165,37,-329,277,101,-233,0,-1,-1
08/21 21:07:13.386957,208,287,-296,164,36,-330,278,98,-235,-1,0,2
08/21 21:07:13.818323,208,286,-289,161,36,-334,281,100,-232,-1,-2,-1
08/21 21:07:14.249660,211,286,-288,160,36,-337,281,100,-234,0,-1,-2
08/21 21:07:14.681035,213,287,-283,158,36,-336,278,100,-240,-1,-2,0
08/21 21:07:15.112403,215,287,-285,160,36,-331,275,98,-241,-1,-1,0
08/21 21:07:15.544382,213,286,-289,162,37,-330,275,98,-238,0,-1,-2
08/21 21:07:15.975770,212,287,-291,164,36,-327,275,99,-236,-1,-1,-2
08/21 21:07:16.407535,209,287,-292,165,38,-331,278,100,-235,-1,0,0
08/21 21:07:16.839318,208,287,-294,163,38,-331,281,100,-232,-1,-1,-2
08/21 21:07:17.270929,209,287,-290,161,36,-337,281,99,-231,-1,0,-4
08/21 21:07:17.702314,210,285,-286,159,35,-337,280,98,-235,0,-1,2
08/21 21:07:18.133762,213,285,-286,158,35,-334,277,98,-238,-1,0,-1
08/21 21:07:18.565706,214,285,-283,161,35,-332,275,96,-241,-2,-2,-1
08/21 21:07:18.997181,214,286,-289,163,36,-330,275,98,-239,-1,0,-1
08/21 21:07:19.428561,213,287,-291,164,38,-328,275,98,-237,-1,-1,0
08/21 21:07:19.860413,210,286,-291,165,36,-331,277,99,-234,0,-2,-4
08/21 21:07:20.292211,208,286,-293,164,37,-336,279,97,-232,-1,0,-1
08/21 21:07:20.724146,208,286,-293,161,36,-333,281,98,-232,-1,-2,-6
08/21 21:07:21.156044,210,286,-288,160,37,-337,281,99,-232,-1,0,-8
08/21 21:07:21.587978,212,285,-285,158,36,-336,279,99,-238,-1,-1,-2
08/21 21:07:22.020133,213,287,-285,158,36,-335,276,99,-241,-1,1,3
08/21 21:07:22.451919,214,286,-284,160,36,-331,276,99,-241,-1,0,-1
08/21 21:07:22.883236,214,287,-285,161,36,-331,274,100,-242,0,-2,-1
08/21 21:07:23.314722,212,287,-295,164,37,-329,274,99,-239,0,-1,-5
08/21 21:07:23.746394,209,287,-294,166,37,-331,276,99,-235,-1,2,-2
08/21 21:07:24.178244,208,286,-295,165,36,-333,279,100,-231,-1,0,-2
08/21 21:07:24.610161,208,286,-291,163,35,-335,281,99,-230,-2,0,-1
08/21 21:07:25.042088,208,286,-291,160,37,-338,282,100,-230,-1,0,-2
08/21 21:07:25.473851,210,286,-286,159,37,-336,279,99,-237,-2,-2,5
08/21 21:07:25.905685,212,286,-287,159,35,-337,278,99,-239,-1,0,0
08/21 21:07:26.337700,213,287,-284,159,36,-332,278,99,-239,-2,-2,2
08/21 21:07:26.769485,214,287,-285,160,36,-334,275,98,-240,-2,-2,2
08/21 21:07:27.201256,214,288,-289,163,35,-330,274,100,-242,0,0,0
08/21 21:07:27.632626,212,286,-291,164,36,-330,274,99,-239,0,-2,-1
08/21 21:07:28.065232,210,286,-295,165,36,-330,277,99,-235,0,1,-3
08/21 21:07:28.496853,209,287,-296,165,36,-332,279,100,-231,0,0,-1
08/21 21:07:28.928176,208,286,-294,163,37,-337,280,100,-231,-1,0,-2
08/21 21:07:29.359646,209,286,-289,161,37,-337,281,100,-235,0,0,1
08/21 21:07:29.790972,211,286,-286,159,37,-340,281,100,-235,-1,1,-4
08/21 21:07:30.222358,213,287,-284,159,36,-332,277,100,-241,-1,-2,-3
08/21 21:07:30.653812,214,287,-285,161,36,-331,276,98,-241,-1,1,-2
08/21 21:07:31.085289,214,289,-289,163,36,-329,275,99,-239,0,1,1
08/21 21:07:31.517128,211,287,-294,165,36,-328,276,99,-235,0,-1,-2
08/21 21:07:31.948908,209,287,-294,166,37,-332,277,100,-235,-1,-1,-2
08/21 21:07:32.380861,207,287,-295,164,37,-332,279,99,-234,0,-2,3
08/21 21:07:32.812309,209,286,-291,162,36,-333,282,99,-229,-1,-2,1
08/21 21:07:33.243857,209,286,-290,160,36,-338,280,99,-235,-1,0,-3
08/21 21:07:33.675319,212,285,-285,158,37,-337,279,100,-237,-1,-1,0
08/21 21:07:34.106651,213,287,-287,159,36,-335,276,100,-242,0,-1,-2
08/21 21:07:34.537918,214,289,-288,162,35,-328,274,98,-242,-1,-2,0
08/21 21:07:34.969602,213,288,-291,164,37,-327,276,98,-237,0,1,2
08/21 21:07:35.401351,211,286,-293,165,37,-328,277,99,-234,0,0,2
08/21 21:07:35.833099,208,286,-292,165,37,-335,279,98,-234,0,1,-2
08/21 21:07:36.264883,208,286,-290,162,36,-337,281,98,-230,-1,-1,-1
08/21 21:07:36.696672,208,285,-289,161,36,-337,280,99,-233,-1,-1,-1
08/21 21:07:37.128711,211,286,-284,158,37,-340,280,101,-237,-1,-1,3
08/21 21:07:37.560726,213,287,-285,159,37,-333,279,101,-239,-1,0,1
08/21 21:07:37.992535,213,287,-285,159,37,-332,275,99,-243,0,0,-1
08/21 21:07:38.424493,214,288,-289,161,37,-329,275,100,-241,-1,-2,2
08/21 21:07:38.856395,214,287,-289,163,35,-330,274,98,-240,0,-2,2
08/21 21:07:39.288307,212,287,-293,165,36,-328,276,98,-237,0,-1,0
08/21 21:07:39.720097,210,287,-294,165,37,-332,277,98,-235,0,-1,0
08/21 21:07:40.151911,208,287,-293,164,36,-335,279,98,-230,-1,-2,-3
08/21 21:07:40.583412,208,286,-294,163,37,-334,280,99,-232,-1,0,1
08/21 21:07:41.014810,209,285,-288,160,38,-338,281,99,-232,-2,0,-1
08/21 21:07:41.446210,212,285,-283,159,35,-339,279,100,-236,-1,-1,0
08/21 21:07:41.877551,214,288,-285,159,36,-333,277,100,-240,-1,-1,2
08/21 21:07:42.308961,215,287,-287,162,35,-332,274,99,-242,-1,0,1
08/21 21:07:42.740334,212,288,-291,164,37,-329,274,99,-241,0,0,1
08/21 21:07:43.171767,211,287,-295,166,36,-328,276,98,-237,0,-1,-1
08/21 21:07:43.603313,208,287,-295,164,38,-333,279,98,-231,-3,-1,-2
08/21 21:07:44.035132,208,286,-292,162,37,-336,281,99,-232,-1,-1,1
08/21 21:07:44.466676,209,286,-291,161,36,-336,281,99,-236,0,1,-2
08/21 21:07:44.898567,211,286,-283,159,36,-335,280,99,-235,-2,-1,-4
08/21 21:07:45.330461,213,286,-285,158,34,-334,278,100,-238,-1,-1,-4
08/21 21:07:45.762276,214,288,-287,160,36,-333,276,100,-243,0,0,4
08/21 21:07:46.193611,215,288,-286,161,36,-331,275,98,-243,-1,1,1
08/21 21:07:46.624960,214,289,-290,163,37,-327,275,99,-238,-1,-1,-4
08/21 21:07:47.056231,211,287,-295,165,37,-328,277,99,-234,-1,0,1
08/21 21:07:47.488148,209,288,-293,164,38,-333,279,99,-231,0,-1,-1
08/21 21:07:47.920214,208,287,-292,164,38,-338,280,99,-230,-1,2,-4
08/21 21:07:48.351936,209,287,-292,161,38,-339,281,99,-232,-1,-3,-1
08/21 21:07:48.783347,210,286,-286,160,37,-337,280,100,-235,-2,0,-3
08/21 21:07:49.214711,212,286,-286,159,37,-338,279,99,-237,0,1,-2
08/21 21:07:49.646137,214,288,-285,159,36,-335,278,100,-240,0,-2,0
08/21 21:07:50.077477,215,286,-288,162,35,-330,274,100,-244,0,0,-1
08/21 21:07:50.509302,213,287,-290,164,37,-330,275,99,-239,-1,-2,-2
08/21 21:07:50.941035,211,286,-296,166,37,-329,277,97,-234,-1,-1,-1
08/21 21:07:51.372805,210,287,-294,165,36,-330,278,99,-233,0,0,1
08/21 21:07:51.804198,208,285,-292,164,36,-333,280,99,-233,-1,0,0
08/21 21:07:52.235605,209,287,-290,161,36,-338,282,100,-231,-1,-2,0
08/21 21:07:52.667000,211,286,-286,159,36,-337,281,99,-235,-1,-2,-3
08/21 21:07:53.098378,213,286,-286,159,35,-335,277,99,-239,-1,0,0
08/21 21:07:53.529900,214,287,-285,161,37,-332,276,99,-239,0,-1,-1
08/21 21:07:53.961835,214,286,-290,163,37,-326,275,97,-239,0,-1,0
08/21 21:07:54.393819,212,286,-291,164,35,-330,275,97,-239,0,-3,2
08/21 21:07:54.825663,210,287,-295,165,37,-329,277,99,-235,0,-1,-2
08/21 21:07:55.258262,208,287,-294,165,36,-330,276,99,-235,-1,-2,-2
08/21 21:07:55.690036,207,286,-294,164,36,-335,280,100,-232,-1,-1,0
08/21 21:07:56.121857,208,286,-289,160,36,-334,281,99,-233,-1,0,0
08/21 21:07:56.553397,209,286,-288,160,38,-338,282,100,-230,-2,-2,-2
