08/21 21:25:20.850304,203,302,-311,147,52,-358,265,115,-266,-1,-2,0
08/21 21:25:21.282319,204,300,-312,149,54,-351,262,116,-266,0,1,-1
08/21 21:25:21.714561,203,302,-314,151,52,-354,263,116,-265,0,0,0
08/21 21:25:22.146306,200,302,-318,153,53,-355,264,116,-262,0,0,1
08/21 21:25:22.578003,200,302,-317,154,54,-358,265,116,-260,-1,-1,-1
08/21 21:25:23.009770,198,300,-317,152,54,-361,266,116,-261,-1,-1,2
08/21 21:25:23.441542,198,303,-314,151,53,-364,269,116,-260,-1,-1,1
08/21 21:25:23.873320,198,301,-312,149,53,-363,270,116,-259,-1,1,-5
08/21 21:25:24.304913,200,301,-309,148,53,-362,268,117,-262,-1,0,1
08/21 21:25:24.736401,202,300,-312,148,52,-358,266,116,-265,-2,1,-6
08/21 21:25:25.167725,203,302,-311,149,52,-354,264,116,-266,-2,-1,-2
08/21 21:25:25.599038,203,302,-315,151,53,-356,262,115,-265,1,-1,-1
08/21 21:25:26.030384,200,302,-317,153,53,-355,264,117,-262,-1,-2,-3
08/21 21:25:26.461730,198,302,-321,153,53,-359,266,115,-260,0,-1,-1
08/21 21:25:26.893506,197,301,-315,152,54,-359,268,117,-260,-1,0,2
08/21 21:25:27.324802,197,299,-311,149,54,-366,269,116,-261,-1,-3,-3
08/21 21:25:27.756188,200,301,-309,147,53,-362,268,115,-263,-1,0,-3
08/21 21:25:28.188142,202,301,-308,147,53,-359,266,117,-269,-2,0,0
08/21 21:25:28.620082,204,300,-311,148,53,-359,264,116,-267,-1,0,-1
08/21 21:25:29.051390,203,301,-314,150,53,-356,263,116,-268,0,-1,-1
08/21 21:25:29.483589,202,302,-317,152,54,-356,263,115,-265,0,-1,-1
08/21 21:25:29.915490,200,301,-319,154,51,-354,264,115,-261,-1,-1,-2
08/21 21:25:30.346841,198,301,-318,153,53,-357,266,114,-259,-1,0,-4
08/21 21:25:30.778147,197,301,-316,152,53,-361,268,116,-260,0,-1,0
08/21 21:25:31.209490,198,301,-314,149,53,-360,268,117,-263,-1,-1,-3
08/21 21:25:31.641153,200,302,-310,148,53,-363,268,116,-266,-1,0,1
08/21 21:25:32.072954,203,301,-310,147,54,-357,266,115,-265,-2,0,2
08/21 21:25:32.504833,203,302,-310,148,53,-358,264,116,-268,-1,-2,0
08/21 21:25:32.936548,203,300,-316,150,54,-356,262,116,-267,0,0,1
08/21 21:25:33.368406,203,301,-316,152,53,-356,262,116,-265,0,0,3
08/21 21:25:33.800228,201,302,-317,153,54,-355,264,115,-260,0,-2,-2
08/21 21:25:34.234221,199,301,-316,153,53,-356,263,115,-261,-1,0,1
08/21 21:25:34.665733,199,300,-319,153,54,-357,265,115,-262,-1,0,0
08/21 21:25:35.097099,198,302,-318,153,54,-359,267,115,-259,-1,0,-2
08/21 21:25:35.528586,197,301,-311,150,53,-361,269,115,-260,-1,-1,0
08/21 21:25:35.959979,199,301,-312,149,52,-362,269,117,-262,-1,-2,0
08/21 21:25:36.391453,202,301,-309,148,53,-361,266,116,-266,-1,-1,0
08/21 21:25:36.822836,203,301,-313,148,53,-360,265,116,-266,-1,-1,3
08/21 21:25:37.254254,204,301,-310,150,52,-356,263,116,-267,-1,0,2
08/21 21:25:37.685838,203,301,-317,153,53,-353,263,116,-266,0,-2,-1
08/21 21:25:38.117405,200,302,-316,153,54,-355,265,116,-261,-1,-1,-1
08/21 21:25:38.548683,198,301,-318,153,54,-359,268,115,-257,0,-1,-1
08/21 21:25:38.980575,197,301,-312,152,54,-361,269,116,-258,-1,1,-3
08/21 21:25:39.412739,198,300,-314,149,54,-362,269,117,-263,0,0,2
08/21 21:25:39.844527,199,301,-311,148,54,-363,269,116,-263,-2,1,-1
08/21 21:25:40.276305,201,301,-311,147,53,-360,267,116,-264,-1,0,0
08/21 21:25:40.708075,203,303,-310,147,52,-358,265,116,-266,-1,-1,2
08/21 21:25:41.140112,204,303,-312,149,53,-354,263,115,-268,0,-1,-5
