,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV3KB0eL-R03vmj0O0D5,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:21.002Z,2017-08-10T02:44:20.000Z,542,fcffff079affb2ff95ff1c,yilan,宜蘭市中山路二段,1001,10.5.180.50,-116.8,-9.8,1502333061.002,1.002,-102,-78,-107,167.14365079176653,28
1,AV3KB3Bv-R03vmj0O0Er,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:31.469Z,2017-08-10T02:44:31.000Z,544,fcffff0797ffb2ff97ff1c,yilan,宜蘭市中山路二段,1001,192.168.88.113,-114.8,-7.8,1502333071.4689999,0.469,-105,-78,-105,167.73192898193238,28
2,AV3KB3BI-R03vmj0O0Eq,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:31.431Z,2017-08-10T02:44:31.000Z,544,fcffff0797ffb2ff97ff1c,yilan,宜蘭市中山路二段,1001,192.168.0.3,-122.0,-1.0,1502333071.431,0.431,-105,-78,-105,167.73192898193238,28
3,AV3KB3AF-R03vmj0O0Ep,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:31.363Z,2017-08-10T02:44:31.000Z,544,fcffff0797ffb2ff97ff1c,yilan,宜蘭市中山路二段,1001,10.5.180.16,-114.0,3.0,1502333071.363,0.363,-105,-78,-105,167.73192898193238,28
4,AV3KB4Gq-R03vmj0O0FB,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:35.880Z,2017-08-10T02:44:35.000Z,545,fcffff0798ffb2ff98ff1c,yilan,宜蘭市中山路二段,1001,10.5.151.1,-83.0,27.5,1502333075.88,0.88,-104,-78,-104,166.48123017325406,28
5,AV3KB5lU-R03vmj0O0Fh,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:41.938Z,2017-08-10T02:44:41.000Z,546,fcffff079affb0ff98ff1c,yilan,宜蘭市中山路二段,1001,10.5.151.1,-97.0,13.0,1502333081.938,0.938,-102,-80,-104,166.1926592843378,28
6,AV3KB6yg-R03vmj0O0F2,parking_record_index_v2,101a0d01019a,2017-08-10T02:44:46.879Z,2017-08-10T02:44:46.000Z,547,fcffff079affb0ff96ff1c,yilan,宜蘭市中山路二段,1001,10.5.180.50,-115.8,-12.8,1502333086.879,0.879,-102,-80,-106,167.45148551147582,28
7,AV3KCGFl-R03vmj0O0Ji,parking_record_index_v2,101a0d01019a,2017-08-10T02:45:33.155Z,2017-08-10T02:45:32.000Z,556,fcffff079bffb0ff97ff1c,yilan,宜蘭市中山路二段,1001,10.5.151.1,-82.0,21.2,1502333133.155,1.155,-101,-80,-105,166.2107096429108,28
8,AV3KCHjN-R03vmj0O0KB,parking_record_index_v2,101a0d01019a,2017-08-10T02:45:39.147Z,2017-08-10T02:45:38.000Z,557,fcffff079bffafff99ff1c,yilan,宜蘭市中山路二段,1001,10.5.151.1,-77.0,26.2,1502333139.147,1.147,-101,-81,-103,165.4418326784372,28
9,AV3KCI9x-R03vmj0O0KY,parking_record_index_v2,101a0d01019a,2017-08-10T02:45:44.943Z,2017-08-10T02:45:44.000Z,558,fcffff079cffb1ff9bff1c,yilan,宜蘭市中山路二段,1001,10.5.151.1,-86.0,25.0,1502333144.9429998,0.943,-100,-79,-101,162.60996279441184,28
17,AV3KgDUf-R03vmj0O1X6,parking_record_index_v2,101a0d01019a,2017-08-10T04:56:26.142Z,2017-08-10T04:55:01.000Z,33,fcffff071bff90007cff31,yilan,宜蘭市中山路二段,1001,192.168.0.225,-100.0,2.0,1502340986.142,85.142,-229,144,-132,301.0,49
