,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV3LHmoK-R03vmj0PBWE,parking_record_index_v2,101a0d0100a3,2017-08-10T07:49:14.378Z,2017-08-10T07:47:47.000Z,2315,fcffff07c7fe3a000dff2c,yilan,宜蘭市中山路二段,1012,192.168.0.225,-102.0,11.2,1502351267.0,87.378,-313,58,-243,400.4772153319087,44
1,AV3LHve4-R03vmj0PBYV,parking_record_index_v2,101a0d0100a3,2017-08-10T07:49:50.648Z,2017-08-10T07:48:26.000Z,2323,fcffff07c7fe34000fff2c,yilan,宜蘭市中山路二段,1012,192.168.0.225,-95.0,13.8,1502351306.0,84.648,-313,52,-241,398.43945587755235,44
2,AV3LHbq8-R03vmj0PBTX,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:29.499Z,2017-08-10T07:48:28.000Z,2305,fcffff07c6fe360011ff2c,yilan,宜蘭市中山路二段,1012,10.5.180.50,-88.0,20.8,1502351308.0,1.499,-314,54,-239,398.2875845416224,44
3,AV3LHbo4-R03vmj0PBTV,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:29.367Z,2017-08-10T07:48:28.000Z,2305,fcffff07c6fe360011ff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-74.0,24.5,1502351308.0,1.367,-314,54,-239,398.2875845416224,44
4,AV3LHcXT-R03vmj0PBTk,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:32.338Z,2017-08-10T07:48:31.000Z,2306,fcffff07c6fe380010ff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-73.0,24.5,1502351311.0,1.338,-314,56,-240,399.1641266446673,44
5,AV3LHgBl-R03vmj0PBUZ,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:47.333Z,2017-08-10T07:48:46.000Z,2309,fcffff07c7fe3a000eff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-71.0,22.0,1502351326.0,1.333,-313,58,-242,399.8712292726247,44
6,AV3LHgyF-R03vmj0PBUr,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:50.436Z,2017-08-10T07:48:49.000Z,2310,fcffff07c8fe380009ff2c,yilan,宜蘭市中山路二段,1012,10.5.180.50,-85.0,21.3,1502351329.0,1.436,-312,56,-247,401.85693971860184,44
7,AV3LHgtO-R03vmj0PBUq,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:50.125Z,2017-08-10T07:48:49.000Z,2310,fcffff07c8fe380009ff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-120.2,-10.2,1502351329.0,1.125,-312,56,-247,401.85693971860184,44
8,AV3LHhcQ-R03vmj0PBU5,parking_record_index_v2,101a0d0100a3,2017-08-10T07:48:53.136Z,2017-08-10T07:48:52.000Z,2311,fcffff07c7fe35000aff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-122.0,-10.0,1502351332.0,1.136,-313,53,-246,401.61424277532785,44
9,AV3LHlKI-R03vmj0PBVv,parking_record_index_v2,101a0d0100a3,2017-08-10T07:49:08.359Z,2017-08-10T07:49:07.000Z,2314,fcffff07c8fe39000dff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-73.0,28.8,1502351347.0,1.359,-312,57,-243,399.55224939924943,44
10,AV3LHl5d-R03vmj0PBV6,parking_record_index_v2,101a0d0100a3,2017-08-10T07:49:11.388Z,2017-08-10T07:49:10.000Z,2315,fcffff07c7fe3a000dff2c,yilan,宜蘭市中山路二段,1012,10.5.151.1,-78.0,-3.0,1502351350.0,1.388,-313,58,-243,400.4772153319087,44
