,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV3LHnGU-R03vmj0PBWN,parking_record_index_v2,101a0d0100e4,2017-08-10T07:49:16.307Z,2017-08-10T07:47:52.000Z,2785,fcffff07f7fef40078ff29,yilan,宜蘭市中山路二段,1014,192.168.0.225,-104.5,-1.5,1502351272.0,84.307,-265,244,-136,385.0415561988082,41
1,AV3LHbZQ-R03vmj0PBTN,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:28.368Z,2017-08-10T07:48:27.000Z,2773,fcffff07f8fef10075ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-76.0,22.5,1502351307.0,1.368,-264,241,-139,383.5335708904763,41
2,AV3LHcFn-R03vmj0PBTa,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:31.207Z,2017-08-10T07:48:30.000Z,2774,fcffff07f7fef00074ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-77.0,30.0,1502351310.0,1.207,-265,240,-140,383.9596332949598,41
3,AV3LHc1z-R03vmj0PBTu,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:34.291Z,2017-08-10T07:48:33.000Z,2775,fcffff07f7fef00075ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-80.5,-3.5,1502351313.0,1.291,-265,240,-139,383.5961417949873,41
4,AV3LHc1x-R03vmj0PBTt,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:34.289Z,2017-08-10T07:48:33.000Z,2775,fcffff07f7fef00075ff29,yilan,宜蘭市中山路二段,1014,10.5.180.50,-90.0,16.3,1502351313.0,1.289,-265,240,-139,383.5961417949873,41
5,AV3LHxV--R03vmj0PBY1,parking_record_index_v2,101a0d0100e4,2017-08-10T07:49:58.269Z,2017-08-10T07:48:34.000Z,2793,fcffff07f7fef10078ff29,yilan,宜蘭市中山路二段,1014,192.168.0.225,-112.5,-7.5,1502351314.0,84.269,-265,241,-136,383.14749118322567,41
6,AV3LHfvt-R03vmj0PBUU,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:46.188Z,2017-08-10T07:48:45.000Z,2779,fcffff07f7fef40078ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-75.0,25.0,1502351325.0,1.188,-265,244,-136,385.0415561988082,41
7,AV3LHh8n-R03vmj0PBU_,parking_record_index_v2,101a0d0100e4,2017-08-10T07:48:55.206Z,2017-08-10T07:48:54.000Z,2781,fcffff07f8fef10071ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-77.0,35.5,1502351334.0,1.206,-264,241,-143,385.0012986991083,41
8,AV3LHkN9-R03vmj0PBVn,parking_record_index_v2,101a0d0100e4,2017-08-10T07:49:04.509Z,2017-08-10T07:49:03.000Z,2783,fcffff07f7fef40078ff29,yilan,宜蘭市中山路二段,1014,10.5.180.50,-90.0,15.0,1502351343.0,1.509,-265,244,-136,385.0415561988082,41
9,AV3LHkJX-R03vmj0PBVm,parking_record_index_v2,101a0d0100e4,2017-08-10T07:49:04.214Z,2017-08-10T07:49:03.000Z,2783,fcffff07f7fef40078ff29,yilan,宜蘭市中山路二段,1014,10.5.151.1,-78.0,27.5,1502351343.0,1.214,-265,244,-136,385.0415561988082,41
