,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2hAoON-R03vmj0MJ4Z,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:42.828Z,2017-08-02T03:34:42.000Z,961,fcffff071cff680054ff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-228,104,-172,44,303.94736386420595,0,0,0,0.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
1,1,AV2hAnfr-R03vmj0MJ4X,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:39.849Z,2017-08-02T03:34:39.000Z,960,fcffff071cff680055ff2d,yilan,宜蘭市中山路二段,111,10.5.151.1,-228,104,-171,45,303.382596732245,0,0,1,1.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
2,2,AV2hAm00-R03vmj0MJ4T,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:37.106Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,192.168.88.113,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
3,3,AV2hAm0d-R03vmj0MJ4S,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:37.083Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,192.168.88.122,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
4,4,AV2hAmzF-R03vmj0MJ4R,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:36.995Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,192.168.0.3,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
5,5,AV2hAmx4-R03vmj0MJ4Q,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:36.919Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,192.168.88.150,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
6,6,AV2hAmw0-R03vmj0MJ4P,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:36.851Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
7,7,AV2hAmwV-R03vmj0MJ4O,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:36.820Z,2017-08-02T03:33:21.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,192.168.0.225,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
8,8,AV2hAmwB-R03vmj0MJ4N,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:36.800Z,2017-08-02T03:34:36.000Z,959,fcffff071cff660057ff2c,yilan,宜蘭市中山路二段,111,10.5.180.16,-228,102,-169,44,301.57751905604636,0,-2,3,3.605551275463989,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
9,9,AV2hAmCB-R03vmj0MJ4L,parking_record_index_v2,101a0d01019a,2017-08-02T03:34:33.856Z,2017-08-02T03:34:33.000Z,958,fcffff071bff640058ff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-229,100,-168,44,301.10629352439645,-1,-4,4,5.744562646538029,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
