,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT
0,AV2hXWp_-R03vmj0MLUH,parking_record_index_v2,101a0d01019a,2017-08-02T05:14:00.190Z,2017-08-02T05:13:59.000Z,293,fcffff07f0fe56006dff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-147,44
1,AV2hXV7F-R03vmj0MLUF,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:57.188Z,2017-08-02T05:13:56.000Z,292,fcffff07f0fe56006cff2b,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-148,43
2,AV2hXVMP-R03vmj0MLUE,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:54.190Z,2017-08-02T05:13:53.000Z,291,fcffff07f0fe56006cff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-148,44
3,AV2hXUd0-R03vmj0MLT-,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:51.219Z,2017-08-02T05:13:50.000Z,290,fcffff07f0fe56006bff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-149,44
4,AV2hXTuw-R03vmj0MLT7,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:48.207Z,2017-08-02T05:13:47.000Z,289,fcffff07f0fe56006cff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-148,44
5,AV2hXS_e-R03vmj0MLT5,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:45.180Z,2017-08-02T05:13:44.000Z,288,fcffff07f0fe56006cff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-272,86,-148,44
6,AV2hXSSK-R03vmj0MLT2,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:42.281Z,2017-08-02T05:13:41.000Z,287,fcffff07effe56006eff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-273,86,-146,44
7,AV2hXRlb-R03vmj0MLT0,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.418Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,192.168.88.122,-275,86,-142,44
8,AV2hXRlG-R03vmj0MLTz,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.397Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,192.168.88.113,-275,86,-142,44
9,AV2hXRjW-R03vmj0MLTy,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.285Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,192.168.88.150,-275,86,-142,44
10,AV2hXRie-R03vmj0MLTx,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.229Z,2017-08-02T05:12:24.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,192.168.0.225,-275,86,-142,44
11,AV2hXRiM-R03vmj0MLTw,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.211Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-275,86,-142,44
12,AV2hXRiA-R03vmj0MLTv,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.199Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,192.168.0.3,-275,86,-142,44
13,AV2hXRh2-R03vmj0MLTu,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:39.187Z,2017-08-02T05:13:38.000Z,286,fcffff07edfe560072ff2c,yilan,宜蘭市中山路二段,111,10.5.180.16,-275,86,-142,44
14,AV2hXQEG-R03vmj0MLTr,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:33.189Z,2017-08-02T05:13:32.000Z,285,fcffff07effe56006dff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-273,86,-147,44
15,AV2hXPVa-R03vmj0MLTk,parking_record_index_v2,101a0d01019a,2017-08-02T05:13:30.200Z,2017-08-02T05:13:29.000Z,284,fcffff07effe56006dff2c,yilan,宜蘭市中山路二段,111,10.5.151.1,-273,86,-147,44
