,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV3Kt6XV-R03vmj0O42n,parking_record_index_v2,101a0d01019a,2017-08-10T05:56:59.476Z,2017-08-10T05:56:59.000Z,1042,fcffff0727ff990078ff2f,yilan,宜蘭市中山路二段,1001,10.5.151.1,-67.8,-2.8,1502344619.476,0.476,-217,153,-136,298.31862161118937,47
1,AV3Kt72K-R03vmj0O42_,parking_record_index_v2,101a0d01019a,2017-08-10T05:57:05.546Z,2017-08-10T05:57:05.000Z,1044,fcffff0728ff9c0075ff2f,yilan,宜蘭市中山路二段,1001,10.5.180.50,-97.0,10.8,1502344625.546,0.546,-216,156,-139,300.5212138934621,47
2,AV3Kt-Hm-R03vmj0O43o,parking_record_index_v2,101a0d01019a,2017-08-10T05:57:14.854Z,2017-08-10T05:57:14.000Z,1047,fcffff0729ff9d0073ff2f,yilan,宜蘭市中山路二段,1001,10.5.180.50,-109.5,-9.5,1502344634.854,0.8540000000000001,-215,157,-141,301.25570534016447,47
3,AV3KuWka-R03vmj0O49w,parking_record_index_v2,101a0d01019a,2017-08-10T05:58:55.001Z,2017-08-10T05:57:24.000Z,1073,fcffff0728ff980079ff30,yilan,宜蘭市中山路二段,1001,192.168.0.225,-102.0,11.2,1502344735.0010002,91.001,-216,152,-135,296.62265591151333,48
4,AV3KuBuD-R03vmj0O44s,parking_record_index_v2,101a0d01019a,2017-08-10T05:57:29.602Z,2017-08-10T05:57:29.000Z,1052,fcffff0727ff96007aff2f,yilan,宜蘭市中山路二段,1001,10.5.180.50,-100.0,4.5,1502344649.6020002,0.602,-217,150,-134,295.8800432607782,47
5,AV3KuGz_-R03vmj0O45_,parking_record_index_v2,101a0d01019a,2017-08-10T05:57:50.462Z,2017-08-10T05:57:50.000Z,1059,fcffff0728ff9b0075ff2f,yilan,宜蘭市中山路二段,1001,10.5.151.1,-72.0,31.2,1502344670.462,0.462,-216,155,-139,300.003333314815,47
6,AV3KuHkP-R03vmj0O46P,parking_record_index_v2,101a0d01019a,2017-08-10T05:57:53.550Z,2017-08-10T05:57:53.000Z,1060,fcffff0728ff9b0076ff30,yilan,宜蘭市中山路二段,1001,10.5.180.50,-103.0,2.0,1502344673.55,0.55,-216,155,-138,299.5413160150032,48
7,AV3KuT_u-R03vmj0O49K,parking_record_index_v2,101a0d01019a,2017-08-10T05:58:44.461Z,2017-08-10T05:58:44.000Z,1072,fcffff0728ff990078ff30,yilan,宜蘭市中山路二段,1001,10.5.151.1,-67.5,-8.5,1502344724.461,0.461,-216,153,-136,297.5920025807145,48
8,AV3KuUuf-R03vmj0O49S,parking_record_index_v2,101a0d01019a,2017-08-10T05:58:47.454Z,2017-08-10T05:58:47.000Z,1073,fcffff0728ff980079ff30,yilan,宜蘭市中山路二段,1001,10.5.180.16,-110.0,8.0,1502344727.454,0.45399999999999996,-216,152,-135,296.62265591151333,48
9,AV3KuUuT-R03vmj0O49R,parking_record_index_v2,101a0d01019a,2017-08-10T05:58:47.442Z,2017-08-10T05:58:47.000Z,1073,fcffff0728ff980079ff30,yilan,宜蘭市中山路二段,1001,10.5.151.1,-71.0,26.2,1502344727.4420002,0.442,-216,152,-135,296.62265591151333,48
10,AV3KuYaL-R03vmj0O4-S,parking_record_index_v2,101a0d01019a,2017-08-10T05:59:02.537Z,2017-08-10T05:59:02.000Z,1078,fcffff0728ff980078ff2f,yilan,宜蘭市中山路二段,1001,10.5.151.1,-72.0,29.5,1502344742.5370002,0.537,-216,152,-136,297.0791140420343,47
11,AV3KuczI-R03vmj0O4_c,parking_record_index_v2,101a0d01019a,2017-08-10T05:59:20.519Z,2017-08-10T05:59:20.000Z,1084,fcffff0727ff990079ff30,yilan,宜蘭市中山路二段,1001,10.5.180.50,-104.8,-0.8,1502344760.519,0.519,-217,153,-135,297.86406295489894,48
12,AV3KuitM-R03vmj0O5BS,parking_record_index_v2,101a0d01019a,2017-08-10T05:59:44.716Z,2017-08-10T05:59:44.000Z,1092,fcffff0727ff9a007bff30,yilan,宜蘭市中山路二段,1001,10.5.180.50,-97.0,11.3,1502344784.716,0.716,-217,154,-133,297.47941105226084,48
13,AV3Ku35H-R03vmj0O5Hc,parking_record_index_v2,101a0d01019a,2017-08-10T06:01:11.495Z,2017-08-10T05:59:48.000Z,1121,fcffff0729ff9f0075ff30,yilan,宜蘭市中山路二段,1001,192.168.0.225,-99.0,3.8,1502344871.495,83.495,-215,159,-139,301.3751814599205,48
