,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2hVKxe-R03vmj0MLJq,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:27.229Z,2017-08-02T05:04:26.000Z,114,fcffff07effe5a006bff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-273,90,-149,42,323.77461296401856,0,0,0,0.0,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
1,1,AV2hVKCD-R03vmj0MLJp,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:24.194Z,2017-08-02T05:04:23.000Z,113,fcffff07eefe5a006cff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-274,90,-148,42,324.1604540964243,-1,0,1,1.4142135623730951,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
2,2,AV2hVJTY-R03vmj0MLJl,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:21.207Z,2017-08-02T05:04:20.000Z,112,fcffff07edfe59006eff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-275,89,-146,42,323.8240262858826,-2,-1,3,3.7416573867739413,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
3,3,AV2hVIkk-R03vmj0MLJj,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:18.211Z,2017-08-02T05:04:17.000Z,111,fcffff07ebfe570072ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-277,87,-142,42,323.20581677933956,-4,-3,7,8.602325267042627,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
4,4,AV2hVHKu-R03vmj0MLJc,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.461Z,2017-08-02T05:02:57.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,192.168.0.225,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
5,5,AV2hVHJY-R03vmj0MLJb,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.375Z,2017-08-02T05:04:11.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,192.168.0.3,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
6,6,AV2hVHIT-R03vmj0MLJa,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.307Z,2017-08-02T05:04:11.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,10.5.180.16,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
7,7,AV2hVHIB-R03vmj0MLJZ,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.288Z,2017-08-02T05:04:11.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,192.168.88.113,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
8,8,AV2hVHHR-R03vmj0MLJY,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.240Z,2017-08-02T05:04:11.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,192.168.88.122,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
9,9,AV2hVHHM-R03vmj0MLJX,parking_record_index_v2,101a0d01019a,2017-08-02T05:04:12.235Z,2017-08-02T05:04:11.000Z,110,fcffff07effe58006cff2a,yilan,宜蘭市中山路二段,111,192.168.88.150,-273,88,-148,42,322.7646201181288,0,-2,1,2.23606797749979,-257.0,15.0,-40.0,44.0,-261.4,53.6,-89.6,44.0,-232.0,66.6,-156.0,44.0,-263.4,139.8,-122.8,43.0,-261.0,124.8,-208.2,42.0
