,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT
0,AV2hVwHo-R03vmj0MLMe,parking_record_index_v2,101a0d01019a,2017-08-02T05:07:00.199Z,2017-08-02T05:06:59.000Z,162,fcffff07ecfe600069ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-151,42
1,AV2hVvZB-R03vmj0MLMb,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:57.217Z,2017-08-02T05:06:56.000Z,161,fcffff07ecfe600068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-152,42
2,AV2hVuq8-R03vmj0MLMZ,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:54.267Z,2017-08-02T05:06:53.000Z,160,fcffff07ecfe600068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-152,42
3,AV2hVt7h-R03vmj0MLMU,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:51.233Z,2017-08-02T05:06:50.000Z,159,fcffff07ecfe600068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-152,42
4,AV2hVtdA-R03vmj0MLMT,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:49.279Z,2017-08-02T05:06:47.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,192.168.88.122,-276,95,-152,42
5,AV2hVtc5-R03vmj0MLMS,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:49.272Z,2017-08-02T05:06:47.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,192.168.88.113,-276,95,-152,42
6,AV2hVtN0-R03vmj0MLMQ,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:48.307Z,2017-08-02T05:06:47.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,192.168.0.3,-276,95,-152,42
7,AV2hVtMk-R03vmj0MLMP,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:48.227Z,2017-08-02T05:06:47.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,192.168.88.150,-276,95,-152,42
8,AV2hVtMT-R03vmj0MLMO,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:48.210Z,2017-08-02T05:05:33.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,192.168.0.225,-276,95,-152,42
9,AV2hVtMF-R03vmj0MLMN,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:48.196Z,2017-08-02T05:06:47.000Z,158,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,95,-152,42
10,AV2hVsfN-R03vmj0MLMM,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:45.324Z,2017-08-02T05:06:44.000Z,157,fcffff07ebfe5f006aff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-277,95,-150,42
11,AV2hVr1_-R03vmj0MLMK,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:42.686Z,2017-08-02T05:06:41.000Z,156,fcffff07e9fe5e006eff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-279,94,-146,42
12,AV2hVqcP-R03vmj0MLMF,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:36.942Z,2017-08-02T05:06:35.000Z,155,fcffff07ecfe5c006cff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,92,-148,42
13,AV2hVpv2-R03vmj0MLMC,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:34.101Z,2017-08-02T05:06:32.000Z,154,fcffff07ecfe5c006cff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,92,-148,42
14,AV2hVpB9-R03vmj0MLL8,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:31.164Z,2017-08-02T05:06:29.000Z,153,fcffff07ecfe5c006bff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,92,-149,42
15,AV2hVoRU-R03vmj0MLL4,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:28.051Z,2017-08-02T05:06:26.000Z,152,fcffff07ecfe5e006aff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,94,-150,42
16,AV2hVniv-R03vmj0MLL1,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:25.071Z,2017-08-02T05:06:23.000Z,151,fcffff07ecfe5f0068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,95,-152,42
17,AV2hVmzP-R03vmj0MLLx,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:22.029Z,2017-08-02T05:06:20.000Z,150,fcffff07ecfe600067ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-153,42
18,AV2hVmC6-R03vmj0MLLw,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:18.937Z,2017-08-02T05:06:17.000Z,149,fcffff07ecfe600068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-152,42
19,AV2hVlT8-R03vmj0MLLu,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:15.931Z,2017-08-02T05:06:14.000Z,148,fcffff07ecfe600068ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-276,96,-152,42
20,AV2hVkdd-R03vmj0MLLq,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:12.444Z,2017-08-02T05:06:11.000Z,147,fcffff07ebfe5e006aff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-277,94,-150,42
21,AV2hVjrF-R03vmj0MLLm,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:09.220Z,2017-08-02T05:06:08.000Z,146,fcffff07eafe5e006bff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-278,94,-149,42
22,AV2hVi7r-R03vmj0MLLj,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:06.187Z,2017-08-02T05:06:05.000Z,145,fcffff07eafe5e006dff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-278,94,-147,42
23,AV2hViNi-R03vmj0MLLh,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:03.233Z,2017-08-02T05:06:02.000Z,144,fcffff07e3fe5f006eff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-285,95,-146,42
24,AV2hVhel-R03vmj0MLLd,parking_record_index_v2,101a0d01019a,2017-08-02T05:06:00.228Z,2017-08-02T05:05:59.000Z,143,fcffff07defe600072ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-290,96,-142,42
25,AV2hVgDm-R03vmj0MLLa,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.405Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,192.168.88.150,-302,107,-142,42
26,AV2hVgBj-R03vmj0MLLZ,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.274Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,192.168.88.113,-302,107,-142,42
27,AV2hVgBX-R03vmj0MLLY,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.262Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,192.168.88.122,-302,107,-142,42
28,AV2hVgBP-R03vmj0MLLX,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.254Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,192.168.0.3,-302,107,-142,42
29,AV2hVgA9-R03vmj0MLLW,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.236Z,2017-08-02T05:04:39.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,192.168.0.225,-302,107,-142,42
30,AV2hVgA3-R03vmj0MLLV,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.230Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-302,107,-142,42
31,AV2hVgAd-R03vmj0MLLU,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:54.204Z,2017-08-02T05:05:53.000Z,142,fcffff07d2fe6b0072ff2a,yilan,宜蘭市中山路二段,111,10.5.180.16,-302,107,-142,42
32,AV2hVfRg-R03vmj0MLLQ,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:51.200Z,2017-08-02T05:05:50.000Z,141,fcffff07b9fe75007fff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-327,117,-129,42
33,AV2hVejE-R03vmj0MLLO,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:48.227Z,2017-08-02T05:05:47.000Z,140,fcffff07c1fe6b0085ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-319,107,-123,42
34,AV2hVd0F-R03vmj0MLLK,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:45.220Z,2017-08-02T05:05:44.000Z,139,fcffff07dffe3c0096ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-289,60,-106,42
35,AV2hVdEn-R03vmj0MLLG,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:42.182Z,2017-08-02T05:05:41.000Z,138,fcffff0700ff000094ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-256,0,-108,42
36,AV2hVcWW-R03vmj0MLK_,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:39.221Z,2017-08-02T05:05:38.000Z,137,fcffff0703ff14009bff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-253,20,-101,42
37,AV2hVbnV-R03vmj0MLK9,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:36.212Z,2017-08-02T05:05:35.000Z,136,fcffff070bff6200bfff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-245,98,-65,42
38,AV2hVa4b-R03vmj0MLK8,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:33.210Z,2017-08-02T05:05:32.000Z,135,fcffff0706ff4800beff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-250,72,-66,42
39,AV2hVaJT-R03vmj0MLK4,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:30.194Z,2017-08-02T05:05:29.000Z,134,fcffff0709ff4200a7ff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,66,-89,42
40,AV2hVZah-R03vmj0MLK2,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:27.200Z,2017-08-02T05:05:26.000Z,133,fcffff071aff48006fff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-230,72,-145,42
41,AV2hVYro-R03vmj0MLK1,parking_record_index_v2,101a0d01019a,2017-08-02T05:05:24.199Z,2017-08-02T05:05:23.000Z,132,fcffff071cff49006dff2a,yilan,宜蘭市中山路二段,111,10.5.151.1,-228,73,-147,42
