time,Mag1_X,Mag1_Y,Mag1_Z,Mag2_X,Mag2_Y,Mag2_Z,Mag3_X,Mag3_Y,Mag3_Z,Mag4_X,Mag4_Y,Mag4_Z
26:11.0,46,-198,-151,192,-23,-252,357,7,-238,452,-294,-174
26:11.5,51,-199,-148,192,-23,-245,352,6,-244,457,-294,-175
26:11.9,51,-199,-140,187,-23,-248,356,7,-244,458,-294,-167
26:12.3,46,-198,-144,189,-24,-250,357,6,-238,453,-293,-173
26:12.7,48,-198,-149,191,-24,-245,352,6,-242,454,-295,-177
26:13.2,51,-198,-140,186,-23,-249,353,7,-249,458,-294,-168
26:13.6,46,-198,-146,189,-22,-253,358,6,-237,453,-294,-171
26:14.0,47,-198,-151,193,-23,-244,353,6,-241,453,-295,-176
26:14.4,53,-198,-144,188,-23,-246,351,6,-246,459,-294,-169
26:14.9,48,-199,-139,186,-24,-250,358,5,-241,457,-292,-167
26:15.3,45,-200,-147,192,-24,-247,358,7,-235,452,-294,-173
26:15.7,50,-197,-148,192,-23,-244,352,6,-243,455,-295,-174
26:16.1,52,-198,-141,186,-25,-248,353,6,-248,459,-292,-169
26:16.5,46,-199,-144,187,-23,-253,358,6,-239,454,-294,-172
26:17.0,46,-198,-149,193,-23,-242,356,7,-237,452,-294,-176
26:17.4,52,-198,-145,189,-24,-244,351,6,-247,458,-294,-173
26:17.8,49,-198,-142,186,-24,-250,357,6,-240,456,-293,-170
26:18.2,45,-199,-148,191,-23,-250,357,6,-237,452,-293,-172
26:18.7,49,-197,-150,191,-22,-246,352,6,-242,455,-293,-175
26:19.1,52,-198,-139,186,-23,-247,353,8,-248,459,-293,-169
26:19.5,46,-198,-145,187,-22,-256,359,7,-238,453,-293,-169
26:19.9,46,-198,-151,192,-23,-247,354,6,-239,452,-294,-180
26:20.3,52,-197,-146,188,-23,-245,350,7,-248,458,-292,-174
26:20.8,49,-198,-143,185,-24,-254,356,7,-243,457,-293,-169
26:21.2,45,-199,-148,190,-24,-249,358,7,-238,451,-293,-173
26:21.6,49,-197,-151,191,-23,-242,351,5,-246,455,-295,-175
26:22.0,51,-198,-142,186,-23,-248,358,7,-238,455,-294,-170
26:22.5,46,-197,-150,192,-23,-245,353,7,-238,452,-294,-177
26:22.9,51,-196,-142,189,-23,-243,351,5,-246,458,-294,-172
26:23.3,49,-197,-144,185,-23,-253,354,8,-245,450,-295,-172
26:23.7,51,-198,-147,189,-22,-246,350,6,-249,458,-293,-172
26:24.1,45,-198,-145,187,-22,-254,357,10,-240,452,-293,-173
