,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
43,0.0,toyota,tercel,0.0,0,1,0.0,12:31.8,9.102746838180204,-1.3999999999999773,-7.899999999999977,4.300000000000011,458.4,-291.1,-172.3,571.379033567036,457,-299,-168
44,0.0,toyota,tercel,0.0,0,1,0.0,12:32.2,12.722421153223946,3.6000000000000227,-7.899999999999977,9.300000000000011,458.4,-291.1,-172.3,573.9459904903945,462,-299,-163
45,0.0,toyota,tercel,0.0,0,1,0.0,12:32.6,13.132402674301453,2.6000000000000227,-8.899999999999975,9.300000000000011,458.4,-291.1,-172.3,573.663664528267,461,-300,-163
46,0.0,toyota,tercel,0.0,0,1,0.0,12:33.0,9.309135298189602,-2.3999999999999773,-7.899999999999977,4.300000000000011,458.4,-291.1,-172.3,570.5795299517849,456,-299,-168
47,0.0,toyota,tercel,0.0,0,1,0.0,12:33.5,9.003332716277876,-0.3999999999999773,-8.899999999999975,1.3000000000000114,458.4,-291.1,-172.3,573.5895745217133,458,-300,-171
48,0.0,toyota,tercel,0.0,0,1,0.0,12:33.9,14.080482946262887,3.6000000000000227,-8.899999999999975,10.300000000000011,458.4,-291.1,-172.3,574.1846392929717,462,-300,-162
49,0.0,toyota,tercel,0.0,0,1,0.0,12:34.3,13.676987972503294,1.6000000000000227,-9.899999999999975,9.300000000000011,458.4,-291.1,-172.3,573.3846876225421,460,-301,-163
50,0.0,toyota,tercel,0.0,0,1,0.0,12:34.7,11.165124271587826,-2.3999999999999773,-8.899999999999975,6.300000000000012,458.4,-291.1,-172.3,570.5190619076633,456,-300,-166
51,0.0,toyota,tercel,0.0,0,1,0.0,12:35.1,9.201086892318736,-0.3999999999999773,-8.899999999999975,2.300000000000012,458.4,-291.1,-172.3,573.2922465898173,458,-300,-170
52,0.0,toyota,tercel,0.0,0,1,0.0,12:35.6,14.368716017793655,4.600000000000024,-8.899999999999975,10.300000000000011,458.4,-291.1,-172.3,574.9895651227072,463,-300,-162
53,0.0,toyota,tercel,0.0,0,1,0.0,12:36.0,12.886426967938005,0.6000000000000227,-8.899999999999975,9.300000000000011,458.4,-291.1,-172.3,572.0576893985431,459,-300,-163
54,0.0,toyota,tercel,0.0,0,1,0.0,12:36.4,11.885285019720788,-3.3999999999999773,-10.899999999999975,3.300000000000012,458.4,-291.1,-172.3,571.655490658491,455,-302,-169
55,0.0,toyota,tercel,0.0,0,1,0.0,12:36.8,11.102252023801286,2.6000000000000227,-9.899999999999975,4.300000000000011,458.4,-291.1,-172.3,575.6266150900252,461,-301,-168
56,0.0,toyota,tercel,0.0,0,1,0.0,12:37.2,17.206394160311454,4.600000000000024,-9.899999999999975,13.300000000000011,458.4,-291.1,-172.3,574.6746905859001,463,-301,-159
57,0.0,toyota,tercel,0.0,0,1,0.0,12:37.7,13.588966112254449,-0.3999999999999773,-9.899999999999975,9.300000000000011,458.4,-291.1,-172.3,571.7814267707548,458,-301,-163
58,0.0,toyota,tercel,0.0,0,1,0.0,12:38.1,10.191172650877789,-2.3999999999999773,-9.899999999999975,0.30000000000001137,458.4,-291.1,-172.3,572.8184703725955,456,-301,-172
59,0.0,toyota,tercel,0.0,0,1,0.0,12:38.5,12.00249973963756,2.6000000000000227,-10.899999999999975,4.300000000000011,458.4,-291.1,-172.3,576.150154039726,461,-302,-168
60,0.0,toyota,tercel,0.0,0,1,0.0,12:38.9,15.422710527011777,3.6000000000000227,-10.899999999999975,10.300000000000011,458.4,-291.1,-172.3,575.2321270582859,462,-302,-162
61,0.0,toyota,tercel,0.0,0,1,0.0,12:39.3,14.333875958720991,-0.3999999999999773,-10.899999999999975,9.300000000000011,458.4,-291.1,-172.3,572.3084832500738,458,-302,-163
62,0.0,toyota,tercel,0.0,0,1,0.0,12:39.8,10.8009258862377,-0.3999999999999773,-9.899999999999975,4.300000000000011,458.4,-291.1,-172.3,573.2268311933768,458,-301,-168
63,0.0,toyota,tercel,0.0,0,1,0.0,12:40.9,16.78272921785965,2.6000000000000227,-9.899999999999975,13.300000000000011,458.4,-291.1,-172.3,573.0645687878463,461,-301,-159
64,0.0,toyota,tercel,0.0,0,1,0.0,12:41.3,13.537355724069586,-1.3999999999999773,-11.899999999999974,6.300000000000012,458.4,-291.1,-172.3,572.8996421712968,457,-303,-166
65,0.0,toyota,tercel,0.0,0,1,0.0,12:41.7,10.984534582766788,-0.3999999999999773,-10.899999999999975,1.3000000000000114,458.4,-291.1,-172.3,574.6381470107949,458,-302,-171
66,0.0,toyota,tercel,0.0,0,1,0.0,12:42.1,14.451989482420748,4.600000000000024,-10.899999999999975,8.300000000000011,458.4,-291.1,-172.3,576.6012486979195,463,-302,-164
67,0.0,toyota,tercel,0.0,0,1,0.0,12:42.6,16.445668122639464,0.6000000000000227,-10.899999999999975,12.300000000000011,458.4,-291.1,-172.3,572.2630514020627,459,-302,-160
68,0.0,toyota,tercel,0.0,0,1,0.0,12:43.0,12.355565547557886,-2.3999999999999773,-11.899999999999974,2.300000000000012,458.4,-291.1,-172.3,573.2756753953546,456,-303,-170
69,0.0,toyota,tercel,0.0,0,1,0.0,12:43.4,11.439405578962555,2.6000000000000227,-10.899999999999975,2.300000000000012,458.4,-291.1,-172.3,576.7365082947324,461,-302,-170
70,0.0,toyota,tercel,0.0,0,1,0.0,12:43.8,17.80056178888745,4.600000000000024,-10.899999999999975,13.300000000000011,458.4,-291.1,-172.3,575.1990959659099,463,-302,-159
71,0.0,toyota,tercel,0.0,0,1,0.0,12:44.3,17.118995297621872,-0.3999999999999773,-11.899999999999974,12.300000000000011,458.4,-291.1,-172.3,571.9903845345654,458,-303,-160
72,0.0,toyota,tercel,0.0,0,1,0.0,12:44.7,12.428193754524406,-1.3999999999999773,-11.899999999999974,3.300000000000012,458.4,-291.1,-172.3,573.7760887314843,457,-303,-169
73,0.0,toyota,tercel,0.0,0,1,0.0,12:45.1,11.378049041905198,3.6000000000000227,-9.899999999999975,4.300000000000011,458.4,-291.1,-172.3,576.427792529125,462,-301,-168
74,0.0,toyota,tercel,0.0,0,1,0.0,12:45.5,14.773625147539105,3.6000000000000227,-10.899999999999975,9.300000000000011,458.4,-291.1,-172.3,575.5145523789994,462,-302,-163
75,0.0,toyota,tercel,0.0,0,1,0.0,12:45.9,6.903622237637263,-1.3999999999999773,-5.899999999999977,3.300000000000012,458.4,-291.1,-172.3,570.6303532059962,457,-297,-169
76,0.0,toyota,tercel,0.0,0,1,0.0,12:46.4,5.5551777649324325,-1.3999999999999773,-3.899999999999977,-3.6999999999999886,458.4,-291.1,-172.3,571.7079674099356,457,-295,-176
77,0.0,toyota,tercel,0.0,0,1,0.0,12:46.8,6.169278726074878,4.600000000000024,-3.899999999999977,1.3000000000000114,458.4,-291.1,-172.3,575.0086955864233,463,-295,-171
78,0.0,toyota,tercel,0.0,0,1,0.0,12:47.2,10.433599570617991,2.6000000000000227,-7.899999999999977,6.300000000000012,458.4,-291.1,-172.3,574.0017421576349,461,-299,-166
79,0.0,toyota,tercel,0.0,0,1,0.0,12:47.6,9.594790253048766,-1.3999999999999773,-8.899999999999975,3.300000000000012,458.4,-291.1,-172.3,572.1975183448458,457,-300,-169
80,0.0,toyota,tercel,0.0,0,1,0.0,12:48.0,8.322259308625258,2.6000000000000227,-7.899999999999977,0.30000000000001137,458.4,-291.1,-172.3,575.7655772968717,461,-299,-172
81,0.0,toyota,tercel,0.0,0,1,0.0,12:48.5,4.7812132351527925,4.600000000000024,0.10000000000002274,1.3000000000000114,458.4,-291.1,-172.3,572.9668402272507,463,-291,-171
82,0.0,toyota,tercel,0.0,0,1,0.0,12:48.9,7.159608927867491,-1.3999999999999773,2.1000000000000227,-6.699999999999988,458.4,-291.1,-172.3,569.5708911101408,457,-289,-179
83,0.0,toyota,tercel,0.0,0,1,0.0,12:49.3,6.1692787260748485,0.6000000000000227,-5.899999999999977,-1.6999999999999886,458.4,-291.1,-172.3,573.7299016087622,459,-297,-174
84,0.0,toyota,tercel,0.0,0,1,0.0,12:49.7,12.126829758844645,5.600000000000024,-7.899999999999977,7.300000000000012,458.4,-291.1,-172.3,576.1267221714334,464,-299,-165
85,0.0,toyota,tercel,0.0,0,1,0.0,12:50.2,12.572191535289294,2.6000000000000227,-9.899999999999975,7.300000000000012,458.4,-291.1,-172.3,574.7582100327057,461,-301,-165
86,0.0,toyota,tercel,0.0,0,1,0.0,12:50.6,10.993634521849431,0.6000000000000227,-10.899999999999975,1.3000000000000114,458.4,-291.1,-172.3,575.4354872616042,459,-302,-171
87,0.0,toyota,tercel,0.0,0,1,0.0,12:51.0,12.2825078872354,4.600000000000024,-10.899999999999975,3.300000000000012,458.4,-291.1,-172.3,578.0432509769488,463,-302,-169
88,0.0,toyota,tercel,0.0,0,1,0.0,12:51.4,15.220381072758979,4.600000000000024,-11.899999999999974,8.300000000000011,458.4,-291.1,-172.3,577.1256362353001,463,-303,-164
89,0.0,toyota,tercel,0.0,0,1,0.0,12:51.8,12.135073135337901,0.6000000000000227,-10.899999999999975,5.300000000000012,458.4,-291.1,-172.3,574.2595232122842,459,-302,-167
90,0.0,toyota,tercel,0.0,0,1,0.0,12:52.3,18.736595208308238,1.6000000000000227,-17.899999999999977,5.300000000000012,458.4,-291.1,-172.3,578.7659285065077,460,-309,-167
91,0.0,toyota,tercel,0.0,0,1,0.0,12:52.7,30.05761134887468,3.6000000000000227,-20.899999999999977,21.30000000000001,458.4,-291.1,-172.3,577.5716405780325,462,-312,-151
92,0.0,toyota,tercel,0.0,0,1,0.0,12:53.1,37.06831531105777,-1.3999999999999773,-23.899999999999977,28.300000000000008,458.4,-291.1,-172.3,573.4195671582893,457,-315,-144
93,0.0,toyota,tercel,0.0,0,1,0.0,12:53.5,41.77391530608544,-10.399999999999975,-27.899999999999977,29.300000000000008,458.4,-291.1,-172.3,568.2552243490595,448,-319,-143
94,0.0,toyota,tercel,0.0,0,1,0.0,12:53.9,47.676619007643545,-18.399999999999977,-30.899999999999977,31.300000000000008,458.4,-291.1,-172.3,563.1740405949123,440,-322,-141
95,0.0,toyota,tercel,0.0,0,1,0.0,12:54.4,52.360863247276576,-31.399999999999977,-30.899999999999977,28.300000000000008,458.4,-291.1,-172.3,553.8492574699363,427,-322,-144
96,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:54.8,56.08440068325592,-42.39999999999998,-29.899999999999977,21.30000000000001,458.4,-291.1,-172.3,546.7156482121213,416,-321,-151
97,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:55.2,57.58524116472898,-47.399999999999984,-28.899999999999977,15.300000000000011,458.4,-291.1,-172.3,544.0312491024756,411,-320,-157
98,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:55.6,55.5397155196171,-48.399999999999984,-26.899999999999977,4.300000000000011,458.4,-291.1,-172.3,545.3879353267727,410,-318,-168
99,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:56.1,56.264198208096744,-45.399999999999984,-32.899999999999984,-4.699999999999988,458.4,-291.1,-172.3,553.9620925659084,413,-324,-177
100,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:56.5,60.08211048223919,-44.399999999999984,-35.89999999999998,-18.69999999999999,458.4,-291.1,-172.3,561.0757524612875,414,-327,-191
101,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:57.4,74.81751131920919,-35.39999999999998,-62.899999999999984,-19.69999999999999,458.4,-291.1,-172.3,584.0453749495839,423,-354,-192
102,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:57.8,79.98912426073932,-38.39999999999998,-67.89999999999998,-17.69999999999999,458.4,-291.1,-172.3,584.2781871677222,420,-359,-190
103,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:58.2,95.88774687101576,-55.399999999999984,-74.89999999999998,-22.699999999999992,458.4,-291.1,-172.3,578.2646452965978,403,-366,-195
104,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:58.6,154.35433262464645,-59.399999999999984,-90.89999999999998,-109.7,458.4,-291.1,-172.3,620.2007739434061,399,-382,-282
105,0.0,toyota,tercel,222.75524685178573,2,1,0.0,12:59.0,168.66552700537238,22.600000000000023,-164.89999999999995,27.300000000000008,458.4,-291.1,-172.3,678.4703383346982,481,-456,-145
106,0.0,toyota,tercel,111.37762342589286,1,1,0.0,12:59.5,220.2627067844214,-47.399999999999984,-212.9,-30.699999999999992,458.4,-291.1,-172.3,681.2826138982265,411,-504,-203
107,0.0,toyota,tercel,111.37762342589286,1,1,0.0,12:59.9,214.19444437239727,-3.3999999999999773,-213.9,-10.699999999999989,458.4,-291.1,-172.3,703.9453103757422,455,-505,-183
108,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:00.3,193.92385103436862,-1.3999999999999773,-193.9,-2.6999999999999886,458.4,-291.1,-172.3,688.9840346481187,457,-485,-175
109,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:00.7,178.6109179193702,-4.399999999999976,-177.89999999999995,15.300000000000011,458.4,-291.1,-172.3,671.361303621232,454,-469,-157
110,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:01.2,175.27652438361503,-10.399999999999975,-173.89999999999995,19.30000000000001,458.4,-291.1,-172.3,663.579686247251,448,-465,-153
111,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:01.6,177.9085720250713,-8.399999999999977,-175.89999999999995,25.300000000000008,458.4,-291.1,-172.3,664.9796989382457,450,-467,-147
112,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:02.0,179.26142920327285,-0.3999999999999773,-174.89999999999995,39.30000000000001,458.4,-291.1,-172.3,666.7900719116925,458,-466,-133
113,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:02.4,189.70571947097432,-2.3999999999999773,-182.9,50.30000000000001,458.4,-291.1,-172.3,668.9514182659307,456,-474,-122
114,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:02.8,182.3827294455261,-8.399999999999977,-177.89999999999995,39.30000000000001,458.4,-291.1,-172.3,663.4380151905677,450,-469,-133
115,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:03.3,171.14864884070803,-4.399999999999976,-168.89999999999995,27.300000000000008,458.4,-291.1,-172.3,662.375271277544,454,-460,-145
116,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:03.7,175.72666274643692,-2.3999999999999773,-172.89999999999995,31.300000000000008,458.4,-291.1,-172.3,665.6673343345008,456,-464,-141
117,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:04.1,184.08546927989724,-10.399999999999975,-181.9,26.300000000000008,458.4,-291.1,-172.3,667.6443664107413,448,-473,-146
118,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:04.5,197.3480681435721,-8.399999999999977,-196.9,10.300000000000011,458.4,-291.1,-172.3,683.2920312721347,450,-488,-162
119,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:04.9,201.11553893222668,-0.3999999999999773,-200.9,9.300000000000011,458.4,-291.1,-172.3,691.6624899472287,458,-492,-163
120,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:05.4,201.5650267283489,-1.3999999999999773,-200.9,16.300000000000008,458.4,-291.1,-172.3,689.3830575231741,457,-492,-156
121,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:05.8,197.45242464958488,-6.399999999999977,-196.9,13.300000000000011,458.4,-291.1,-172.3,683.9071574417102,452,-488,-159
122,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:06.2,195.08782637571213,-7.399999999999977,-194.9,4.300000000000011,458.4,-291.1,-172.3,683.974414726165,451,-486,-168
123,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:06.6,191.34121354271798,-6.399999999999977,-190.9,11.300000000000011,458.4,-291.1,-172.3,680.109549999116,452,-482,-161
124,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:07.1,192.47716747708026,-8.399999999999977,-191.9,12.300000000000011,458.4,-291.1,-172.3,679.2562108659736,450,-483,-160
125,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:07.5,186.34983230472733,-12.399999999999974,-185.9,-3.6999999999999886,458.4,-291.1,-172.3,676.3290619217837,446,-477,-176
126,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:07.9,182.1737083116002,-7.399999999999977,-181.9,-6.699999999999988,458.4,-291.1,-172.3,677.6215758076185,451,-473,-179
127,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:08.3,180.01849904940326,-6.399999999999977,-179.89999999999995,1.3000000000000114,458.4,-291.1,-172.3,674.8229397404923,452,-471,-171
128,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:08.7,182.21706835529977,-10.399999999999975,-181.9,-2.6999999999999886,458.4,-291.1,-172.3,674.5798692519662,448,-473,-175
129,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:09.2,185.16927390903703,-7.399999999999977,-184.9,-6.699999999999988,458.4,-291.1,-172.3,679.7190596121312,451,-476,-179
130,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:09.6,184.99854053478364,-5.399999999999976,-184.9,-2.6999999999999886,458.4,-291.1,-172.3,680.0073529014227,453,-476,-175
131,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:10.0,184.09633347788326,-8.399999999999977,-183.9,1.3000000000000114,458.4,-291.1,-172.3,676.2884000188085,450,-475,-171
132,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:10.4,183.2639080670277,-9.399999999999975,-182.9,-6.699999999999988,458.4,-291.1,-172.3,676.991875874445,449,-474,-179
133,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:10.8,182.9903276132375,-4.399999999999976,-182.9,-3.6999999999999886,458.4,-291.1,-172.3,679.5351352211304,454,-474,-176
134,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:11.3,183.9936411944717,-5.399999999999976,-183.9,2.300000000000012,458.4,-291.1,-172.3,678.03687215372,453,-475,-170
135,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:11.7,184.25433509147075,-11.399999999999974,-183.9,-0.6999999999999886,458.4,-291.1,-172.3,674.8058980180894,447,-475,-173
136,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:12.1,183.21533778589603,-8.399999999999977,-182.9,-6.699999999999988,458.4,-291.1,-172.3,677.6555172061983,450,-474,-179
137,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:12.5,185.04015780365083,-6.399999999999977,-184.9,3.300000000000012,458.4,-291.1,-172.3,677.8207727710918,452,-476,-169
138,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:13.0,182.25767473552375,-10.399999999999975,-181.9,-4.699999999999988,458.4,-291.1,-172.3,675.1014738541163,448,-473,-177
139,0.0,toyota,tercel,111.37762342589286,1,1,0.0,13:13.4,180.49947368344317,-7.399999999999977,-179.89999999999995,-12.699999999999989,458.4,-291.1,-172.3,677.8399516109979,451,-471,-185
