,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
0,1,toyota,clotplus,0.0,0,0.0,0.0,21:27.5,5.6964901474504375,-0.3999999999999773,2.6999999999999886,5.0,455.4,-294.7,-171.0,565.5484064162855,455,-292,-166
1,1,toyota,clotplus,0.0,0,0.0,0.0,21:27.9,12.002083152519806,-3.3999999999999773,5.699999999999988,-10.0,455.4,-294.7,-171.0,566.2031437567263,452,-289,-181
2,1,toyota,clotplus,0.0,0,0.0,0.0,21:28.4,4.738143096192869,1.6000000000000227,-3.300000000000012,-3.0,455.4,-294.7,-171.0,572.650853487533,457,-298,-174
3,1,toyota,clotplus,0.0,0,0.0,0.0,21:28.8,9.932270636667138,2.6000000000000227,-3.300000000000012,9.0,455.4,-294.7,-171.0,569.9228017898563,458,-298,-162
4,1,toyota,clotplus,0.0,0,0.0,0.0,21:29.2,5.800862004909258,-2.3999999999999773,1.6999999999999886,5.0,455.4,-294.7,-171.0,564.4590330573159,453,-293,-166
5,1,toyota,clotplus,0.0,0,0.0,0.0,21:29.6,12.531959144523249,-2.3999999999999773,2.6999999999999886,-12.0,455.4,-294.7,-171.0,569.1765982540041,453,-292,-183
6,1,toyota,clotplus,0.0,0,0.0,0.0,21:30.0,8.697700845625832,4.600000000000024,-4.300000000000011,6.0,455.4,-294.7,-171.0,572.9101151140552,460,-299,-165
7,1,toyota,clotplus,0.0,0,0.0,0.0,21:30.5,8.26135582092916,1.6000000000000227,-1.3000000000000114,8.0,455.4,-294.7,-171.0,568.3608009002733,457,-296,-163
8,1,toyota,clotplus,0.0,0,0.0,0.0,21:30.9,5.024937810560443,-2.3999999999999773,-4.300000000000011,-1.0,455.4,-294.7,-171.0,569.3803649582587,453,-299,-172
9,1,toyota,clotplus,0.0,0,0.0,0.0,21:31.3,7.940403012442122,0.6000000000000227,3.6999999999999886,-7.0,455.4,-294.7,-171.0,569.4743189995489,456,-291,-178
10,1,toyota,clotplus,0.0,0,0.0,0.0,21:31.7,3.6945906403822435,2.6000000000000227,1.6999999999999886,-2.0,455.4,-294.7,-171.0,570.5628799702974,458,-293,-173
11,1,toyota,clotplus,0.0,0,0.0,0.0,21:32.2,4.6529560496527465,0.6000000000000227,-2.300000000000012,4.0,455.4,-294.7,-171.0,569.2398440025082,456,-297,-167
12,1,toyota,clotplus,0.0,0,0.0,0.0,21:32.6,9.769851585361993,3.6000000000000227,-4.300000000000011,8.0,455.4,-294.7,-171.0,571.5339010067556,459,-299,-163
13,1,toyota,clotplus,0.0,0,0.0,0.0,21:33.0,7.762087348130011,-2.3999999999999773,-4.300000000000011,6.0,455.4,-294.7,-171.0,567.3050325882894,453,-299,-165
14,1,toyota,clotplus,0.0,0,0.0,0.0,21:33.4,6.682065548915234,-2.3999999999999773,1.6999999999999886,-6.0,455.4,-294.7,-171.0,567.7913349109865,453,-293,-177
15,1,toyota,clotplus,0.0,0,0.0,0.0,21:33.8,2.8017851452244025,2.6000000000000227,-0.30000000000001137,1.0,455.4,-294.7,-171.0,570.6916855886373,458,-295,-170
16,1,toyota,clotplus,0.0,0,0.0,0.0,21:34.3,10.210288928331073,1.6000000000000227,-1.3000000000000114,10.0,455.4,-294.7,-171.0,567.7904543051072,457,-296,-161
17,1,toyota,clotplus,0.0,0,0.0,0.0,21:34.7,3.5566838487557266,-2.3999999999999773,1.6999999999999886,2.0,455.4,-294.7,-171.0,565.3485650463791,453,-293,-169
18,1,toyota,clotplus,0.0,0,0.0,0.0,21:35.1,2.906888370749713,-2.3999999999999773,-1.3000000000000114,-1.0,455.4,-294.7,-171.0,567.8107078948053,453,-296,-172
19,1,toyota,clotplus,0.0,0,0.0,0.0,21:35.5,7.500000000000006,2.6000000000000227,0.6999999999999886,7.0,455.4,-294.7,-171.0,568.4153411019092,458,-294,-164
20,1,toyota,clotplus,0.0,0,0.0,0.0,21:36.0,8.333666660000269,-0.3999999999999773,-2.300000000000012,8.0,455.4,-294.7,-171.0,567.2768283651291,455,-297,-163
21,1,toyota,clotplus,0.0,0,0.0,0.0,21:36.4,5.590169943749462,-4.399999999999976,-3.300000000000012,1.0,455.4,-294.7,-171.0,566.661274484149,451,-298,-170
22,1,toyota,clotplus,0.0,0,0.0,0.0,21:36.8,3.4713109915419644,-0.3999999999999773,-3.300000000000012,1.0,455.4,-294.7,-171.0,569.8499802579622,455,-298,-170
23,1,toyota,clotplus,0.0,0,0.0,0.0,21:37.2,9.88180145520036,3.6000000000000227,8.699999999999989,-3.0,455.4,-294.7,-171.0,568.1135449890278,459,-286,-174
24,1,toyota,clotplus,0.0,0,0.0,0.0,21:37.6,8.766413177577247,-1.3999999999999773,-3.300000000000012,8.0,455.4,-294.7,-171.0,567.0,454,-298,-163
