,Backward,Brand,Category,Class,Class_Target,Forward,Mag_Index,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
0,0.0,toyota,clotplus,0.0,0,1,1.0,5.991660871578099,-2.200000000000003,0.9000000000000057,-5.5,50.2,-195.9,-145.5,251.2568407028951,48.0,-195.0,-151.0,-962.1993127147766,-652.0899009630909,-0.6072116838484697,54.30134319010108,247.135590314305,1839.1291042253065,543.0134319010108,543.0134319010108,498.40000000000003,389.20000000000005
1,0.0,toyota,clotplus,0.0,0,1,1.0,2.8460498941515384,2.799999999999997,-0.09999999999999432,0.5,50.2,-195.9,-145.5,249.499498997493,53.0,-196.0,-145.0,-1003.4364261168384,517.5271924299801,1.0414396955092449,53.007577072179046,248.797909959067,2293.220402822233,530.0757707217905,530.0757707217905,486.40000000000003,389.20000000000005
2,0.0,toyota,clotplus,0.0,0,1,1.0,4.571651780264983,0.7999999999999972,-0.09999999999999432,4.5,50.2,-195.9,-145.5,246.7752013472991,51.0,-196.0,-141.0,-1030.9278350515463,558.1563056514351,-0.034675190366097605,-23.996623581554346,251.5511876338492,2359.3146513225965,-239.96623581554343,-239.96623581554343,490.40000000000003,395.20000000000005
3,0.0,toyota,clotplus,0.0,0,1,1.0,6.920982589199313,-4.200000000000003,-0.09999999999999432,-5.5,50.2,-195.9,-145.5,251.6604855753084,46.0,-196.0,-151.0,-962.1993127147766,-487.9569478989243,-1.0472485435185552,61.80291066665765,246.77317520346494,1790.8871540760103,618.0291066665765,618.0291066665765,500.40000000000003,390.20000000000005
4,0.0,toyota,clotplus,0.0,0,1,1.0,3.0822070014844867,1.7999999999999972,-0.09999999999999432,-2.5,50.2,-195.9,-145.5,251.0458125522113,52.0,-196.0,-148.0,-982.8178694158075,526.9651864139663,0.5073701593609788,15.356386121689935,247.24320010871887,1363.4627225344925,153.56386121689937,153.56386121689937,488.40000000000003,387.20000000000005
5,0.0,toyota,clotplus,0.0,0,1,1.0,3.7549966711037155,2.799999999999997,-0.09999999999999432,2.5,50.2,-195.9,-145.5,248.34250542345745,53.0,-196.0,-143.0,-1017.1821305841924,517.5271924299801,0.716304296455117,28.66886839471867,249.97679892342012,2553.6764798975414,286.68868394718675,286.68868394718675,486.40000000000003,391.20000000000005
6,0.0,toyota,clotplus,0.0,0,1,1.0,3.53553390593274,-3.200000000000003,-0.09999999999999432,1.5,50.2,-195.9,-145.5,247.71152577141015,47.0,-196.0,-144.0,-1010.3092783505155,-484.13866185467975,-1.4598047123635185,85.43301172237196,250.5956903061184,2872.929578038191,854.3301172237196,854.3301172237196,498.40000000000003,396.20000000000005
7,0.0,toyota,clotplus,0.0,0,1,1.0,3.8078865529319565,-1.2000000000000028,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.25387109893026,49.0,-195.0,-149.0,-975.9450171821305,-700.0000000000003,-0.5051773031632716,56.33689877316203,248.06491086004084,1874.4329211797806,563.3689877316202,563.3689877316202,496.40000000000003,390.20000000000005
8,0.0,toyota,clotplus,0.0,0,1,1.0,6.774953874381726,3.799999999999997,-1.0999999999999943,5.5,50.2,-195.9,-145.5,247.63884994079584,54.0,-197.0,-140.0,-1037.8006872852234,619.3111704778089,0.5759782364235138,-5.444509000406706,250.80071770232237,2379.195356111605,-54.445090004067055,-54.445090004067055,482.40000000000003,392.20000000000005
9,0.0,toyota,clotplus,0.0,0,1,1.0,2.7748873851023226,-1.2000000000000028,-0.09999999999999432,2.5,50.2,-195.9,-145.5,247.5196961859803,49.0,-196.0,-143.0,-1017.1821305841924,-456.7501391955725,-0.8449381581966942,36.70573399047705,250.7660264070873,2869.203046936549,367.0573399047705,367.0573399047705,494.40000000000003,395.20000000000005
10,0.0,toyota,clotplus,0.0,0,1,1.0,6.457553716385176,-3.200000000000003,-1.0999999999999943,-5.5,50.2,-195.9,-145.5,252.62422686670413,47.0,-197.0,-151.0,-962.1993127147766,-310.30341539691057,-1.131590804472067,35.08282210564572,245.76126627277944,1580.7171380076586,350.82822105645715,350.82822105645715,496.40000000000003,388.20000000000005
11,0.0,toyota,clotplus,0.0,0,1,1.0,3.3015148038438347,2.799999999999997,0.9000000000000057,-1.5,50.2,-195.9,-145.5,249.88597399614088,53.0,-195.0,-147.0,-989.6907216494845,323.00969043607046,0.6106130258278678,71.58358628470873,248.421013603922,1835.2157986370626,715.8358628470874,715.8358628470874,488.40000000000003,388.20000000000005
12,0.0,toyota,clotplus,0.0,0,1,1.0,3.5916569992135936,0.7999999999999972,-0.09999999999999432,3.5,50.2,-195.9,-145.5,247.34793308212625,51.0,-196.0,-142.0,-1024.0549828178694,558.1563056514351,0.02800234225100209,-24.4329967793359,250.9561714722314,2338.2317099585207,-244.32996779335903,-244.32996779335903,490.40000000000003,394.20000000000005
13,0.0,toyota,clotplus,0.0,0,1,1.0,4.062019202317982,-3.200000000000003,-0.09999999999999432,-2.5,50.2,-195.9,-145.5,250.05799327356044,47.0,-196.0,-148.0,-982.8178694158075,-484.13866185467975,-1.2987686230232205,76.81763615589713,248.2704170858864,1782.4255721194145,768.1763615589713,768.1763615589713,498.40000000000003,392.20000000000005
14,0.0,toyota,clotplus,0.0,0,1,1.0,3.619392214170773,-0.20000000000000284,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.45159212909786,50.0,-195.0,-149.0,-975.9450171821305,-596.558759001305,-0.2480771006162544,31.580039991833154,247.8596376984361,1674.732490340625,315.80039991833155,315.80039991833155,494.40000000000003,389.20000000000005
15,0.0,toyota,clotplus,0.0,0,1,1.0,6.23698645180507,2.799999999999997,0.9000000000000057,5.5,50.2,-195.9,-145.5,245.8332768361517,53.0,-195.0,-140.0,-1037.8006872852234,323.00969043607046,0.265880251709111,14.026342671314085,252.5430656343587,2643.9263584683326,140.26342671314086,140.26342671314086,488.40000000000003,395.20000000000005
16,0.0,toyota,clotplus,0.0,0,1,1.0,2.6645825188948478,-2.200000000000003,-0.09999999999999432,1.5,50.2,-195.9,-145.5,247.90320691753868,48.0,-196.0,-144.0,-1010.3092783505155,-476.7804396458262,-1.3717230717301618,76.56336648452431,250.3845043128668,2922.909025728387,765.6336648452431,765.6336648452431,496.40000000000003,395.20000000000005
17,0.0,toyota,clotplus,0.0,0,1,1.0,4.743416490252571,-3.200000000000003,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,250.6511520021402,47.0,-196.0,-149.0,-975.9450171821305,-484.13866185467975,-1.1448843550332484,66.54193528222501,247.69578115099176,1795.2030436249747,665.4193528222502,665.4193528222502,498.40000000000003,391.20000000000005
18,0.0,toyota,clotplus,0.0,0,1,1.0,4.277849927241488,3.799999999999997,1.9000000000000057,-0.5,50.2,-195.9,-145.5,248.73278834926447,54.0,-194.0,-146.0,-996.5635738831616,223.60679774997797,0.5581559469352679,92.07103842096775,249.60528840551436,2384.4189262918208,920.7103842096775,920.7103842096775,488.40000000000003,389.20000000000005
19,0.0,toyota,clotplus,0.0,0,1,1.0,6.610597552415364,0.7999999999999972,0.9000000000000057,6.5,50.2,-195.9,-145.5,244.840764579757,51.0,-195.0,-139.0,-1044.6735395189005,-41.52273992687345,-0.08724509258362,-4.171932709558357,253.52435780413686,2570.2499850014283,-41.719327095583566,-41.719327095583566,492.40000000000003,398.20000000000005
20,0.0,toyota,clotplus,0.0,0,1,1.0,6.3639610306789285,-3.200000000000003,-0.09999999999999432,-5.5,50.2,-195.9,-145.5,251.84519054371478,47.0,-196.0,-151.0,-962.1993127147766,-484.13866185467975,-0.9139856186716909,51.27456790055381,246.55465925429195,1755.160499418512,512.7456790055381,512.7456790055381,498.40000000000003,389.20000000000005
21,0.0,toyota,clotplus,0.0,0,1,1.0,4.03732584763727,1.7999999999999972,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.85852586667252,52.0,-195.0,-149.0,-975.9450171821305,223.60679774997686,0.24210171790306595,27.76433778403774,247.46070395115262,1536.4727393521027,277.6433778403774,277.6433778403774,490.40000000000003,387.20000000000005
22,0.0,toyota,clotplus,0.0,0,1,1.0,5.958187643906491,3.799999999999997,0.9000000000000057,4.5,50.2,-195.9,-145.5,246.6211669747753,54.0,-195.0,-141.0,-1030.9278350515463,371.3069518053974,0.4654233233980363,34.27315405354552,251.76020336820514,2712.9487118060497,342.73154053545517,342.73154053545517,486.40000000000003,393.20000000000005
23,0.0,toyota,clotplus,0.0,0,1,1.0,2.8809720581775866,-2.200000000000003,-1.0999999999999943,1.5,50.2,-195.9,-145.5,248.69459181896175,48.0,-197.0,-144.0,-1010.3092783505155,-223.6067977499807,-2.385910212594373,35.933328252774466,249.60328523479012,2474.3262755057553,359.33328252774464,359.33328252774464,494.40000000000003,394.20000000000005
24,0.0,toyota,clotplus,0.0,0,1,1.0,5.594640292279748,-3.200000000000003,0.9000000000000057,-4.5,50.2,-195.9,-145.5,250.467562770112,47.0,-195.0,-150.0,-969.0721649484536,-616.698258536092,-0.816594337297278,75.15990774927032,247.9169215684964,1940.9863847676868,751.5990774927031,751.5990774927031,500.40000000000003,391.20000000000005
25,0.0,toyota,clotplus,0.0,0,1,1.0,2.9832867780352585,2.799999999999997,0.9000000000000057,0.5,50.2,-195.9,-145.5,248.71469598718932,53.0,-195.0,-145.0,-1003.4364261168384,323.00969043607046,0.6774423191235864,82.16352905061592,249.58565663915866,2576.698211163523,821.6352905061592,821.6352905061592,488.40000000000003,390.20000000000005
26,0.0,toyota,clotplus,0.0,0,1,1.0,5.558776843874918,0.7999999999999972,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.2051989702898,51.0,-196.0,-140.0,-1037.8006872852234,558.1563056514351,-0.07494418270757366,-21.18798220485675,252.14876561268352,2399.373278060271,-211.8798220485675,-211.8798220485675,490.40000000000003,396.20000000000005
27,0.0,toyota,clotplus,0.0,0,1,1.0,3.7013511046643504,-3.200000000000003,-1.0999999999999943,-1.5,50.2,-195.9,-145.5,250.25387109893026,47.0,-197.0,-147.0,-989.6907216494845,-310.30341539691057,-2.1794374216837773,56.54966535596459,248.06168587671897,1733.956068742434,565.496653559646,565.496653559646,496.40000000000003,392.20000000000005
28,0.0,toyota,clotplus,0.0,0,1,1.0,5.02991053598372,-1.2000000000000028,1.9000000000000057,-4.5,50.2,-195.9,-145.5,250.0739890512406,49.0,-194.0,-150.0,-969.0721649484536,-689.7409472094764,-0.37804645226554984,63.50679706323087,248.28975009049407,1914.7621408772213,635.0679706323087,635.0679706323087,498.40000000000003,390.20000000000005
29,0.0,toyota,clotplus,0.0,0,1,1.0,5.244044240850757,3.799999999999997,0.9000000000000057,3.5,50.2,-195.9,-145.5,247.19425559668656,54.0,-195.0,-142.0,-1024.0549828178694,371.3069518053974,0.5460951652899368,45.702874986110096,251.16568236922814,2732.533658902913,457.028749861101,457.028749861101,486.40000000000003,392.20000000000005
30,0.0,toyota,clotplus,0.0,0,1,1.0,2.9832867780352585,-1.2000000000000028,-1.0999999999999943,2.5,50.2,-195.9,-145.5,248.31230336010336,49.0,-197.0,-143.0,-1017.1821305841924,-30.714755841700214,-1.4457128496163443,0.41649324764243545,249.98599960797804,2443.3750807551332,4.1649324764243545,4.1649324764243545,492.40000000000003,394.20000000000005
31,0.0,toyota,clotplus,0.0,0,1,1.0,5.576737397439476,-4.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.24888059452127,46.0,-197.0,-149.0,-975.9450171821305,-357.00641577128187,-1.6205397792496146,56.77625463144304,247.1242602416849,1587.2885523502619,567.7625463144303,567.7625463144303,498.40000000000003,391.20000000000005
32,0.0,toyota,clotplus,0.0,0,1,1.0,6.8044103344816,1.7999999999999972,0.9000000000000057,-6.5,50.2,-195.9,-145.5,252.65193448695382,52.0,-195.0,-152.0,-955.3264604810997,223.60679774997686,0.06862138401766078,2.6303904896653463,245.75150050406612,1352.8670415637473,26.303904896653464,26.303904896653464,490.40000000000003,384.20000000000005
33,0.0,toyota,clotplus,0.0,0,1,1.0,5.787918451395112,1.7999999999999972,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.41428530018302,52.0,-196.0,-140.0,-1037.8006872852234,526.9651864139663,0.14237501772458383,-15.925652379944754,251.9547578435462,2412.8255453772995,-159.25652379944754,-159.25652379944754,488.40000000000003,395.20000000000005
34,0.0,toyota,clotplus,0.0,0,1,1.0,4.135214625627068,-2.200000000000003,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,250.84058682757063,48.0,-196.0,-149.0,-975.9450171821305,-476.7804396458262,-0.9624344116932387,51.97153447977937,247.48212056631488,1758.0232066895767,519.7153447977937,519.7153447977937,496.40000000000003,390.20000000000005
35,0.0,toyota,clotplus,0.0,0,1,1.0,4.868264577855235,-3.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.4338879308038,47.0,-197.0,-149.0,-975.9450171821305,-310.30341539691057,-1.5325770686271218,44.32471854801098,246.90605500878263,1554.1081151757537,443.24718548010975,443.24718548010975,496.40000000000003,390.20000000000005
36,0.0,toyota,clotplus,0.0,0,1,1.0,3.3015148038438347,2.799999999999997,0.9000000000000057,1.5,50.2,-195.9,-145.5,248.1330288373557,53.0,-195.0,-144.0,-1010.3092783505155,323.00969043607046,0.6106130258278678,69.52173061460564,250.17194087267262,2743.8895978601367,695.2173061460564,695.2173061460564,488.40000000000003,391.20000000000005
37,0.0,toyota,clotplus,0.0,0,1,1.0,5.282045058497699,1.7999999999999972,-2.0999999999999943,4.5,50.2,-195.9,-145.5,248.57393266390585,52.0,-198.0,-141.0,-1030.9278350515463,705.0239879106326,0.3582672343908611,-50.28951196881394,249.80192152983932,1964.0015804860323,-502.8951196881394,-502.8951196881394,484.40000000000003,392.20000000000005
38,0.0,toyota,clotplus,0.0,0,1,1.0,4.277849927241488,-2.200000000000003,-1.0999999999999943,3.5,50.2,-195.9,-145.5,247.54191564258366,48.0,-197.0,-142.0,-1024.0549828178694,-223.6067977499807,-1.3525895527826284,22.09105243017482,250.78636326562895,2647.1596397429676,220.91052430174818,220.91052430174818,494.40000000000003,396.20000000000005
39,0.0,toyota,clotplus,0.0,0,1,1.0,6.024948132556827,-2.200000000000003,-1.0999999999999943,-5.5,50.2,-195.9,-145.5,252.81218325072865,48.0,-197.0,-151.0,-962.1993127147766,-223.6067977499807,-0.9385406039265369,20.820186002319442,245.54592238520274,1499.2459881612203,208.2018600231944,208.2018600231944,494.40000000000003,387.20000000000005
40,0.0,toyota,clotplus,0.0,0,1,1.0,2.345207879911712,1.7999999999999972,-0.09999999999999432,1.5,50.2,-195.9,-145.5,248.70866490735702,52.0,-196.0,-144.0,-1010.3092783505155,526.9651864139663,0.7611036985502881,29.940205604667504,249.57804390610966,2533.33959721605,299.402056046675,299.402056046675,488.40000000000003,391.20000000000005
41,0.0,toyota,clotplus,0.0,0,1,1.0,2.626785107312738,0.7999999999999972,-0.09999999999999432,2.5,50.2,-195.9,-145.5,247.92337525937324,51.0,-196.0,-143.0,-1017.1821305841924,558.1563056514351,0.1377274539758231,-16.586778612666986,250.3637353931276,2387.074192743152,-165.86778612666987,-165.86778612666987,490.40000000000003,393.20000000000005
42,0.0,toyota,clotplus,0.0,0,1,1.0,3.3615472627943266,-3.200000000000003,0.9000000000000057,-0.5,50.2,-195.9,-145.5,248.09272460110554,47.0,-195.0,-146.0,-996.5635738831616,-616.698258536092,-1.0942827417979868,121.09398535026492,250.21350882796077,2642.788511810656,1210.9398535026492,1210.9398535026492,500.40000000000003,395.20000000000005
43,0.0,toyota,clotplus,0.0,0,1,1.0,3.5071355833500366,-0.20000000000000284,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,251.23096942853203,50.0,-196.0,-149.0,-975.9450171821305,-223.60679774999804,-0.34114626903967066,4.039526714639596,247.06638783938217,1430.2795804728507,40.395267146395966,40.395267146395966,492.40000000000003,388.20000000000005
44,0.0,toyota,clotplus,0.0,0,1,1.0,4.086563348340507,3.799999999999997,-0.09999999999999432,1.5,50.2,-195.9,-145.5,249.134501825821,54.0,-196.0,-144.0,-1010.3092783505155,512.9803007205393,0.9560549610786127,47.99258712675325,249.19791331389595,2441.3178515443733,479.9258712675325,479.9258712675325,484.40000000000003,389.20000000000005
45,0.0,toyota,clotplus,0.0,0,1,1.0,5.0299105359837135,0.7999999999999972,-2.0999999999999943,4.5,50.2,-195.9,-145.5,248.36666442983045,51.0,-198.0,-141.0,-1030.9278350515463,645.2415312604778,-0.11509641015282021,-61.96518582021003,249.9975999884799,1889.9502096499612,-619.6518582021004,-619.6518582021004,486.40000000000003,393.20000000000005
46,0.0,toyota,clotplus,0.0,0,1,1.0,3.53553390593274,-3.200000000000003,-0.09999999999999432,-1.5,50.2,-195.9,-145.5,249.46743274423616,47.0,-196.0,-147.0,-989.6907216494845,-484.13866185467975,-1.4598047123635185,87.49486739247504,248.84774461505575,2024.4014406143344,874.9486739247506,874.9486739247506,498.40000000000003,393.20000000000005
47,0.0,toyota,clotplus,0.0,0,1,1.0,3.5916569992135936,0.7999999999999972,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,251.43189932862538,51.0,-196.0,-149.0,-975.9450171821305,558.1563056514351,0.02800234225100209,-19.622000215762025,246.8643352126832,1170.1794824544659,-196.22000215762026,-196.22000215762026,490.40000000000003,387.20000000000005
48,0.0,toyota,clotplus,0.0,0,1,1.0,6.68580586017871,3.799999999999997,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.84408034222736,54.0,-196.0,-140.0,-1037.8006872852234,512.9803007205393,0.47560680284903034,10.04394348286446,251.57821845302905,2544.9045408095853,100.4394348286446,100.4394348286446,484.40000000000003,393.20000000000005
49,0.0,toyota,clotplus,0.0,0,1,1.0,4.0865633483405075,-0.20000000000000284,-2.0999999999999943,3.5,50.2,-195.9,-145.5,248.73278834926447,50.0,-198.0,-142.0,-1024.0549828178694,450.3431899829775,-0.9192185708591136,-50.11663409357298,249.59887820260732,1963.3801280408613,-501.16634093572986,-501.16634093572986,488.40000000000003,393.20000000000005
50,0.0,toyota,clotplus,0.0,0,1,1.0,4.868264577855235,-3.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.4338879308038,47.0,-197.0,-149.0,-975.9450171821305,-310.30341539691057,-1.5325770686271218,44.32471854801098,246.90605500878263,1554.1081151757537,443.24718548010975,443.24718548010975,496.40000000000003,390.20000000000005
51,0.0,toyota,clotplus,0.0,0,1,1.0,2.345207879911712,1.7999999999999972,-0.09999999999999432,-1.5,50.2,-195.9,-145.5,250.45758123881976,52.0,-196.0,-147.0,-989.6907216494845,526.9651864139663,0.7611036985502881,32.00206127477059,247.82292065101646,1365.2873697119946,320.02061274770585,320.02061274770585,488.40000000000003,388.20000000000005
52,0.0,toyota,clotplus,0.0,0,1,1.0,8.972179222463177,4.799999999999997,-1.0999999999999943,7.5,50.2,-195.9,-145.5,246.734675309329,55.0,-197.0,-138.0,-1051.5463917525774,599.0542374288349,0.5024478025174451,-5.433161565870293,251.82771888733774,2417.1582087089314,-54.33161565870292,-54.33161565870292,480.40000000000003,393.20000000000005
