,Brand,Category,Forward,Backward,Sideway,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,Mag4_CarLen,Mag4_CarX,Mag4_CarY,Mag4_CarZ,Mag4_EnvX,Mag4_EnvY,Mag4_EnvZ,Mag4_Len,Mag4_X,Mag4_Y,Mag4_Z,time,Class
10,toyota,clotplus,0.0,1,0.0,6.156297588648546,-4.5,-0.09999999999999432,-4.199999999999989,50.5,-197.9,-146.8,253.2212471338059,46,-198,-151,2.539685019840055,2.0,1.3999999999999986,0.6999999999999886,191.0,-23.4,-249.7,315.80690302778373,193,-22,-249,4.124318125460275,1.6000000000000227,-0.09999999999999964,3.8000000000000114,358.4,7.1,-245.8,433.8352221754246,360,7,-242,5.607138307550486,-4.600000000000023,-3.1999999999999886,0.19999999999998863,459.6,-296.8,-172.2,571.4971565983509,455,-300,-172,14:23.8,0.0
11,toyota,clotplus,0.0,1,0.0,2.810693864511032,1.5,0.9000000000000057,-2.1999999999999886,50.5,-197.9,-146.8,252.4163227685563,52,-197,-149,5.296225070746134,2.0,1.3999999999999986,4.699999999999989,191.0,-23.4,-249.7,312.6627576159335,193,-22,-245,5.728001396647853,-3.3999999999999773,1.9000000000000004,-4.199999999999989,358.4,7.1,-245.8,434.2879229267146,355,9,-250,3.1685959035509605,1.3999999999999773,-2.1999999999999886,-1.8000000000000114,459.6,-296.8,-172.2,576.3662030341474,461,-299,-174,14:24.2,0.0
12,toyota,clotplus,0.0,1,0.0,5.412947441089753,2.5,-0.09999999999999432,4.800000000000011,50.5,-197.9,-146.8,249.35316320431951,53,-198,-142,4.0311288741492755,-4.0,0.3999999999999986,-0.30000000000001137,191.0,-23.4,-249.7,313.0463224508475,187,-23,-250,6.356886030125111,-1.3999999999999773,-0.09999999999999964,-6.199999999999989,358.4,7.1,-245.8,437.03775580606305,357,7,-252,7.863841300534977,2.3999999999999773,-4.199999999999989,6.199999999999989,459.6,-296.8,-172.2,575.8480702407537,462,-301,-166,14:24.6,0.0
13,toyota,clotplus,0.0,1,0.0,4.27784992724148,-3.5,-1.0999999999999943,-2.1999999999999886,50.5,-197.9,-146.8,253.00395253829535,47,-199,-149,3.471310991541967,-1.0,0.3999999999999986,-3.3000000000000114,191.0,-23.4,-249.7,317.23492872002606,190,-23,-253,5.3113086899558235,3.6000000000000227,0.9000000000000004,3.8000000000000114,358.4,7.1,-245.8,435.5134900321688,362,8,-242,5.219195340279953,-2.6000000000000227,-3.1999999999999886,3.1999999999999886,459.6,-296.8,-172.2,572.1975183448457,457,-300,-169,14:25.0,0.0
14,toyota,clotplus,0.0,1,0.0,7.355270219373305,-1.5,-0.09999999999999432,-7.199999999999989,50.5,-197.9,-146.8,255.5797331558197,49,-198,-154,2.655183609470343,2.0,0.3999999999999986,1.6999999999999886,191.0,-23.4,-249.7,315.0904632006497,193,-23,-248,3.848376280978765,-2.3999999999999773,-1.0999999999999996,2.8000000000000114,358.4,7.1,-245.8,431.06959994877855,356,6,-243,5.88557558782488,-4.600000000000023,-3.1999999999999886,-1.8000000000000114,459.6,-296.8,-172.2,572.1022635858034,455,-300,-174,14:25.5,0.0
15,toyota,clotplus,0.0,1,0.0,5.167204273105534,3.5,-0.09999999999999432,3.8000000000000114,50.5,-197.9,-146.8,250.13796193301008,54,-198,-143,3.4132096331751938,-2.0,-0.6000000000000014,2.6999999999999886,191.0,-23.4,-249.7,311.939096619837,189,-24,-247,5.404627646748641,-3.3999999999999773,-0.09999999999999964,-4.199999999999989,358.4,7.1,-245.8,434.25107944598136,355,7,-250,4.565084884205306,2.3999999999999773,-3.1999999999999886,2.1999999999999886,459.6,-296.8,-172.2,576.4928447084144,462,-300,-170,14:25.9,0.0
16,toyota,clotplus,0.0,1,0.0,2.8106938645110424,-0.5,-2.0999999999999943,1.8000000000000114,50.5,-197.9,-146.8,252.0416632225712,50,-200,-145,4.738143096192862,-3.0,-1.6000000000000014,-3.3000000000000114,191.0,-23.4,-249.7,316.1929790491876,188,-25,-253,4.026164427839505,3.6000000000000227,-0.09999999999999964,1.8000000000000114,358.4,7.1,-245.8,436.6108106769689,362,7,-244,4.543126676640201,0.39999999999997726,-3.1999999999999886,3.1999999999999886,459.6,-296.8,-172.2,574.5963800790952,460,-300,-169,14:26.3,0.0
17,toyota,clotplus,0.0,1,0.0,5.186520991955966,-3.5,-2.0999999999999943,-3.1999999999999886,50.5,-197.9,-146.8,254.37963754986365,47,-200,-150,4.031128874149274,3.0,-2.6000000000000014,0.6999999999999886,191.0,-23.4,-249.7,316.7222758190525,194,-26,-249,4.6270941205037275,1.6000000000000227,-2.0999999999999996,3.8000000000000114,358.4,7.1,-245.8,433.80756102216566,360,5,-242,5.003998401278726,-2.6000000000000227,-4.199999999999989,-0.8000000000000114,459.6,-296.8,-172.2,573.9154990066046,457,-301,-173,14:26.7,0.0
18,toyota,clotplus,0.0,1,0.0,2.8460498941515424,2.5,-1.0999999999999943,0.8000000000000114,50.5,-197.9,-146.8,252.44009190300974,53,-199,-146,9.222255689363628,3.0,-0.6000000000000014,8.699999999999989,191.0,-23.4,-249.7,310.3111341863195,194,-24,-241,4.9608467019249645,-2.3999999999999773,-1.0999999999999996,-4.199999999999989,358.4,7.1,-245.8,435.0540196343438,356,6,-250,4.431703961232049,1.3999999999999773,-4.199999999999989,0.19999999999998863,459.6,-296.8,-172.2,576.8067267291532,461,-301,-172,14:27.1,0.0
19,toyota,clotplus,0.0,1,0.0,7.092249290598865,3.5,-2.0999999999999943,5.800000000000011,50.5,-197.9,-146.8,250.59329599971346,54,-200,-141,5.277309920783514,-3.0,-0.6000000000000014,-4.300000000000011,191.0,-23.4,-249.7,316.9163927599833,188,-24,-254,3.43656805548792,1.6000000000000227,-2.0999999999999996,-2.1999999999999886,358.4,7.1,-245.8,437.18302803288236,360,5,-248,9.14549069213892,3.3999999999999773,-2.1999999999999886,8.199999999999989,459.6,-296.8,-172.2,575.0356510686968,463,-299,-164,14:27.6,0.0
20,toyota,clotplus,0.0,1,0.0,4.062019202317971,-2.5,-0.09999999999999432,-3.1999999999999886,50.5,-197.9,-146.8,252.99802370769618,48,-198,-150,2.3345235059857616,0.0,0.3999999999999986,-2.3000000000000114,191.0,-23.4,-249.7,317.0394297244429,191,-23,-252,7.403377607551863,4.600000000000023,-0.09999999999999964,5.800000000000011,358.4,7.1,-245.8,435.22178254310757,363,7,-240,3.1048349392520147,-2.6000000000000227,-1.1999999999999886,1.1999999999999886,459.6,-296.8,-172.2,571.7464472998498,457,-298,-171,14:28.0,0.0
21,toyota,clotplus,0.0,1,0.0,5.224940191045241,-0.5,-0.09999999999999432,-5.199999999999989,50.5,-197.9,-146.8,254.57415422622933,50,-198,-152,6.184658438426482,4.0,0.3999999999999986,4.699999999999989,191.0,-23.4,-249.7,313.9729287693447,195,-23,-245,3.2572994949804417,-2.3999999999999773,-0.09999999999999964,-2.1999999999999886,358.4,7.1,-245.8,433.92280419447883,356,7,-248,4.673328578219181,-1.6000000000000227,-2.1999999999999886,-3.8000000000000114,459.6,-296.8,-172.2,574.5789762948172,458,-299,-176,14:28.4,0.0
22,toyota,clotplus,0.0,1,0.0,4.254409477236523,3.5,-2.0999999999999943,-1.1999999999999886,50.5,-197.9,-146.8,254.59772190654024,54,-200,-148,3.074085229787888,-2.0,0.3999999999999986,-2.3000000000000114,191.0,-23.4,-249.7,315.83856635946154,189,-23,-252,4.838388161361157,-2.3999999999999773,-0.09999999999999964,-4.199999999999989,358.4,7.1,-245.8,435.0689600511625,356,7,-250,5.161395160225549,3.3999999999999773,-3.1999999999999886,2.1999999999999886,459.6,-296.8,-172.2,577.2945522001745,463,-300,-170,14:28.8,0.0
23,toyota,clotplus,0.0,1,0.0,5.5226805085936395,-2.5,-1.0999999999999943,4.800000000000011,50.5,-197.9,-146.8,249.13650876577685,48,-199,-142,7.697402159170337,-2.0,1.3999999999999986,-7.300000000000011,191.0,-23.4,-249.7,319.7717936278933,189,-22,-257,3.8223029707233023,2.6000000000000227,-0.09999999999999964,2.8000000000000114,358.4,7.1,-245.8,435.2229313811486,361,7,-243,5.51724568965348,-1.6000000000000227,-3.1999999999999886,4.199999999999989,459.6,-296.8,-172.2,572.7023659807946,458,-300,-168,14:29.3,0.0
24,toyota,clotplus,0.0,1,0.0,8.006247560499228,-3.5,-0.09999999999999432,-7.199999999999989,50.5,-197.9,-146.8,255.2038400965001,47,-198,-154,3.8013155617496492,3.0,0.3999999999999986,-2.3000000000000114,191.0,-23.4,-249.7,318.85576676610384,194,-23,-252,3.0675723300356084,0.6000000000000227,-1.0999999999999996,2.8000000000000114,358.4,7.1,-245.8,433.5504584243915,359,6,-243,6.770524351924319,-4.600000000000023,-3.1999999999999886,-3.8000000000000114,459.6,-296.8,-172.2,572.7137155682584,455,-300,-176,14:29.7,0.0
25,toyota,clotplus,0.0,1,0.0,1.5165750888103082,1.5,-0.09999999999999432,-0.19999999999998863,50.5,-197.9,-146.8,252.02579233086442,52,-198,-147,3.7215588131856676,0.0,0.3999999999999986,3.6999999999999886,191.0,-23.4,-249.7,312.2915304647246,191,-23,-246,5.404627646748641,-3.3999999999999773,-0.09999999999999964,-4.199999999999989,358.4,7.1,-245.8,434.25107944598136,355,7,-250,3.693237062523871,0.39999999999997726,-3.1999999999999886,-1.8000000000000114,459.6,-296.8,-172.2,576.086799015565,460,-300,-174,14:30.1,0.0
26,toyota,clotplus,0.0,1,0.0,4.827007354458879,0.5,-0.09999999999999432,4.800000000000011,50.5,-197.9,-146.8,248.93573467865156,51,-198,-142,5.903388857258185,-4.0,-0.6000000000000014,-4.300000000000011,191.0,-23.4,-249.7,316.3242007814135,187,-24,-254,4.220189569201825,-0.39999999999997726,-0.09999999999999964,-4.199999999999989,358.4,7.1,-245.8,436.7069955931551,358,7,-250,6.26418390534631,1.3999999999999773,-3.1999999999999886,5.199999999999989,459.6,-296.8,-172.2,574.8130130746868,461,-300,-167,14:30.5,0.0
27,toyota,clotplus,0.0,1,0.0,5.630275304103692,-4.5,-1.0999999999999943,-3.1999999999999886,50.5,-197.9,-146.8,253.41073379002714,46,-199,-150,4.631414470763775,1.0,1.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,319.16140117501675,192,-22,-254,4.6054315758678035,2.6000000000000227,-0.09999999999999964,3.8000000000000114,358.4,7.1,-245.8,434.6653885461781,361,7,-242,5.23832034148353,-4.600000000000023,-2.1999999999999886,1.1999999999999886,459.6,-296.8,-172.2,570.6724104072318,455,-299,-171,14:30.9,0.0
28,toyota,clotplus,0.0,1,0.0,3.2403703492039186,-0.5,-0.09999999999999432,-3.1999999999999886,50.5,-197.9,-146.8,253.3850824338323,50,-198,-150,5.296225070746134,2.0,1.3999999999999986,4.699999999999989,191.0,-23.4,-249.7,312.6627576159335,193,-22,-245,3.407345007480141,-3.3999999999999773,-0.09999999999999964,-0.19999999999998863,358.4,7.1,-245.8,431.9606463556605,355,7,-246,5.295280917949494,-1.6000000000000227,-4.199999999999989,-2.8000000000000114,459.6,-296.8,-172.2,575.317303755067,458,-301,-175,14:31.4,0.0
29,toyota,clotplus,0.0,1,0.0,5.5226805085936395,2.5,-1.0999999999999943,4.800000000000011,50.5,-197.9,-146.8,250.14795621791515,53,-199,-142,3.0413812651491106,-3.0,0.3999999999999986,-0.30000000000001137,191.0,-23.4,-249.7,313.64470344643155,188,-23,-250,7.071774883294837,-3.3999999999999773,-0.09999999999999964,-6.199999999999989,358.4,7.1,-245.8,435.40555807201173,355,7,-252,4.943682837723289,1.3999999999999773,-2.1999999999999886,4.199999999999989,459.6,-296.8,-172.2,574.5833272903069,461,-299,-168,14:31.8,0.0
30,toyota,clotplus,0.0,1,0.0,2.9832867780352528,-2.5,-1.0999999999999943,-1.1999999999999886,50.5,-197.9,-146.8,252.60443384865596,48,-199,-148,6.03738353924944,-4.0,1.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,316.17874691383037,187,-22,-254,4.691481642295984,3.6000000000000227,-1.0999999999999996,2.8000000000000114,358.4,7.1,-245.8,436.0378423944417,362,6,-243,4.673328578219168,-2.6000000000000227,-2.1999999999999886,3.1999999999999886,459.6,-296.8,-172.2,571.6738580694415,457,-299,-169,14:32.2,0.0
31,toyota,clotplus,0.0,1,0.0,6.268971207462982,-3.5,-0.09999999999999432,-5.199999999999989,50.5,-197.9,-146.8,254.0019684963091,47,-198,-152,3.64005494464025,2.0,1.3999999999999986,2.6999999999999886,191.0,-23.4,-249.7,314.23239807505524,193,-22,-247,3.9761790704142173,-0.39999999999997726,-1.0999999999999996,3.8000000000000114,358.4,7.1,-245.8,432.16200665953966,358,6,-242,6.118823416311362,-3.6000000000000227,-1.1999999999999886,-4.800000000000011,459.6,-296.8,-172.2,572.773078976308,456,-298,-177,14:32.6,0.0
32,toyota,clotplus,0.0,1,0.0,2.7748873851023266,2.5,0.9000000000000057,0.8000000000000114,50.5,-197.9,-146.8,250.86649836118013,53,-197,-146,1.8027756377319843,0.0,-0.6000000000000014,1.6999999999999886,191.0,-23.4,-249.7,313.9442625690108,191,-24,-248,9.306449376641964,-4.399999999999977,-0.09999999999999964,-8.199999999999989,358.4,7.1,-245.8,435.7533706123224,354,7,-254,2.727636339397154,1.3999999999999773,-2.1999999999999886,-0.8000000000000114,459.6,-296.8,-172.2,576.0651004877834,461,-299,-173,14:33.0,0.0
33,toyota,clotplus,0.0,1,0.0,5.92452529743946,-0.5,-1.0999999999999943,5.800000000000011,50.5,-197.9,-146.8,248.96184446617517,50,-199,-141,6.621933252457329,-5.0,-0.6000000000000014,-4.300000000000011,191.0,-23.4,-249.7,315.7340653144668,186,-24,-254,1.1874342087037817,-0.39999999999997726,-1.0999999999999996,-0.19999999999998863,358.4,7.1,-245.8,434.41454855932255,358,6,-246,6.26418390534631,1.3999999999999773,-3.1999999999999886,5.199999999999989,459.6,-296.8,-172.2,574.8130130746868,461,-300,-167,14:33.5,0.0
34,toyota,clotplus,0.0,1,0.0,5.1283525619832275,-4.5,-1.0999999999999943,-2.1999999999999886,50.5,-197.9,-146.8,252.82009413810445,46,-199,-149,4.522167621838015,0.0,1.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,318.5608262169095,191,-22,-254,6.356886030125146,2.6000000000000227,-0.09999999999999964,5.800000000000011,358.4,7.1,-245.8,433.55507147304826,361,7,-240,5.660388679233976,-4.600000000000023,-3.1999999999999886,-0.8000000000000114,459.6,-296.8,-172.2,571.7989157037638,455,-300,-173,14:33.9,0.0
35,toyota,clotplus,0.0,1,0.0,5.3009433122794185,0.5,0.9000000000000057,-5.199999999999989,50.5,-197.9,-146.8,253.99606296161363,51,-197,-152,2.655183609470343,2.0,0.3999999999999986,1.6999999999999886,191.0,-23.4,-249.7,315.0904632006497,193,-23,-248,2.4103941586387663,-2.3999999999999773,-0.09999999999999964,-0.19999999999998863,358.4,7.1,-245.8,432.78285548297777,356,7,-246,5.607138307550486,-2.6000000000000227,-3.1999999999999886,-3.8000000000000114,459.6,-296.8,-172.2,574.303926505818,457,-300,-176,14:34.3,0.0
36,toyota,clotplus,0.0,1,0.0,4.483302354291986,3.5,-0.09999999999999432,2.8000000000000114,50.5,-197.9,-146.8,250.71098898931416,54,-198,-144,3.4713109915419507,-3.0,0.3999999999999986,1.6999999999999886,191.0,-23.4,-249.7,312.05288013412087,188,-23,-248,5.728001396647855,-2.3999999999999773,-0.09999999999999964,-5.199999999999989,358.4,7.1,-245.8,435.64435035932695,356,7,-251,7.102112361825859,2.3999999999999773,-4.199999999999989,5.199999999999989,459.6,-296.8,-172.2,576.137136452772,462,-301,-167,14:34.7,0.0
37,toyota,clotplus,0.0,1,0.0,3.5916569992135963,-3.5,-0.09999999999999432,0.8000000000000114,50.5,-197.9,-146.8,250.45758123881976,47,-198,-146,5.220153254455282,-4.0,-0.6000000000000014,-3.3000000000000114,191.0,-23.4,-249.7,315.52179005577415,187,-24,-253,3.7960505792204793,3.6000000000000227,-0.09999999999999964,-1.1999999999999886,358.4,7.1,-245.8,438.294421593522,362,7,-247,7.172168430816437,-2.6000000000000227,-4.199999999999989,5.199999999999989,459.6,-296.8,-172.2,572.1354734676045,457,-301,-167,14:35.2,0.0
38,toyota,clotplus,0.0,1,0.0,8.006247560499228,-3.5,-0.09999999999999432,-7.199999999999989,50.5,-197.9,-146.8,255.2038400965001,47,-198,-154,4.224926034855511,2.0,0.3999999999999986,3.6999999999999886,191.0,-23.4,-249.7,313.5187394718217,193,-23,-246,4.960846701924998,0.6000000000000227,-1.0999999999999996,4.800000000000011,358.4,7.1,-245.8,432.4326537161596,359,6,-241,6.3592452382338776,-4.600000000000023,-2.1999999999999886,-3.8000000000000114,459.6,-296.8,-172.2,572.190527709084,455,-299,-176,14:35.6,0.0
39,toyota,clotplus,0.0,1,0.0,3.2093613071762506,2.5,0.9000000000000057,1.8000000000000114,50.5,-197.9,-146.8,250.28583659488206,53,-197,-145,4.153311931459028,-1.0,-1.6000000000000014,3.6999999999999886,191.0,-23.4,-249.7,311.8348922106056,190,-25,-246,7.68179666484343,-4.399999999999977,-1.0999999999999996,-6.199999999999989,358.4,7.1,-245.8,434.5756550935637,354,6,-252,4.7581509013481105,0.39999999999997726,-4.199999999999989,2.1999999999999886,459.6,-296.8,-172.2,575.4137641732252,460,-301,-170,14:36.0,0.0
40,toyota,clotplus,0.0,1,0.0,2.846049894151552,-0.5,-0.09999999999999432,2.8000000000000114,50.5,-197.9,-146.8,249.8799711861677,50,-198,-144,6.004165220911236,-5.0,0.3999999999999986,-3.3000000000000114,191.0,-23.4,-249.7,314.8555224225867,186,-23,-253,1.1000000000000105,0.6000000000000227,0.9000000000000004,-0.19999999999998863,358.4,7.1,-245.8,435.27117984079763,359,8,-246,5.351635264103845,0.39999999999997726,-1.1999999999999886,5.199999999999989,459.6,-296.8,-172.2,572.9685855262921,460,-298,-167,14:36.4,0.0
41,toyota,clotplus,0.0,1,0.0,4.785394445602155,-4.5,-1.0999999999999943,-1.1999999999999886,50.5,-197.9,-146.8,252.2320360303187,46,-199,-148,4.522167621838015,0.0,1.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,318.5608262169095,191,-22,-254,6.4505813691480745,2.6000000000000227,-1.0999999999999996,5.800000000000011,358.4,7.1,-245.8,433.54007888544743,361,6,-240,5.407402333838329,-4.600000000000023,-2.1999999999999886,-1.8000000000000114,459.6,-296.8,-172.2,571.5785160413221,455,-299,-174,14:36.8,0.0
42,toyota,clotplus,0.0,1,0.0,4.370354676682419,-0.5,-1.0999999999999943,-4.199999999999989,50.5,-197.9,-146.8,254.75870937025883,50,-199,-151,2.655183609470343,2.0,0.3999999999999986,1.6999999999999886,191.0,-23.4,-249.7,315.0904632006497,193,-23,-248,5.00099990001997,-4.399999999999977,0.9000000000000004,-2.1999999999999886,358.4,7.1,-245.8,432.30082118820917,354,8,-248,3.382306905057572,-2.6000000000000227,-1.1999999999999886,-1.8000000000000114,459.6,-296.8,-172.2,572.650853487533,457,-298,-174,14:37.3,0.0
43,toyota,clotplus,0.0,1,0.0,5.7358521598800065,2.5,1.9000000000000057,4.800000000000011,50.5,-197.9,-146.8,247.76803667947163,53,-196,-142,3.0413812651491106,-3.0,0.3999999999999986,-0.30000000000001137,191.0,-23.4,-249.7,313.64470344643155,188,-23,-250,5.728001396647855,-2.3999999999999773,-0.09999999999999964,-5.199999999999989,358.4,7.1,-245.8,435.64435035932695,356,7,-251,4.176122603564195,2.3999999999999773,-1.1999999999999886,3.1999999999999886,459.6,-296.8,-172.2,575.1599777453226,462,-298,-169,14:37.7,0.0
44,toyota,clotplus,0.0,1,0.0,4.159326868617083,-3.5,-2.0999999999999943,0.8000000000000114,50.5,-197.9,-146.8,252.0416632225712,47,-200,-146,6.296824596572476,-3.0,-1.6000000000000014,-5.300000000000011,191.0,-23.4,-249.7,317.79553174958266,188,-25,-255,3.7960505792204855,3.6000000000000227,0.9000000000000004,0.8000000000000114,358.4,7.1,-245.8,437.1876027519536,362,8,-245,6.311893535223791,-1.6000000000000227,-3.1999999999999886,5.199999999999989,459.6,-296.8,-172.2,572.4098182246702,458,-300,-167,14:38.1,0.0
45,toyota,clotplus,0.0,1,0.0,7.176350047203653,-3.5,0.9000000000000057,-6.199999999999989,50.5,-197.9,-146.8,253.82474268676015,47,-197,-153,3.4999999999999947,3.0,-0.6000000000000014,1.6999999999999886,191.0,-23.4,-249.7,315.77840331472953,194,-24,-248,2.5709920264364663,-2.3999999999999773,0.9000000000000004,-0.19999999999998863,358.4,7.1,-245.8,432.8001848428441,356,8,-246,6.280127387243042,-4.600000000000023,-4.199999999999989,-0.8000000000000114,459.6,-296.8,-172.2,572.3242088187429,455,-301,-173,14:38.5,0.0
