,Backward,Brand,Category,Class,Class_Target,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,Mag4_CarLen,Mag4_CarX,Mag4_CarY,Mag4_CarZ,Mag4_EnvX,Mag4_EnvY,Mag4_EnvZ,Mag4_Len,Mag4_X,Mag4_Y,Mag4_Z,Sideway,time
20,1,toyota,clotplus,0.0,0,0.0,1.6881943016134133,-1.6000000000000014,0.19999999999998863,0.5,49.6,-198.2,-142.5,248.33847869389874,48,-198,-142,7.060453243241535,-3.6999999999999886,-0.3999999999999986,-6.0,189.7,-23.6,-243.0,311.7258410847583,186,-24,-249,2.1494185260204737,1.3000000000000114,1.7000000000000002,0.19999999999998863,354.7,6.3,-238.2,428.303630617346,356,8,-238,8.333666660000269,-0.39999999999997726,-2.3000000000000114,8.0,455.4,-294.7,-171.0,567.276828365129,455,-297,-163,0.0,21:36.0
21,1,toyota,clotplus,0.0,0,0.0,6.621933252457324,-3.6000000000000014,-0.8000000000000114,-5.5,49.6,-198.2,-142.5,252.2320360303187,46,-199,-148,3.4423828956117095,2.3000000000000114,1.6000000000000014,2.0,189.7,-23.6,-243.0,308.9158461458395,192,-22,-241,1.4212670403551824,0.30000000000001137,0.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,426.8992855463687,355,7,-237,5.590169943749463,-4.399999999999977,-3.3000000000000114,1.0,455.4,-294.7,-171.0,566.661274484149,451,-298,-170,0.0,21:36.4
22,1,toyota,clotplus,0.0,0,0.0,2.376972864800936,1.3999999999999986,1.1999999999999886,-1.5,49.6,-198.2,-142.5,249.29099462275005,51,-197,-144,4.055859958134651,0.30000000000001137,0.6000000000000014,4.0,189.7,-23.6,-243.0,306.18621784789724,190,-23,-239,7.48465096046569,-5.699999999999989,0.7000000000000002,-4.800000000000011,354.7,6.3,-238.2,425.3222307850837,349,7,-243,3.4713109915419644,-0.39999999999997726,-3.3000000000000114,1.0,455.4,-294.7,-171.0,569.8499802579623,455,-298,-170,0.0,21:36.8
23,1,toyota,clotplus,0.0,0,0.0,4.2485291572496,2.3999999999999986,0.19999999999998863,3.5,49.6,-198.2,-142.5,247.44494337124775,52,-198,-139,4.499999999999991,-3.6999999999999886,1.6000000000000014,-2.0,189.7,-23.6,-243.0,308.390985601071,186,-22,-245,5.763679380395829,-2.6999999999999886,1.7000000000000002,-4.800000000000011,354.7,6.3,-238.2,427.8048620574572,352,8,-243,9.88180145520036,3.6000000000000227,8.699999999999989,-3.0,455.4,-294.7,-171.0,568.1135449890277,459,-286,-174,0.0,21:37.2
24,1,toyota,clotplus,0.0,0,0.0,3.0083217912982656,-2.6000000000000014,0.19999999999998863,1.5,49.6,-198.2,-142.5,247.57625088041058,47,-198,-141,4.153311931459028,-3.6999999999999886,1.6000000000000014,-1.0,189.7,-23.6,-243.0,307.5971391284386,186,-22,-244,2.6870057685088855,2.3000000000000114,0.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,428.5638808859188,357,7,-237,8.766413177577247,-1.3999999999999773,-3.3000000000000114,8.0,455.4,-294.7,-171.0,567.0,454,-298,-163,0.0,21:37.6
25,1,toyota,clotplus,0.0,0,0.0,5.818075283115545,-3.6000000000000014,-0.8000000000000114,-4.5,49.6,-198.2,-142.5,251.6465775646472,46,-199,-147,2.2912878474779275,1.3000000000000114,1.6000000000000014,1.0,189.7,-23.6,-243.0,309.0776601438545,191,-22,-242,4.315089802078271,-0.6999999999999886,0.7000000000000002,4.199999999999989,354.7,6.3,-238.2,424.4066446228193,354,7,-234,5.4999999999999885,-4.399999999999977,-3.3000000000000114,0.0,455.4,-294.7,-171.0,566.9620798607258,451,-298,-171,0.0,21:38.1
26,1,toyota,clotplus,0.0,0,0.0,3.9560080889704925,1.3999999999999986,1.1999999999999886,-3.5,49.6,-198.2,-142.5,250.45159212909786,51,-197,-146,3.413209633175204,0.30000000000001137,1.6000000000000014,3.0,189.7,-23.6,-243.0,306.8941185490527,190,-22,-240,7.058328414008514,-5.699999999999989,1.7000000000000002,-3.8000000000000114,354.7,6.3,-238.2,424.7693491767032,349,8,-242,4.674398357008099,-1.3999999999999773,-3.3000000000000114,3.0,455.4,-294.7,-171.0,568.4575621803267,454,-298,-168,0.0,21:38.5
27,1,toyota,clotplus,0.0,0,0.0,5.800862004909268,1.3999999999999986,1.1999999999999886,5.5,49.6,-198.2,-142.5,245.31408438978795,51,-197,-137,5.142956348249506,-4.699999999999989,0.6000000000000014,2.0,189.7,-23.6,-243.0,304.68836538338644,185,-23,-241,5.515432893255075,-2.6999999999999886,-0.2999999999999998,-4.800000000000011,354.7,6.3,-238.2,427.7721356049269,352,6,-243,6.667083320313324,2.6000000000000227,-1.3000000000000114,6.0,455.4,-294.7,-171.0,569.7411693040973,458,-296,-165,0.0,21:38.9
28,1,toyota,clotplus,0.0,0,0.0,2.6551836094703516,-2.6000000000000014,0.19999999999998863,-0.5,49.6,-198.2,-142.5,248.72072692077757,47,-198,-143,5.064582904840237,-1.6999999999999886,2.6000000000000014,-4.0,189.7,-23.6,-243.0,311.1173412074615,188,-21,-247,3.1016124838541685,2.3000000000000114,1.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,428.5813808368254,357,8,-237,10.259142264341595,-2.3999999999999773,-4.300000000000011,9.0,455.4,-294.7,-171.0,566.4397584915805,453,-299,-162,0.0,21:39.3
29,1,toyota,clotplus,0.0,0,0.0,8.32165848854662,-3.6000000000000014,0.19999999999998863,-7.5,49.6,-198.2,-142.5,252.62620608321694,46,-198,-150,5.953990258641684,2.3000000000000114,4.600000000000001,3.0,189.7,-23.6,-243.0,307.9366818032564,192,-19,-240,4.268489194082599,0.30000000000001137,0.7000000000000002,4.199999999999989,354.7,6.3,-238.2,425.24110807869926,355,7,-234,6.184658438426471,-5.399999999999977,-0.30000000000001137,3.0,455.4,-294.7,-171.0,563.6922919465903,450,-295,-168,0.0,21:39.7
30,1,toyota,clotplus,0.0,0,0.0,4.364630568559033,1.3999999999999986,2.1999999999999886,-3.5,49.6,-198.2,-142.5,249.66577658942364,51,-196,-146,3.2939338184001232,0.30000000000001137,2.6000000000000014,2.0,189.7,-23.6,-243.0,307.60689199041036,190,-21,-241,8.900561780022654,-5.699999999999989,0.7000000000000002,-6.800000000000011,354.7,6.3,-238.2,426.4680527307995,349,7,-245,2.459674775249757,-1.3999999999999773,-0.30000000000001137,2.0,455.4,-294.7,-171.0,567.1877995866978,454,-295,-169,0.0,21:40.2
31,1,toyota,clotplus,0.0,0,0.0,4.863126566315128,1.3999999999999986,1.1999999999999886,4.5,49.6,-198.2,-142.5,245.87395144667116,51,-197,-138,3.879432948254154,-3.6999999999999886,0.6000000000000014,-1.0,189.7,-23.6,-243.0,307.67027805753355,186,-23,-244,4.496665431183429,-1.6999999999999886,1.7000000000000002,-3.8000000000000114,354.7,6.3,-238.2,428.06191141002023,353,8,-242,6.576473218982961,2.6000000000000227,0.6999999999999886,6.0,455.4,-294.7,-171.0,568.7046685231272,458,-294,-165,0.0,21:40.6
32,1,toyota,clotplus,0.0,0,0.0,3.905124837953328,-3.6000000000000014,0.19999999999998863,-1.5,49.6,-198.2,-142.5,249.11041728518703,46,-198,-144,6.606814663663568,-2.6999999999999886,0.6000000000000014,-6.0,189.7,-23.6,-243.0,312.248298634276,187,-23,-249,2.6870057685088855,2.3000000000000114,0.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,428.5638808859188,357,7,-237,11.146748404803976,-2.3999999999999773,-4.300000000000011,10.0,455.4,-294.7,-171.0,566.1545725329788,453,-299,-161,0.0,21:41.0
33,1,toyota,clotplus,0.0,0,0.0,8.91347294829574,-3.6000000000000014,3.1999999999999886,-7.5,49.6,-198.2,-142.5,250.28184113115358,46,-195,-150,3.4713109915419653,2.3000000000000114,2.6000000000000014,0.0,189.7,-23.6,-243.0,310.40940707394805,192,-21,-243,2.19544984001,-1.6999999999999886,0.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,425.2375806534507,353,7,-237,6.312685640834634,-5.399999999999977,-1.3000000000000114,-3.0,455.4,-294.7,-171.0,566.0318012267509,450,-296,-174,0.0,21:41.4
34,1,toyota,clotplus,0.0,0,0.0,3.2939338184001126,2.3999999999999986,2.1999999999999886,0.5,49.6,-198.2,-142.5,247.55605425842447,52,-196,-142,3.1384709652950407,-0.6999999999999886,0.6000000000000014,3.0,189.7,-23.6,-243.0,306.3494736408078,189,-23,-240,7.643297717608544,-5.699999999999989,1.7000000000000002,-4.800000000000011,354.7,6.3,-238.2,425.3398641086913,349,8,-243,0.6708203932499623,0.6000000000000227,-0.30000000000001137,0.0,455.4,-294.7,-171.0,569.3873900957063,456,-295,-171,0.0,21:41.9
35,1,toyota,clotplus,0.0,0,0.0,3.721558813185675,0.3999999999999986,1.1999999999999886,3.5,49.6,-198.2,-142.5,246.23159829721286,50,-197,-139,4.8425200051212896,-4.699999999999989,0.6000000000000014,-1.0,189.7,-23.6,-243.0,307.06676798377254,185,-23,-244,7.511324783285575,-2.6999999999999886,1.7000000000000002,-6.800000000000011,354.7,6.3,-238.2,428.9440522958676,352,8,-245,7.749193506423746,1.6000000000000227,5.699999999999989,5.0,455.4,-294.7,-171.0,565.6200137901769,457,-289,-166,0.0,21:42.3
36,1,toyota,clotplus,0.0,0,0.0,4.248529157249596,-3.6000000000000014,2.1999999999999886,-0.5,49.6,-198.2,-142.5,246.94331333324254,46,-196,-143,7.671375365604264,-2.6999999999999886,1.6000000000000014,-7.0,189.7,-23.6,-243.0,312.97443985092457,187,-22,-250,3.1016124838541685,2.3000000000000114,1.7000000000000002,1.1999999999999886,354.7,6.3,-238.2,428.5813808368254,357,8,-237,3.640054944640242,-1.3999999999999773,2.6999999999999886,2.0,455.4,-294.7,-171.0,565.6332734201552,454,-292,-169,0.0,21:42.7
37,1,toyota,clotplus,0.0,0,0.0,6.200806399170997,-2.6000000000000014,1.1999999999999886,-5.5,49.6,-198.2,-142.5,250.84258011749122,47,-197,-148,5.277309920783513,3.3000000000000114,3.6000000000000014,2.0,189.7,-23.6,-243.0,309.4026502795346,193,-20,-241,2.4124676163629504,-0.6999999999999886,0.7000000000000002,2.1999999999999886,354.7,6.3,-238.2,425.5126320099087,354,7,-236,7.6321687612368585,-4.399999999999977,1.6999999999999886,-6.0,455.4,-294.7,-171.0,566.1969621960188,451,-293,-177,0.0,21:43.1
38,1,toyota,clotplus,0.0,0,0.0,3.612478373637681,1.3999999999999986,2.1999999999999886,-2.5,49.6,-198.2,-142.5,249.08231571109178,51,-196,-145,4.5000000000000036,1.3000000000000114,1.6000000000000014,4.0,189.7,-23.6,-243.0,306.7344128069102,191,-22,-239,6.754257916307313,-4.699999999999989,0.7000000000000002,-4.800000000000011,354.7,6.3,-238.2,426.14316843051705,350,7,-243,7.074602462329593,0.6000000000000227,3.6999999999999886,-6.0,455.4,-294.7,-171.0,569.1625426888176,456,-291,-177,0.0,21:43.5
39,1,toyota,clotplus,0.0,0,0.0,3.471310991541955,2.3999999999999986,0.19999999999998863,2.5,49.6,-198.2,-142.5,248.0080643850115,52,-198,-140,1.7464249196572867,-1.6999999999999886,-0.3999999999999986,0.0,189.7,-23.6,-243.0,308.1704074047344,188,-24,-243,3.926830783214381,-0.6999999999999886,0.7000000000000002,-3.8000000000000114,354.7,6.3,-238.2,428.86944400365013,354,7,-242,4.8010415536631275,2.6000000000000227,2.6999999999999886,3.0,455.4,-294.7,-171.0,568.5525481430894,458,-292,-168,0.0,21:44.0
40,1,toyota,clotplus,0.0,0,0.0,3.64005494464026,-3.6000000000000014,0.19999999999998863,0.5,49.6,-198.2,-142.5,247.95967414077637,46,-198,-142,4.821825380496477,-0.6999999999999886,2.6000000000000014,-4.0,189.7,-23.6,-243.0,311.7226331211771,189,-21,-247,5.605354582896606,3.3000000000000114,1.7000000000000002,4.199999999999989,354.7,6.3,-238.2,427.76629133207774,358,8,-234,3.3837848631377145,-0.39999999999997726,2.6999999999999886,2.0,455.4,-294.7,-171.0,566.4362276549762,455,-292,-169,0.0,21:44.4
41,1,toyota,clotplus,0.0,0,0.0,7.4195687206198135,-1.6000000000000014,3.1999999999999886,-6.5,49.6,-198.2,-142.5,250.05999280172747,48,-195,-149,4.1773197148410945,3.3000000000000114,1.6000000000000014,2.0,189.7,-23.6,-243.0,309.5383659580828,193,-22,-241,2.4124676163629504,-0.6999999999999886,0.7000000000000002,2.1999999999999886,354.7,6.3,-238.2,425.5126320099087,354,7,-236,8.345657553482514,-3.3999999999999773,4.699999999999989,-6.0,455.4,-294.7,-171.0,565.4493788129934,452,-290,-177,0.0,21:44.8
42,1,toyota,clotplus,0.0,0,0.0,3.9051248379533225,3.3999999999999986,1.1999999999999886,-1.5,49.6,-198.2,-142.5,249.70782927253202,53,-197,-144,4.652956049652743,2.3000000000000114,0.6000000000000014,4.0,189.7,-23.6,-243.0,307.43129313718214,192,-23,-239,3.196873472629146,-2.6999999999999886,1.7000000000000002,0.19999999999998863,354.7,6.3,-238.2,424.98470560715475,352,8,-238,5.352569476429051,1.6000000000000227,4.699999999999989,-2.0,455.4,-294.7,-171.0,568.2235475585292,457,-290,-173,0.0,21:45.2
43,1,toyota,clotplus,0.0,0,0.0,5.766281297335395,3.3999999999999986,1.1999999999999886,4.5,49.6,-198.2,-142.5,246.29656920062854,53,-197,-138,3.293933818400112,-2.6999999999999886,1.6000000000000014,-1.0,189.7,-23.6,-243.0,308.2028552755474,187,-22,-244,5.984981202978014,1.3000000000000114,0.7000000000000002,-5.800000000000011,354.7,6.3,-238.2,431.6491630942889,356,7,-244,7.310950690573706,4.600000000000023,2.6999999999999886,5.0,455.4,-294.7,-171.0,569.5787917400015,460,-292,-166,0.0,21:45.6
44,1,toyota,clotplus,0.0,0,0.0,2.4999999999999956,-1.6000000000000014,1.1999999999999886,-1.5,49.6,-198.2,-142.5,248.69459181896175,48,-197,-144,5.296225070746143,-0.6999999999999886,1.6000000000000014,-5.0,189.7,-23.6,-243.0,312.5843886057012,189,-22,-248,5.120546845796848,4.300000000000011,1.7000000000000002,2.1999999999999886,354.7,6.3,-238.2,429.6987316713886,359,8,-236,4.738143096192845,0.6000000000000227,4.699999999999989,0.0,455.4,-294.7,-171.0,566.8130203162239,456,-290,-171,0.0,21:46.1
