,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2g7Am8-R03vmj0MJeg,parking_record_index_v2,101a0d01019a,2017-08-02T03:10:09.851Z,2017-08-02T03:10:09.000Z,493,fcffff070dff7e0065ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,126,-155,48,314.5631892005166,0,0,0,0.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
1,1,AV2g6_36-R03vmj0MJed,parking_record_index_v2,101a0d01019a,2017-08-02T03:10:06.840Z,2017-08-02T03:10:06.000Z,492,fcffff070dff7e0065ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,126,-155,48,314.5631892005166,0,0,0,0.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
2,2,AV2g6_I6-R03vmj0MJec,parking_record_index_v2,101a0d01019a,2017-08-02T03:10:03.832Z,2017-08-02T03:10:03.000Z,491,fcffff070dff7d0065ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,125,-155,48,314.16396992653375,0,-1,0,1.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
3,3,AV2g6-0D-R03vmj0MJea,parking_record_index_v2,101a0d01019a,2017-08-02T03:10:02.498Z,2017-08-02T03:10:00.000Z,490,fcffff070dff7d0066ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,125,-154,48,313.6718030043504,0,-1,1,1.4142135623730951,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
4,4,AV2g69rR-R03vmj0MJeX,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:57.840Z,2017-08-02T03:09:57.000Z,489,fcffff070dff7d0065ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,125,-155,48,314.16396992653375,0,-1,0,1.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
5,5,AV2g6878-R03vmj0MJeU,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:54.811Z,2017-08-02T03:09:54.000Z,488,fcffff070dff7d0066ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-243,125,-154,48,313.6718030043504,0,-1,1,1.4142135623730951,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
6,6,AV2g68RT-R03vmj0MJeP,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:52.082Z,2017-08-02T03:09:51.000Z,487,fcffff070cff7d0067ff30,yilan,宜蘭市中山路二段,111,192.168.88.113,-244,125,-153,48,313.9585959963511,-1,-1,2,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
7,7,AV2g68RR-R03vmj0MJeO,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:52.080Z,2017-08-02T03:09:51.000Z,487,fcffff070cff7d0067ff30,yilan,宜蘭市中山路二段,111,192.168.0.3,-244,125,-153,48,313.9585959963511,-1,-1,2,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
8,8,AV2g68RN-R03vmj0MJeN,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:52.075Z,2017-08-02T03:09:51.000Z,487,fcffff070cff7d0067ff30,yilan,宜蘭市中山路二段,111,192.168.88.122,-244,125,-153,48,313.9585959963511,-1,-1,2,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
9,9,AV2g68Qq-R03vmj0MJeM,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:52.041Z,2017-08-02T03:09:51.000Z,487,fcffff070cff7d0067ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,125,-153,48,313.9585959963511,-1,-1,2,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
10,10,AV2g68Qb-R03vmj0MJeL,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:52.025Z,2017-08-02T03:09:51.000Z,487,fcffff070cff7d0067ff30,yilan,宜蘭市中山路二段,111,10.5.180.16,-244,125,-153,48,313.9585959963511,-1,-1,2,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
11,11,AV2g67eO-R03vmj0MJeJ,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:48.813Z,2017-08-02T03:09:48.000Z,486,fcffff070cff7c0066ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-154,48,314.0509512802023,-1,-2,1,2.449489742783178,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
12,12,AV2g66vb-R03vmj0MJeI,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:45.818Z,2017-08-02T03:09:45.000Z,485,fcffff070cff7c0068ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-152,48,313.0750708695919,-1,-2,3,3.7416573867739413,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
13,13,AV2g66Aa-R03vmj0MJeE,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:42.809Z,2017-08-02T03:09:42.000Z,484,fcffff070cff7c0068ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-152,48,313.0750708695919,-1,-2,3,3.7416573867739413,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
14,14,AV2g65RT-R03vmj0MJeB,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:39.794Z,2017-08-02T03:09:39.000Z,483,fcffff070cff7c0067ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-153,48,313.56179614232343,-1,-2,2,3.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
15,15,AV2g64im-R03vmj0MJd-,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:36.805Z,2017-08-02T03:09:36.000Z,482,fcffff070cff7c0067ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-153,48,313.56179614232343,-1,-2,2,3.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
16,16,AV2g63z_-R03vmj0MJd9,parking_record_index_v2,101a0d01019a,2017-08-02T03:09:33.822Z,2017-08-02T03:09:33.000Z,481,fcffff070cff7c0067ff30,yilan,宜蘭市中山路二段,111,10.5.151.1,-244,124,-153,48,313.56179614232343,-1,-2,2,3.0,-212.2,26.8,-128.6,46.0,-199.0,103.6,-195.8,46.0,-238.2,97.0,-197.0,46.0,-189.0,127.0,-236.2,46.0,-255.0,123.2,-137.0,45.6
