,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT
0,AV2huRAr-R03vmj0MMrP,parking_record_index_v2,101a0d01019a,2017-08-02T06:54:06.378Z,2017-08-02T06:54:06.000Z,218,fcffff0706ff550052ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-250,85,-174,40
1,AV2huQTB-R03vmj0MMrO,parking_record_index_v2,101a0d01019a,2017-08-02T06:54:03.456Z,2017-08-02T06:54:03.000Z,217,fcffff0706ff550052ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-250,85,-174,40
2,AV2huPjI-R03vmj0MMrK,parking_record_index_v2,101a0d01019a,2017-08-02T06:54:00.392Z,2017-08-02T06:54:00.000Z,216,fcffff0706ff550052ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-250,85,-174,40
3,AV2huO0g-R03vmj0MMrG,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:57.407Z,2017-08-02T06:53:57.000Z,215,fcffff0705ff560053ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-251,86,-173,40
4,AV2huOGd-R03vmj0MMrD,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.461Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.88.113,-257,85,-165,41
5,AV2huOGa-R03vmj0MMrC,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.457Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.88.122,-257,85,-165,41
6,AV2huOGS-R03vmj0MMrB,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.449Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-257,85,-165,41
7,AV2huOGK-R03vmj0MMrA,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.441Z,2017-08-02T06:52:39.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.0.225,-257,85,-165,41
8,AV2huOGI-R03vmj0MMq_,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.439Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.1.107,-257,85,-165,41
9,AV2huOF3-R03vmj0MMq-,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.422Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.0.3,-257,85,-165,41
10,AV2huOFs-R03vmj0MMq9,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.412Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,10.5.180.16,-257,85,-165,41
11,AV2huOFc-R03vmj0MMq8,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:54.396Z,2017-08-02T06:53:54.000Z,214,fcffff07fffe55005bff29,yilan,宜蘭市中山路二段,111,192.168.1.106,-257,85,-165,41
12,AV2huNW9-R03vmj0MMq4,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:51.420Z,2017-08-02T06:53:51.000Z,213,fcffff0700ff4e0055ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-256,78,-171,41
13,AV2huMoV-R03vmj0MMq1,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:48.436Z,2017-08-02T06:53:48.000Z,212,fcffff0701ff440047ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-255,68,-185,41
14,AV2huL5F-R03vmj0MMqw,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:45.412Z,2017-08-02T06:53:45.000Z,211,fcffff0706ff280019ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-250,40,-231,41
15,AV2huLKN-R03vmj0MMqs,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:42.412Z,2017-08-02T06:53:42.000Z,210,fcffff0709ff2c000dff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,44,-243,41
16,AV2huKbd-R03vmj0MMqq,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:39.420Z,2017-08-02T06:53:39.000Z,209,fcffff0712ff4200e8fe29,yilan,宜蘭市中山路二段,111,10.5.151.1,-238,66,-280,41
17,AV2huJvv-R03vmj0MMqm,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:36.622Z,2017-08-02T06:53:36.000Z,208,fcffff0730ff81006bfe29,yilan,宜蘭市中山路二段,111,10.5.151.1,-208,129,-405,41
18,AV2huI9W-R03vmj0MMqi,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:33.398Z,2017-08-02T06:53:33.000Z,207,fcffff0737ff960065fe29,yilan,宜蘭市中山路二段,111,10.5.151.1,-201,150,-411,41
19,AV2huIOI-R03vmj0MMqd,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:30.376Z,2017-08-02T06:53:30.000Z,206,fcffff0737ff97008efe29,yilan,宜蘭市中山路二段,111,10.5.151.1,-201,151,-370,41
20,AV2huHfK-R03vmj0MMqV,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:27.369Z,2017-08-02T06:53:27.000Z,205,fcffff0732ffa60016ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-206,166,-234,41
21,AV2huGwX-R03vmj0MMqT,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:24.374Z,2017-08-02T06:53:24.000Z,204,fcffff072bffa40030ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-213,164,-208,41
22,AV2huGCF-R03vmj0MMqP,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:21.412Z,2017-08-02T06:53:21.000Z,203,fcffff072bffa20034ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-213,162,-204,41
23,AV2huFTG-R03vmj0MMqK,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:18.406Z,2017-08-02T06:53:18.000Z,202,fcffff072bff990046ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-213,153,-186,41
24,AV2huEkV-R03vmj0MMqJ,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:15.412Z,2017-08-02T06:53:15.000Z,201,fcffff0737ff8c0076ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-201,140,-138,41
25,AV2huD1j-R03vmj0MMqE,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:12.418Z,2017-08-02T06:53:12.000Z,200,fcffff0737ff8d0076ff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-201,141,-138,41
26,AV2huDGh-R03vmj0MMqA,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:09.409Z,2017-08-02T06:53:09.000Z,199,fcffff0736ff8a007aff29,yilan,宜蘭市中山路二段,111,10.5.151.1,-202,138,-134,41
27,AV2huC4G-R03vmj0MMp-,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:08.485Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.1.106,-197,122,-137,40
28,AV2huC1C-R03vmj0MMp8,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:08.289Z,2017-08-02T06:51:48.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.0.225,-197,122,-137,40
29,AV2huBzP-R03vmj0MMp7,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:04.079Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.88.113,-197,122,-137,40
30,AV2huBur-R03vmj0MMp6,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:03.786Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.0.3,-197,122,-137,40
31,AV2huBtu-R03vmj0MMp5,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:03.725Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.1.107,-197,122,-137,40
32,AV2huBtE-R03vmj0MMp4,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:03.683Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,192.168.88.122,-197,122,-137,40
33,AV2huBr3-R03vmj0MMp3,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:03.606Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,10.5.180.16,-197,122,-137,40
34,AV2huBoI-R03vmj0MMp2,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:03.368Z,2017-08-02T06:53:03.000Z,198,fcffff073bff7a0077ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-197,122,-137,40
35,AV2huA5s-R03vmj0MMpu,parking_record_index_v2,101a0d01019a,2017-08-02T06:53:00.395Z,2017-08-02T06:53:00.000Z,197,fcffff0736ff750078ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-202,117,-136,40
36,AV2huALi-R03vmj0MMpp,parking_record_index_v2,101a0d01019a,2017-08-02T06:52:57.441Z,2017-08-02T06:52:57.000Z,196,fcffff0726ff640079ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-218,100,-135,40
37,AV2ht_cP-R03vmj0MMpl,parking_record_index_v2,101a0d01019a,2017-08-02T06:52:54.415Z,2017-08-02T06:52:54.000Z,195,fcffff0720ff5f0074ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-224,95,-140,40
38,AV2ht-tq-R03vmj0MMpg,parking_record_index_v2,101a0d01019a,2017-08-02T06:52:51.433Z,2017-08-02T06:52:51.000Z,194,fcffff071fff5f0070ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-225,95,-144,40
39,AV2ht9-N-R03vmj0MMpa,parking_record_index_v2,101a0d01019a,2017-08-02T06:52:48.396Z,2017-08-02T06:52:48.000Z,193,fcffff071aff5f0069ff28,yilan,宜蘭市中山路二段,111,10.5.151.1,-230,95,-151,40
