,Unnamed: 0,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,magX,magY,magZ,magT,mag_len,magX_WO_offset,magY_WO_offset,magZ_WO_offset,mag_len_WO_offset,SPE1_X,SPE1_Y,SPE1_Z,SPE1_T,SPE2_X,SPE2_Y,SPE2_Z,SPE2_T,SPE3_X,SPE3_Y,SPE3_Z,SPE3_T,SPE4_X,SPE4_Y,SPE4_Z,SPE4_T,SPE5_X,SPE5_Y,SPE5_Z,SPE5_T
0,0,AV2h1wv8-R03vmj0MNSf,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:51.387Z,2017-08-02T07:26:51.000Z,837,fcffff0709ff5b0057ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,91,-169,38,312.8114448034151,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
1,1,AV2h1wB3-R03vmj0MNSe,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:48.438Z,2017-08-02T07:26:48.000Z,836,fcffff0709ff5b0057ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,91,-169,38,312.8114448034151,0,0,0,0.0,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
2,2,AV2h1vTK-R03vmj0MNSc,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:45.449Z,2017-08-02T07:26:45.000Z,835,fcffff0709ff5c0056ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,92,-170,38,313.64470344643155,0,1,-1,1.4142135623730951,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
3,3,AV2h1ulH-R03vmj0MNSY,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:42.502Z,2017-08-02T07:26:42.000Z,834,fcffff0709ff5c0056ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-247,92,-170,38,313.64470344643155,0,1,-1,1.4142135623730951,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
4,4,AV2h1t1Q-R03vmj0MNSW,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:39.439Z,2017-08-02T07:26:39.000Z,833,fcffff0708ff5c0057ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,92,-169,38,313.8932939710563,-1,1,0,1.4142135623730951,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
5,5,AV2h1tGv-R03vmj0MNSU,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:36.462Z,2017-08-02T07:26:36.000Z,832,fcffff0708ff5c0058ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,92,-168,38,313.3560275469422,-1,1,1,1.7320508075688772,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
6,6,AV2h1sXT-R03vmj0MNSS,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:33.426Z,2017-08-02T07:26:33.000Z,831,fcffff0708ff5c0059ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-248,92,-167,38,312.821035098345,-1,1,2,2.449489742783178,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
7,7,AV2h1rof-R03vmj0MNSM,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:30.430Z,2017-08-02T07:26:30.000Z,830,fcffff0707ff5b005bff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-249,91,-165,38,312.26110868950684,-2,0,4,4.47213595499958,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
8,8,AV2h1q52-R03vmj0MNSK,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:27.446Z,2017-08-02T07:26:27.000Z,829,fcffff0707ff590060ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-249,89,-160,38,309.06633592159466,-2,-2,9,9.433981132056603,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
9,9,AV2h1qLM-R03vmj0MNSI,parking_record_index_v2,101a0d01019a,2017-08-02T07:26:24.459Z,2017-08-02T07:26:24.000Z,828,fcffff0705ff550068ff26,yilan,宜蘭市中山路二段,111,10.5.151.1,-251,85,-152,38,305.4995908344232,-4,-6,17,18.466185312619388,-97.2,194.6,-183.0,38.6,-215.2,148.8,-200.4,38.0,-218.8,124.8,-149.8,38.0,-240.0,112.8,-172.2,38.0,-236.8,97.4,-129.8,38.0
