,MagX,MagY,MagZ
0,0.0,0.0,0.0
1,-379.8181818181818,-122.66666666666667,-145.04545454545453
2,-357.030303030303,-27.666666666666668,-142.0
3,118.98461538461538,294.53846153846155,-404.66153846153844
4,-399.0149253731343,-87.6268656716418,-141.28358208955223
5,-677.7460317460317,70.87301587301587,936.6349206349206
6,-346.3636363636364,-56.74242424242424,-96.03030303030303
7,0.0,0.0,0.0
8,-526.1384615384616,-333.81538461538463,130.93846153846152
9,-437.43939393939394,47.21212121212121,-22.96969696969697
10,-279.93939393939394,343.95454545454544,69.68181818181819
11,-83.74242424242425,91.3030303030303,-144.46969696969697
12,-453.4153846153846,-137.41538461538462,-5.876923076923077
13,-495.089552238806,-291.2985074626866,189.82089552238807
14,-127.89393939393939,225.5909090909091,-129.8030303030303
