,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV3KlKMF-R03vmj0O2ZB,parking_record_index_v2,101a0d0100d9,2017-08-10T05:18:44.996Z,2017-08-10T05:18:44.000Z,342,fcffff07f7fea9ffe3fe27,yilan,宜蘭市中山路二段,1006,10.5.151.1,-89.0,24.5,1502342324.0,0.996,-265,-87,-285,398.77186460431227,39
1,AV3KlLqG-R03vmj0O2ZT,parking_record_index_v2,101a0d0100d9,2017-08-10T05:18:51.013Z,2017-08-10T05:18:50.000Z,344,fcffff07f6fea6ffe4fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-90.0,28.8,1502342330.0,1.013,-266,-90,-284,399.3895341643294,38
2,AV3KlMgl-R03vmj0O2Ze,parking_record_index_v2,101a0d0100d9,2017-08-10T05:18:54.499Z,2017-08-10T05:18:53.000Z,345,fcffff07f5fea8ffe7fe26,yilan,宜蘭市中山路二段,1006,192.168.88.113,-85.0,15.8,1502342333.0,1.499,-267,-88,-281,397.48459089630137,38
3,AV3KlMaW-R03vmj0O2Zc,parking_record_index_v2,101a0d0100d9,2017-08-10T05:18:54.102Z,2017-08-10T05:18:53.000Z,345,fcffff07f5fea8ffe7fe26,yilan,宜蘭市中山路二段,1006,10.5.180.16,-105.2,-0.2,1502342333.0,1.102,-267,-88,-281,397.48459089630137,38
4,AV3KlN2_-R03vmj0O2Z6,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:00.030Z,2017-08-10T05:18:59.000Z,347,fcffff07f5feacffe8fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-102.0,31.2,1502342339.0,1.03,-267,-84,-280,395.9103433859742,38
5,AV3KlOl0-R03vmj0O2aG,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:03.027Z,2017-08-10T05:19:02.000Z,348,fcffff07f5feaeffe7fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-87.0,25.0,1502342342.0,1.027,-267,-82,-281,396.1994447244973,38
6,AV3KlPUr-R03vmj0O2aT,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:06.026Z,2017-08-10T05:19:05.000Z,349,fcffff07f5feafffe6fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-90.0,28.0,1502342345.0,1.026,-267,-81,-282,396.703919819303,38
7,AV3KlkkI-R03vmj0O2gH,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:33.031Z,2017-08-10T05:19:09.000Z,370,fcffff07f5feabffe7fe25,yilan,宜蘭市中山路二段,1006,192.168.0.225,-116.8,-11.8,1502342349.0,84.031,-267,-85,-281,396.83119837028937,37
8,AV3KlRg6-R03vmj0O2a1,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:15.002Z,2017-08-10T05:19:14.000Z,351,fcffff07f5feaeffe6fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-96.0,26.2,1502342354.0,1.002,-267,-82,-282,396.90930954060525,38
9,AV3KlTAI-R03vmj0O2bM,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:21.095Z,2017-08-10T05:19:20.000Z,352,fcffff07f5feacffe7fe26,yilan,宜蘭市中山路二段,1006,10.5.180.50,-97.0,11.3,1502342360.0,1.095,-267,-84,-281,396.61820432249453,38
10,AV3KlV7a-R03vmj0O2cJ,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:33.081Z,2017-08-10T05:19:32.000Z,354,fcffff07f7fea9ffe3fe25,yilan,宜蘭市中山路二段,1006,192.168.88.113,-84.5,-0.5,1502342372.0,1.081,-265,-87,-285,398.77186460431227,37
11,AV3KlV6b-R03vmj0O2cH,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:33.018Z,2017-08-10T05:19:32.000Z,354,fcffff07f7fea9ffe3fe25,yilan,宜蘭市中山路二段,1006,10.5.180.16,-120.5,-1.5,1502342372.0,1.018,-265,-87,-285,398.77186460431227,37
12,AV3KlWpA-R03vmj0O2cR,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:35.999Z,2017-08-10T05:19:35.000Z,355,fcffff07f6feaeffe3fe26,yilan,宜蘭市中山路二段,1006,10.5.151.1,-98.0,8.0,1502342375.0,0.999,-266,-82,-285,398.3779612378176,38
13,AV3KlrMT-R03vmj0O2iB,parking_record_index_v2,101a0d0100d9,2017-08-10T05:21:00.178Z,2017-08-10T05:19:36.000Z,378,fcffff07f7fea9ffe3fe25,yilan,宜蘭市中山路二段,1006,192.168.0.225,-116.2,-10.2,1502342376.0,84.178,-265,-87,-285,398.77186460431227,37
14,AV3KlY1w-R03vmj0O2c3,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:45.007Z,2017-08-10T05:19:44.000Z,357,fcffff07f6fea7ffe8fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-93.0,10.5,1502342384.0,1.007,-266,-89,-280,396.3294084470643,37
15,AV3Klcix-R03vmj0O2d_,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:00.176Z,2017-08-10T05:19:59.000Z,360,fcffff07f8feaaffe2fe25,yilan,宜蘭市中山路二段,1006,10.5.180.50,-97.0,17.5,1502342399.0,1.176,-264,-86,-286,398.6075764458072,37
16,AV3Klcft-R03vmj0O2d-,parking_record_index_v2,101a0d0100d9,2017-08-10T05:19:59.980Z,2017-08-10T05:19:59.000Z,360,fcffff07f8feaaffe2fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-96.0,22.5,1502342399.0,0.98,-264,-86,-286,398.6075764458072,37
17,AV3KldSP-R03vmj0O2eK,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:03.215Z,2017-08-10T05:20:02.000Z,361,fcffff07f7feabffe2fe26,yilan,宜蘭市中山路二段,1006,10.5.180.50,-93.0,1.3,1502342402.0,1.215,-265,-85,-286,399.05638699311663,38
18,AV3Kleth-R03vmj0O2eh,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:09.056Z,2017-08-10T05:20:08.000Z,362,fcffff07f6feacffe4fe25,yilan,宜蘭市中山路二段,1006,192.168.88.113,-93.0,21.3,1502342408.0,1.056,-266,-84,-284,398.08039389048037,37
19,AV3Klesr-R03vmj0O2eg,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:09.002Z,2017-08-10T05:20:08.000Z,362,fcffff07f6feacffe4fe25,yilan,宜蘭市中山路二段,1006,10.5.180.16,-120.8,-1.8,1502342408.0,1.002,-266,-84,-284,398.08039389048037,37
20,AV3Kl1C7-R03vmj0O2lG,parking_record_index_v2,101a0d0100d9,2017-08-10T05:21:40.538Z,2017-08-10T05:20:15.000Z,385,fcffff07f5feadffeafe24,yilan,宜蘭市中山路二段,1006,192.168.0.225,-112.0,-3.0,1502342415.0,85.538,-267,-83,-278,394.2866977213408,36
21,AV3Klg6Z-R03vmj0O2fG,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:18.072Z,2017-08-10T05:20:17.000Z,365,fcffff07f5feaeffe3fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-94.0,2.0,1502342417.0,1.072,-267,-82,-285,399.0463632211175,37
22,AV3Klho6-R03vmj0O2fN,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:21.049Z,2017-08-10T05:20:20.000Z,366,fcffff07f5feafffe6fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-93.0,28.8,1502342420.0,1.0490000000000002,-267,-81,-282,396.703919819303,37
23,AV3KliWx-R03vmj0O2fc,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:23.984Z,2017-08-10T05:20:23.000Z,367,fcffff07f4feafffe6fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-90.0,24.5,1502342423.0,0.984,-268,-81,-282,397.37765412765725,37
24,AV3KljGZ-R03vmj0O2fo,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:27.032Z,2017-08-10T05:20:26.000Z,368,fcffff07f4feadffe8fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-93.0,27.5,1502342426.0,1.032,-268,-83,-280,396.374822611124,37
25,AV3KljOv-R03vmj0O2fr,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:27.566Z,2017-08-10T05:20:27.000Z,368,fcffff07f4feadffe8fe25,yilan,宜蘭市中山路二段,1006,10.5.180.50,-97.0,15.0,1502342427.0,0.5660000000000001,-268,-83,-280,396.374822611124,37
26,AV3Klj04-R03vmj0O2f6,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:30.007Z,2017-08-10T05:20:29.000Z,369,fcffff07f5feacffe7fe25,yilan,宜蘭市中山路二段,1006,10.5.151.1,-90.0,25.0,1502342429.0,1.007,-267,-84,-281,396.61820432249453,37
27,AV3KlkmF-R03vmj0O2gK,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:33.156Z,2017-08-10T05:20:32.000Z,370,fcffff07f5feabffe7fe25,yilan,宜蘭市中山路二段,1006,192.168.88.113,-90.0,-1.0,1502342432.0,1.156,-267,-85,-281,396.83119837028937,37
28,AV3Klkk8-R03vmj0O2gJ,parking_record_index_v2,101a0d0100d9,2017-08-10T05:20:33.083Z,2017-08-10T05:20:32.000Z,370,fcffff07f5feabffe7fe25,yilan,宜蘭市中山路二段,1006,10.5.180.16,-113.0,10.0,1502342432.0,1.083,-267,-85,-281,396.83119837028937,37
