,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,Mag4_CarLen,Mag4_CarX,Mag4_CarY,Mag4_CarZ,Mag4_EnvX,Mag4_EnvY,Mag4_EnvZ,Mag4_Len,Mag4_X,Mag4_Y,Mag4_Z,Sideway,time
29,1,nisson,0,0,0,0,teana,0.0,0,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,7.119747372162578,-5.553748400000018,-1.907131199999995,4.026106300000009,177.55374840000002,-105.0928688,-157.0261063,253.85428891393582,172,-107,-153,6.109336470189038,-5.257253099999986,-3.1085015599999934,-0.15000000000000568,198.25725309999999,-73.89149844,-245.85,322.01552757592293,193,-77,-246,7.8687198278816375,-6.103626600000041,-3.148507809999998,3.8404938000000186,303.10362660000004,-53.85149219,-196.84049380000002,358.7575783171695,297,-57,-193,11.719163314565085,-8.641498399999989,-3.578484400000008,7.061001599999983,318.6414984,-135.4215156,-110.06100159999998,355.00704218367275,310,-139,-103,0.0,18:36.4
30,1,nisson,0,0,0,0,teana,0.0,0,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,16.423259196743388,-12.553748400000018,-6.907131199999995,8.02610630000001,177.55374840000002,-105.0928688,-157.0261063,248.93774322107123,165,-112,-149,21.033308946192495,-17.257253099999986,-9.108501559999993,7.849999999999994,198.25725309999999,-73.89149844,-245.85,310.3127454681809,181,-83,-238,32.41072461222827,-27.10362660000004,-11.148507809999998,13.840493800000019,303.10362660000004,-53.85149219,-196.84049380000002,337.47592506725573,276,-65,-183,48.40029337920843,-45.64149839999999,-12.578484400000008,10.061001599999983,318.6414984,-135.4215156,-110.06100159999998,326.24070867995613,273,-148,-100,0.0,18:36.9
31,1,nisson,0,0,0,0,teana,0.0,0,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,79.76557633492921,-78.55374840000002,-12.907131199999995,5.026106300000009,177.55374840000002,-105.0928688,-157.0261063,216.40009242142204,99,-118,-152,143.529132293155,-135.25725309999999,-9.108501559999993,-47.150000000000006,198.25725309999999,-73.89149844,-245.85,310.9774911468674,63,-83,-293,283.7264904142891,-224.10362660000004,-17.148507809999998,-173.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,384.9441517934777,79,-71,-370,616.5716863833381,-270.6414984,132.4215156,-537.9389984000001,318.6414984,-135.4215156,-110.06100159999998,649.7822712262931,48,-3,-648,0.0,18:37.3
32,1,nisson,0,0,0,0,teana,328.99534725359086,1,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,624.277847318198,13.446251599999982,14.092868800000005,-623.9738937,177.55374840000002,-105.0928688,-157.0261063,809.1495535437191,191,-91,-781,415.91741610721954,254.74274690000001,111.89149844,-309.15,198.25725309999999,-73.89149844,-245.85,717.4106216108039,453,38,-555,262.7024504635038,57.89637339999996,226.85149219,-119.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,510.005882319018,361,173,-316,286.17917228336773,37.35850160000001,229.4215156,-166.9389984,318.6414984,-135.4215156,-110.06100159999998,460.76132650212736,356,94,-277,0.0,18:37.7
33,1,nisson,0,0,0,0,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,256.39303337540866,75.44625159999998,182.09286880000002,-163.9738937,177.55374840000002,-105.0928688,-157.0261063,415.90744162613873,253,77,-321,193.085416783003,62.742746900000014,123.89149844,-134.15,198.25725309999999,-73.89149844,-245.85,463.7035691042285,261,50,-380,167.62874568787325,40.89637339999996,78.85149219,-142.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,483.61348202877883,344,25,-339,168.57958643440034,49.35850160000001,105.42151559999999,-121.93899840000002,318.6414984,-135.4215156,-110.06100159999998,436.05962894998663,368,-30,-232,0.0,18:38.1
34,1,nisson,2,2,2,2,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,153.72194044196624,52.44625159999998,90.0928688,-112.97389369999999,177.55374840000002,-105.0928688,-157.0261063,355.0,230,-15,-270,131.99961906166996,42.742746900000014,80.89149844,-95.15,198.25725309999999,-73.89149844,-245.85,417.6254302601794,241,7,-341,115.45327179681696,35.89637339999996,73.85149219,-81.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,438.86786166225477,339,20,-278,120.16211059395323,34.35850160000001,96.42151559999999,-62.93899840000002,318.6414984,-135.4215156,-110.06100159999998,395.04303563029686,353,-39,-173,0.0,18:38.6
35,1,nisson,2,2,2,2,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,108.61450349581963,30.446251599999982,83.0928688,-62.97389369999999,177.55374840000002,-105.0928688,-157.0261063,303.5588904973794,208,-22,-220,101.0849545421374,27.742746900000014,77.89149844,-58.150000000000006,198.25725309999999,-73.89149844,-245.85,378.82449762389973,226,4,-304,90.45972597432348,21.89637339999996,75.85149219,-44.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,405.20365250081346,325,22,-241,96.79707445575744,12.358501600000011,89.42151559999999,-34.93899840000002,318.6414984,-135.4215156,-110.06100159999998,364.2828571316526,331,-46,-145,0.0,18:39.0
36,1,nisson,2,2,2,2,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,110.17196933904475,8.446251599999982,101.0928688,-42.97389369999999,177.55374840000002,-105.0928688,-157.0261063,273.1519723523885,186,-4,-200,93.13328455942045,0.7427469000000144,80.89149844,-46.150000000000006,198.25725309999999,-73.89149844,-245.85,353.4317473006634,199,7,-292,86.33983088580668,-7.103626600000041,73.85149219,-44.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,382.2263727164833,296,20,-241,91.05529271378708,-7.641498399999989,82.42151559999999,-37.93899840000002,318.6414984,-135.4215156,-110.06100159999998,348.4738153721166,311,-53,-148,0.0,18:39.4
37,1,nisson,2,2,2,2,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,84.84961575189021,-5.553748400000018,74.0928688,-40.97389369999999,177.55374840000002,-105.0928688,-157.0261063,264.1003597119852,172,-31,-198,91.33934394216976,-7.257253099999986,77.89149844,-47.150000000000006,198.25725309999999,-73.89149844,-245.85,349.77993081364747,191,4,-293,101.83024888091796,-8.103626600000041,85.85149219,-54.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,388.6515148561755,295,32,-251,102.48999283048785,-5.641498399999989,92.42151559999999,-43.93899840000002,318.6414984,-135.4215156,-110.06100159999998,351.4740388705829,313,-43,-154,0.0,18:39.8
38,1,nisson,2,2,2,2,teana,657.9906945071817,2,177.55374840000002,-105.0928688,-157.0261063,198.25725309999999,-73.89149844,-245.85,303.10362660000004,-53.85149219,-196.84049380000002,318.6414984,-135.4215156,-110.06100159999998,0.0,87.97363214647567,-6.553748400000018,78.0928688,-39.97389369999999,177.55374840000002,-105.0928688,-157.0261063,262.25750704221986,171,-27,-197,89.89593010090047,-6.257253099999986,76.89149844,-46.150000000000006,198.25725309999999,-73.89149844,-245.85,349.4810438349983,192,3,-292,109.01785882611021,-8.103626600000041,91.85149219,-58.15950619999998,303.10362660000004,-53.85149219,-196.84049380000002,391.78310325995426,295,38,-255,98.59266961794599,-7.641498399999989,88.42151559999999,-42.93899840000002,318.6414984,-135.4215156,-110.06100159999998,349.76992437886935,311,-47,-153,0.0,18:40.3
