,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,Mag4_CarLen,Mag4_CarX,Mag4_CarY,Mag4_CarZ,Mag4_EnvX,Mag4_EnvY,Mag4_EnvZ,Mag4_Len,Mag4_X,Mag4_Y,Mag4_Z,Sideway,time
0,0.0,nisson,0,0,0,0,teana,0.0,0,177.62606100000002,-105.0882253,-156.7748009,198.3158385,-73.96291836,-244.8363611,303.1223663,-53.72650835,-195.838148,318.5567932,-134.90356780000002,-109.30909140000001,1,2.115179168279109,0.3739389999999787,1.0882253000000048,1.7748009000000025,177.62606100000002,-105.0882253,-156.7748009,257.9244075305786,178,-104,-155,1.4473384592763874,0.6841614999999877,0.9629183600000033,0.8363611000000049,198.3158385,-73.96291836,-244.8363611,323.2120047275472,199,-73,-244,1.3467429464821574,-1.1223663000000101,0.7265083500000031,-0.16185200000001032,303.1223663,-53.72650835,-195.838148,363.90795539531695,302,-53,-196,3.025211683554915,0.44320679999998447,1.903567800000019,2.309091400000014,318.5567932,-134.90356780000002,-109.30909140000001,361.7996683248894,319,-133,-107,0.0,19:29.3
1,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,3.7489733319495415,0.35524200000000405,1.0338139999999925,3.5860609000000068,177.644758,-105.03381399999999,-156.5860609,256.72748197261626,178,-104,-153,1.7705081818518065,-0.3000466000000017,-0.035227559999995606,1.7445430000000215,198.3000466,-73.96477244,-244.74454300000002,322.06986819632783,198,-74,-243,0.32351268979090075,-0.11624799999998459,-0.2598170699999969,-0.15375940000001265,303.116248,-53.74018293,-195.8462406,364.88491336310415,303,-54,-196,2.8739510613960704,0.42104639999996607,1.80838940000001,2.1936368000000073,318.57895360000003,-134.8083894,-109.19363680000001,361.7996683248894,319,-133,-107,0.0,19:29.7
2,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,2.807610949485137,0.35524200000000405,1.0338139999999925,2.5860609000000068,177.644758,-105.03381399999999,-156.5860609,257.32469760984856,178,-104,-154,2.1128537341719125,0.6999533999999983,0.9647724400000044,1.7445430000000215,198.3000466,-73.96477244,-244.74454300000002,322.457749170337,199,-73,-243,4.346258059579034,1.8837520000000154,0.7401829300000031,3.8462405999999874,303.116248,-53.74018293,-195.8462406,364.27736685113996,305,-53,-192,3.3211578558237176,0.42104639999996607,0.80838940000001,3.1936368000000073,318.57895360000003,-134.8083894,-109.19363680000001,361.8742875640655,319,-134,-106,0.0,19:30.2
3,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,3.970552234094,1.355242000000004,1.0338139999999925,3.5860609000000068,177.644758,-105.03381399999999,-156.5860609,257.42183279589943,179,-104,-153,2.4360855530962335,1.6999533999999983,-0.035227559999995606,1.7445430000000215,198.3000466,-73.96477244,-244.74454300000002,323.3032632065442,200,-74,-243,3.4511360130333477,0.8837520000000154,1.7401829300000031,2.8462405999999874,303.116248,-53.74018293,-195.8462406,363.8255076269392,304,-52,-193,2.3754611980202034,0.42104639999996607,0.80838940000001,2.1936368000000073,318.57895360000003,-134.8083894,-109.19363680000001,362.16846908586615,319,-134,-107,0.0,19:30.6
4,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,1.6257089049607971,0.35524200000000405,0.03381399999999246,1.5860609000000068,177.644758,-105.03381399999999,-156.5860609,258.3292472795134,178,-105,-155,1.022506734454176,0.6999533999999983,-0.035227559999995606,0.7445430000000215,198.3000466,-73.96477244,-244.74454300000002,323.43932970496957,199,-74,-244,2.081381671019465,1.8837520000000154,-0.2598170699999969,0.8462405999999874,303.116248,-53.74018293,-195.8462406,366.0136609472384,305,-54,-195,2.024261619282324,1.421046399999966,0.80838940000001,1.1936368000000073,318.57895360000003,-134.8083894,-109.19363680000001,363.3455655433268,320,-134,-108,0.0,19:31.0
5,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,2.7834193438411075,0.35524200000000405,-0.9661860000000075,2.5860609000000068,177.644758,-105.03381399999999,-156.5860609,258.13949717158744,178,-106,-154,1.042147831166055,-0.3000466000000017,0.9647724400000044,-0.2554569999999785,198.3000466,-73.96477244,-244.74454300000002,323.35429485318423,198,-73,-245,2.176578213723488,0.8837520000000154,0.7401829300000031,1.8462405999999874,303.116248,-53.74018293,-195.8462406,364.5010288051325,304,-53,-194,4.309903746407763,-0.5789536000000339,0.80838940000001,4.193636800000007,318.57895360000003,-134.8083894,-109.19363680000001,360.70070695799865,318,-134,-105,0.0,19:31.4
6,0.0,nisson,0,0,0,0,teana,0.0,0,177.644758,-105.03381399999999,-156.5860609,198.3000466,-73.96477244,-244.74454300000002,303.116248,-53.74018293,-195.8462406,318.57895360000003,-134.8083894,-109.19363680000001,1,3.8337523451142315,1.355242000000004,0.03381399999999246,3.5860609000000068,177.644758,-105.03381399999999,-156.5860609,257.82746168707473,179,-105,-153,6.067981682734743,1.6999533999999983,0.9647724400000044,5.7445430000000215,198.3000466,-73.96477244,-244.74454300000002,320.07811546558446,200,-73,-239,2.0632806063295717,0.8837520000000154,-0.2598170699999969,1.8462405999999874,303.116248,-53.74018293,-195.8462406,364.6477752571651,304,-54,-194,1.4469218027590374,1.421046399999966,-0.19161059999998997,0.19363680000000727,318.57895360000003,-134.8083894,-109.19363680000001,364.01373600456344,320,-135,-109,0.0,19:31.9
7,0.0,nisson,0,0,0,0,teana,0.0,0,177.7625201,-105.0321233,-156.4067578,198.33504419999997,-74.01653382,-244.5073159,303.1604356,-53.75317378,-195.7539286,318.6500059,-134.7679699,-109.23395500000001,1,4.075947364376513,2.237479900000011,0.03212329999999497,3.4067578000000083,177.7625201,-105.0321233,-156.4067578,258.5227262737263,180,-105,-153,4.661037284290949,0.6649558000000297,-0.9834661799999935,4.507315900000009,198.33504419999997,-74.01653382,-244.5073159,320.66493416025395,199,-75,-240,1.960116603298065,0.839564399999972,-0.24682622000000265,1.7539285999999947,303.1604356,-53.75317378,-195.7539286,364.6477752571651,304,-54,-194,1.7317871634140876,1.3499941000000035,0.7679698999999971,-0.7660449999999912,318.6500059,-134.7679699,-109.23395500000001,363.94505079750706,320,-134,-110,0.0,19:32.3
8,0.0,nisson,0,0,0,0,teana,0.0,0,177.7625201,-105.0321233,-156.4067578,198.33504419999997,-74.01653382,-244.5073159,303.1604356,-53.75317378,-195.7539286,318.6500059,-134.7679699,-109.23395500000001,1,2.7064499842354017,1.237479900000011,0.03212329999999497,2.4067578000000083,177.7625201,-105.0321233,-156.4067578,258.4221352748251,179,-105,-154,1.7364011073338825,1.6649558000000297,0.01653382000000647,-0.4926840999999911,198.33504419999997,-74.01653382,-244.5073159,324.809174747266,200,-74,-245,3.087698336710482,1.839564399999972,1.7531737799999974,1.7539285999999947,303.1604356,-53.75317378,-195.7539286,365.191730464971,305,-52,-194,5.070555016895673,0.3499941000000035,2.767969899999997,4.233955000000009,318.6500059,-134.7679699,-109.23395500000001,360.84622763720284,319,-132,-105,0.0,19:32.7
9,0.0,nisson,0,0,0,0,teana,0.0,0,177.7625201,-105.0321233,-156.4067578,198.33504419999997,-74.01653382,-244.5073159,303.1604356,-53.75317378,-195.7539286,318.6500059,-134.7679699,-109.23395500000001,1,1.8738612321001227,1.237479900000011,0.03212329999999497,1.4067578000000083,177.7625201,-105.0321233,-156.4067578,259.0193042998919,179,-105,-155,3.8824754996716213,1.6649558000000297,0.01653382000000647,3.507315900000009,198.33504419999997,-74.01653382,-244.5073159,321.80273460615587,200,-74,-241,1.3566677775066192,0.839564399999972,0.7531737799999974,0.7539285999999947,303.1604356,-53.75317378,-195.7539286,365.0342449688796,304,-53,-195,2.720811786832354,1.3499941000000035,0.7679698999999971,2.233955000000009,318.6500059,-134.7679699,-109.23395500000001,363.0495833904785,320,-134,-107,0.0,19:33.1
