,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
0,1,nisson,0,0,0,0,bluebird,0.0,0,189.0,-91.0,-162.0,206.0,-62.0,-254.0,312.0,-47.0,-225.0,322.0,-132.0,-130.0,0,0,15:00.4,2.5553864678,1.3,2.2,0,204.7,-64.2,-254,332.86033107,206,-62,-254
1,1,nisson,0,0,0,0,bluebird,0.0,0,188.0,-88.0,-162.0,205.0,-64.0,-253.5,314.5,-47.5,-223.0,321.5,-129.0,-132.5,0,0,15:01.3,2.1748563171,-0.7,-1.8,1,204.7,-64.2,-254,331.6338342208,204,-66,-253
2,1,nisson,0,0,0,0,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:02.3,1.3152946438,1.3,0.2,0,204.7,-64.2,-254,333.2386532202,206,-64,-254
3,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:05.2,4.2107006543,-3.7,0.2,2,204.7,-64.2,-254,328.6350559511,201,-64,-252
4,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:05.6,2.2203603311,1.3,-1.8,0,204.7,-64.2,-254,333.6285359498,206,-66,-254
5,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:06.0,2.3086792761000003,-0.7,2.2,0,204.7,-64.2,-254,331.6262957004,204,-62,-254
6,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:06.4,3.0545048699,-0.7,-2.8,-1,204.7,-64.2,-254,333.3616654626,204,-67,-255
7,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:06.9,2.7802877549000002,2.3,1.2,-1,204.7,-64.2,-254,334.4293647394,207,-63,-255
8,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:07.3,2.9546573405000003,-1.7,2.2,-1,204.7,-64.2,-254,331.7800476219,203,-62,-255
9,1,nisson,0,0,0,2,bluebird,0.0,0,187.0,-89.0,-164.5,205.5,-64.0,-253.75,313.75,-45.75,-223.5,320.75,-129.5,-131.25,0,0,15:07.7,2.2203603311,1.3,-1.8,0,204.7,-64.2,-254,333.6285359498,206,-66,-254
