,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
0,0.0,toyota,clotplus,0.0,0,1,0.0,23:41.7,4.178516483155248,-2.4000000000000057,-0.8999999999999986,-3.300000000000012,187.4,-23.1,-248.7,313.5362817920758,185,-24,-252,13.268998793727338,560.1707510802345,3.933998699378957,2.59419661048131,4.1785164831552475,19.94684669025855,25.9419661048131,25.9419661048131,4.800000000000026,6.600000000000016
1,0.0,toyota,clotplus,0.0,0,1,0.0,23:42.1,3.0430248109405875,2.5999999999999943,-0.8999999999999986,-1.3000000000000114,187.4,-23.1,-248.7,314.9222126176558,190,-24,-250,5.227181342983611,558.7181705570262,-1.4230705158264882,1.0634575298181916,3.0430248109405875,8.021419012348554,10.634575298181916,10.634575298181916,7.800000000000011,4.800000000000004
2,0.0,toyota,clotplus,0.0,0,1,0.0,23:42.5,6.3292969593786506,2.5999999999999943,-0.8999999999999986,5.699999999999987,187.4,-23.1,-248.7,309.3945700880996,190,-24,-243,-22.919179734619988,558.7181705570262,-3.883670654624993,-0.5371253126511446,6.3292969593786506,28.603917867215596,-5.371253126511447,-5.371253126511447,13.199999999999974,9.199999999999982
3,0.0,toyota,clotplus,0.0,0,1,0.0,23:42.9,3.7496666518505433,-3.4000000000000057,-0.8999999999999986,-1.3000000000000114,187.4,-23.1,-248.7,311.33904348796347,184,-24,-250,5.227181342983611,560.4697976269949,2.944060252350775,1.7488135769836488,3.7496666518505433,18.783231135808208,17.48813576983649,17.48813576983649,5.000000000000014,5.600000000000016
4,0.0,toyota,clotplus,0.0,0,1,0.0,23:43.3,4.5232731511594695,-1.4000000000000057,0.10000000000000142,-4.300000000000011,187.4,-23.1,-248.7,314.85552242258666,186,-23,-253,17.289907519099312,557.5812022952575,-10.126892293827913,2.7618879822162183,4.5232731511594695,17.41127328275241,27.618879822162185,27.618879822162185,8.800000000000026,5.8000000000000185
5,0.0,toyota,clotplus,0.0,0,1,0.0,23:43.8,4.130375285612668,3.5999999999999943,1.1000000000000014,1.6999999999999886,187.4,-23.1,-248.7,313.0079871185398,191,-22,-247,-6.835544833132201,553.9291913528921,2.7249356775916604,0.6916621307049662,4.130375285612668,21.095777079030473,6.916621307049661,6.916621307049661,4.999999999999986,6.399999999999984
6,0.0,toyota,clotplus,0.0,0,1,0.0,23:44.2,2.9427877939124234,-0.4000000000000057,1.1000000000000014,2.6999999999999886,187.4,-23.1,-248.7,309.78863762249256,187,-22,-246,-10.856453558504175,554.9959259451367,1.178302807784298,-0.44053987631202385,2.9427877939124234,8.822100529372435,-4.405398763120239,-4.405398763120239,6.199999999999989,4.199999999999996
7,0.0,toyota,clotplus,0.0,0,1,0.0,23:44.6,4.20238027789015,-3.4000000000000057,-0.8999999999999986,-2.300000000000012,187.4,-23.1,-248.7,312.14259561937394,184,-24,-251,9.248090068355586,560.4697976269949,3.6675803707433423,2.283200663490818,4.20238027789015,21.24272894359251,22.832006634908183,22.832006634908183,5.000000000000014,6.600000000000016
8,0.0,toyota,clotplus,0.0,0,1,0.0,23:45.0,1.2083045973594633,-0.4000000000000057,1.1000000000000014,-0.30000000000001137,187.4,-23.1,-248.7,312.1762322791406,187,-22,-249,1.2062726176116367,554.9959259451367,-0.32163125592549513,0.5838131275712324,1.2083045973594633,5.797390349271084,5.838131275712325,5.838131275712325,3.000000000000014,1.8000000000000185
9,0.0,toyota,clotplus,0.0,0,1,0.0,23:45.5,3.9064049969249113,2.5999999999999943,1.1000000000000014,2.6999999999999886,187.4,-23.1,-248.7,311.60872901765765,190,-22,-246,-10.856453558504175,554.1920240089895,2.840734388942075,0.21110448532358356,3.906404996924911,19.976784006452046,2.1110448532358355,2.1110448532358355,3.1999999999999744,6.399999999999984
10,0.0,toyota,clotplus,0.0,0,1,0.0,23:45.9,4.781213235152767,-3.4000000000000057,-2.8999999999999986,1.6999999999999886,187.4,-23.1,-248.7,309.09707213107015,184,-26,-247,-6.835544833132201,565.0390108199674,0.47992026134669613,0.8168335234641583,4.781213235152767,17.64473916399037,8.168335234641583,8.168335234641583,10.199999999999989,7.999999999999993
11,0.0,toyota,clotplus,0.0,0,1,0.0,23:46.3,6.5772334609621526,-3.4000000000000057,-1.8999999999999984,-5.300000000000012,187.4,-23.1,-248.7,314.6378871019827,184,-25,-254,21.310816244471287,562.7640730123909,2.8014726912247268,4.213814556180111,6.577233460962151,31.64369863531795,42.13814556180111,42.13814556180111,6.800000000000026,10.600000000000016
12,0.0,toyota,clotplus,0.0,0,1,0.0,23:46.7,6.345076831686115,5.599999999999994,-2.8999999999999986,0.6999999999999886,187.4,-23.1,-248.7,315.32364326196665,193,-26,-248,-2.8146361077603377,562.278301729591,-1.406311659856068,1.7584385582191775,6.345076831686115,30.366362915313914,17.584385582191775,17.584385582191775,16.999999999999986,9.199999999999982
13,0.0,toyota,clotplus,0.0,0,1,0.0,23:47.1,6.712674578735354,5.599999999999994,0.10000000000000142,3.6999999999999886,187.4,-23.1,-248.7,312.73471185655103,193,-23,-245,-14.877362283876149,555.6537815883037,39.243414059587344,0.25441995811224805,6.712674578735354,30.47081950977168,2.5441995811224807,2.5441995811224807,10.999999999999986,9.399999999999984
14,0.0,toyota,clotplus,0.0,0,1,0.0,23:47.6,1.2884098726725135,0.5999999999999943,1.1000000000000014,-0.30000000000001137,187.4,-23.1,-248.7,312.77627787285917,188,-22,-249,1.2062726176116367,554.7253544081672,0.25297089244775156,0.5766900879634065,1.2884098726725137,4.92530276714033,5.766900879634066,5.766900879634066,2.8000000000000256,2.000000000000007
15,0.0,toyota,clotplus,0.0,0,1,0.0,23:48.0,4.319722213291048,-0.4000000000000057,0.10000000000000142,-4.300000000000011,187.4,-23.1,-248.7,315.4473014625422,187,-23,-253,17.289907519099312,557.2978358076874,-6.888781331604794,2.5694060272218917,4.3197222132910476,13.979007021762621,25.69406027221892,25.69406027221892,8.800000000000026,4.8000000000000185
