,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance,Mag_detect_rate,Mag_detect_sendflag,Mag_detect_status,Mag_detect_envbias
0,1,toyota,tercel,0.0,0,0.0,0.0,14:19.6,4.3646305685590345,4.0,0.3999999999999986,1.6999999999999886,191.0,-23.4,-249.7,316.31945877546013,195,-23,-248,-6.808169803764419,555.1262657531947,6.9778332914111285,0.5293902434040487,4.3646305685590345,20.1699221159225,5.293902434040487,5.293902434040487,7.200000000000003,6.099999999999987,1.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
1,1,toyota,tercel,0.0,0,0.0,0.0,14:20.0,5.06458290484023,1.0,-1.6000000000000014,4.699999999999988,191.0,-23.4,-249.7,312.27231705676377,192,-25,-245,-18.822587104525333,560.3737849344789,89.6768453214003,-0.4024838491000132,5.06458290484023,22.311498641363585,-4.024838491000132,-4.024838491000132,12.59999999999998,7.29999999999999,1.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
2,1,toyota,tercel,0.0,0,0.0,0.0,14:20.4,5.258326730053971,-3.0,0.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,316.84223203354696,188,-23,-254,17.2206647977573,557.0172064310505,-7.651532943941071,3.138263737583323,5.258326730053972,23.73740392172728,31.38263737583323,31.38263737583323,9.40000000000002,7.70000000000001,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
3,1,toyota,tercel,0.0,0,0.0,0.0,14:20.8,3.801315561749649,3.0,0.3999999999999986,-2.300000000000012,191.0,-23.4,-249.7,318.85576676610384,194,-23,-252,9.21105326391669,555.3887837956306,1.2147351757936782,1.3851670838675292,3.8013155617496492,6.400003596783679,13.851670838675293,13.851670838675293,10.600000000000023,5.70000000000001,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
4,1,toyota,tercel,0.0,0,0.0,0.0,14:21.2,3.64005494464025,2.0,1.3999999999999986,2.6999999999999886,191.0,-23.4,-249.7,314.23239807505524,193,-22,-247,-10.812975570684724,553.4110117380819,1.9720237865103791,0.17182306340199904,3.64005494464025,18.574146575800143,1.7182306340199904,1.7182306340199904,2.59999999999998,6.099999999999987,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
5,1,toyota,tercel,0.0,0,0.0,0.0,14:21.7,3.0413812651491106,-3.0,0.3999999999999986,-0.30000000000001137,191.0,-23.4,-249.7,313.6447034464316,188,-23,-250,1.2014417300760805,557.0172064310505,-7.220497842326079,0.8574257037696695,3.0413812651491106,12.367692186793718,8.574257037696695,8.574257037696695,6.799999999999997,3.70000000000001,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
6,1,toyota,tercel,0.0,0,0.0,0.0,14:22.1,4.432832051860312,-1.0,0.3999999999999986,-4.300000000000011,191.0,-23.4,-249.7,318.0330171538797,190,-23,-254,17.2206647977573,556.4640043676902,-4.431238023146425,2.75874316594848,4.432832051860311,16.94060493925059,27.587431659484796,27.587431659484796,9.40000000000002,5.70000000000001,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
7,1,toyota,tercel,0.0,0,0.0,0.0,14:22.5,4.780167361086839,3.0,0.3999999999999986,3.6999999999999886,191.0,-23.4,-249.7,314.1353211595283,194,-23,-246,-14.81778133760503,555.3887837956306,11.556096012552759,-0.2118406749809093,4.780167361086839,21.682746557996875,-2.1184067498090933,-2.1184067498090933,6.59999999999998,7.099999999999987,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
8,1,toyota,tercel,0.0,0,0.0,0.0,14:22.9,3.4132096331751938,-2.0,-0.6000000000000014,2.6999999999999886,191.0,-23.4,-249.7,311.939096619837,189,-24,-247,-10.812975570684724,559.003133132074,0.07217180256757771,-0.809592815939203,3.4132096331751938,2.9811922277189207,-8.09592815939203,-8.09592815939203,9.399999999999977,5.29999999999999,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
9,1,toyota,tercel,0.0,0,0.0,0.0,14:23.4,6.086871117413289,-4.0,-1.6000000000000014,-4.300000000000011,191.0,-23.4,-249.7,316.4016434849857,187,-25,-254,17.2206647977573,561.8462249904732,-148.5933446114762,3.6865230034539564,6.086871117413289,30.336307381811366,36.865230034539564,36.865230034539564,5.40000000000002,9.900000000000013,3.0,0,0,"[190.8156170046336, -23.92125698248363, -251.1304197769122]"
