,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
93,0.0,toyota,clotplus,0.0,0,1,0.0,24:20.9,2.5632011235952596,-2.3999999999999986,0.0,-0.9000000000000057,46.4,-198.0,-147.1,251.08564275959708,44,-198,-148,6.11828687967364,596.5587590013045,-31.64407313336129,1.6052409232497455,2.56320112359526,13.29247122579863,16.052409232497457,16.052409232497457,4.799999999999997,3.3000000000000043
94,0.0,toyota,clotplus,0.0,0,1,0.0,24:21.3,3.7907782842049773,2.6000000000000014,2.0,-1.9000000000000057,46.4,-198.0,-147.1,251.03386225766442,49,-196,-149,12.91638341264445,606.3390625908323,1.2731953210707496,3.134906558471756,3.790778284204977,25.896140634757593,31.34906558471756,31.34906558471756,9.000000000000014,6.500000000000007
95,0.0,toyota,clotplus,0.0,0,1,0.0,24:21.7,7.960527620704543,3.6000000000000014,0.0,7.099999999999994,46.4,-198.0,-147.1,247.59644585494357,50,-198,-140,-48.26648538409239,607.2014908489288,-1.5795606360942096,-2.0385287849247313,7.960527620704543,48.526935884961375,-20.385287849247312,-20.385287849247312,14.199999999999989,10.699999999999996
96,0.0,toyota,clotplus,0.0,0,1,0.0,24:22.1,2.8231188426986176,-2.3999999999999986,-1.0,1.0999999999999943,46.4,-198.0,-147.1,250.70500593326813,44,-199,-146,-7.477906186267758,596.1543464699257,1.9181313190778975,0.6767543137556342,2.8231188426986176,17.96967665679361,6.767543137556342,6.767543137556342,6.999999999999986,4.499999999999993
97,0.0,toyota,clotplus,0.0,0,1,0.0,24:22.6,2.1840329667841605,-0.3999999999999986,1.0,-1.9000000000000057,46.4,-198.0,-147.1,251.2488805945213,46,-197,-149,12.91638341264445,600.5953063857019,-0.37179671845466855,1.9496584367461933,2.1840329667841605,13.535704319617148,19.496584367461935,19.496584367461935,5.800000000000011,3.3000000000000043
98,0.0,toyota,clotplus,0.0,0,1,0.0,24:23.0,6.242595614005443,4.600000000000001,1.0,4.099999999999993,46.4,-198.0,-147.1,248.71469598718934,51,-197,-143,-27.872195785180075,609.3531631732212,-6.323069543706966,-0.44944424427946494,6.242595614005441,34.50374515835217,-4.494442442794649,-4.494442442794649,7.200000000000003,9.699999999999996
99,0.0,toyota,clotplus,0.0,0,1,0.0,24:23.4,2.3600847442411843,-0.3999999999999986,-1.0,2.0999999999999943,46.4,-198.0,-147.1,250.48353239285007,46,-199,-145,-14.276002719238567,599.7628395622944,0.21921798928219755,-0.7468457699221359,2.3600847442411843,14.009139355106031,-7.468457699221359,-7.468457699221359,6.199999999999989,3.499999999999993
100,0.0,toyota,clotplus,0.0,0,1,0.0,24:23.8,4.579301256742129,-2.3999999999999986,0.0,-3.9000000000000057,46.4,-198.0,-147.1,252.86557693762902,44,-198,-151,26.51257647858607,596.5587590013045,-1.8553476624085266,4.323104057323867,4.579301256742129,27.79172246065087,43.23104057323868,43.23104057323868,7.800000000000011,6.300000000000004
101,0.0,toyota,clotplus,0.0,0,1,0.0,24:24.2,4.262628297189424,3.6000000000000014,2.0,1.0999999999999943,46.4,-198.0,-147.1,249.46342417276324,50,-196,-146,-7.477906186267758,608.0769293912364,4.872748811865108,1.127700929734718,4.262628297189423,19.580742992273052,11.27700929734718,11.27700929734718,5.000000000000014,6.699999999999996
102,0.0,toyota,clotplus,0.0,0,1,0.0,24:24.7,7.960527620704543,3.6000000000000014,0.0,7.099999999999994,46.4,-198.0,-147.1,247.59644585494357,50,-198,-140,-48.26648538409239,607.2014908489288,-1.5795606360942096,-2.0385287849247313,7.960527620704543,48.526935884961375,-20.385287849247312,-20.385287849247312,14.199999999999989,10.699999999999996
103,0.0,toyota,clotplus,0.0,0,1,0.0,24:25.1,1.4035668847618177,-1.3999999999999986,0.0,0.09999999999999433,46.4,-198.0,-147.1,250.67508851100465,45,-198,-147,-0.6798096532970588,598.376979690214,5.422941370120402,0.566097163616916,1.4035668847618181,6.675284516363761,5.66097163616916,5.66097163616916,2.999999999999986,1.499999999999993
104,0.0,toyota,clotplus,0.0,0,1,0.0,24:25.5,2.8231188426986247,0.6000000000000014,2.0,-1.9000000000000057,46.4,-198.0,-147.1,250.6511520021402,47,-196,-149,12.91638341264445,602.8088101035531,0.382094621387658,2.2475749703118497,2.823118842698625,17.929087974956847,22.475749703118495,22.475749703118495,7.800000000000011,4.500000000000007
105,0.0,toyota,clotplus,0.0,0,1,0.0,24:25.9,7.705193054038293,4.600000000000001,1.0,6.099999999999994,46.4,-198.0,-147.1,247.57019206681568,51,-197,-141,-41.468388851121695,609.3531631732212,-3.0833390659579885,-1.348097263701034,7.7051930540382925,44.53393391729152,-13.48097263701034,-13.48097263701034,10.199999999999989,11.699999999999996
106,0.0,toyota,clotplus,0.0,0,1,0.0,24:26.4,2.0420577856662097,-1.3999999999999986,-1.0,1.0999999999999943,46.4,-198.0,-147.1,250.8824425901502,45,-199,-146,-7.477906186267758,597.9673765547931,1.2735049705245942,0.2344350524505462,2.0420577856662097,13.958356668066912,2.3443505245054617,2.3443505245054617,4.999999999999986,3.499999999999993
107,0.0,toyota,clotplus,0.0,0,1,0.0,24:26.8,5.096076922496368,-1.3999999999999986,0.0,-4.900000000000006,46.4,-198.0,-147.1,253.63950796356627,45,-198,-152,33.31067301155688,598.376979690214,-0.903846787688757,4.900672297929173,5.096076922496368,28.889810182569057,49.00672297929173,49.00672297929173,9.800000000000011,6.300000000000004
108,0.0,toyota,clotplus,0.0,0,1,0.0,24:27.2,6.400781202322103,5.600000000000001,0.0,3.0999999999999943,46.4,-198.0,-147.1,250.28783430282826,52,-198,-144,-21.07409925220938,610.6066719083116,-10.361555910763794,0.40271984606545796,6.4007812023221025,35.84566998456251,4.02719846065458,4.02719846065458,11.200000000000003,8.699999999999996
