,Backward,Brand,Category,Class,Class_Target,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
0,0.0,toyota,tercel,0.0,0,1,0.0,12:13.6,5.991660871578097,-2.200000000000003,0.9000000000000057,-5.5,50.2,-195.9,-145.5,251.2568407028951,48,-195,-151,37.800687285223454,605.0169630285849,-1.0224639565918192,5.848982703458927,5.991660871578099,37.64168822032499,58.48982703458927,58.48982703458927,12.800000000000011,8.600000000000009
1,0.0,toyota,tercel,0.0,0,1,0.0,12:14.1,2.8460498941515384,2.799999999999997,-0.09999999999999433,0.5,50.2,-195.9,-145.5,249.499498997493,53,-196,-145,-3.4364261168384758,613.1814658044259,14.467555410473683,0.8245029191089798,2.8460498941515384,14.54407741920924,8.245029191089797,8.245029191089797,5.799999999999983,3.3999999999999915
2,0.0,toyota,tercel,0.0,0,1,0.0,12:14.5,4.571651780264983,0.7999999999999972,-0.09999999999999433,4.5,50.2,-195.9,-145.5,246.7752013472991,51,-196,-141,-30.927835051546392,609.7966177830191,-0.6526034393114405,-1.7843876885938303,4.571651780264983,25.7398563117181,-17.843876885938304,-17.843876885938304,9.199999999999989,5.3999999999999915
3,0.0,toyota,tercel,0.0,0,1,0.0,12:14.9,6.920982589199313,-4.200000000000003,-0.09999999999999433,-5.5,50.2,-195.9,-145.5,251.66048557530846,46,-196,-151,37.800687285223454,601.0164422384098,-2.4947911899843915,6.401465239500253,6.920982589199313,42.20258809644323,64.01465239500254,64.01465239500254,10.800000000000011,9.799999999999997
4,0.0,toyota,tercel,0.0,0,1,0.0,12:15.3,3.0822070014844867,1.7999999999999972,-0.09999999999999433,-2.5,50.2,-195.9,-145.5,251.04581255221126,52,-196,-148,17.18213058419238,611.4981284431656,1.0072428551427557,2.841054372368859,3.0822070014844867,16.73613185965797,28.41054372368859,28.41054372368859,8.599999999999994,4.3999999999999915
5,0.0,toyota,tercel,0.0,0,1,0.0,12:15.8,3.754996671103717,2.799999999999997,-0.09999999999999433,2.5,50.2,-195.9,-145.5,248.34250542345745,53,-196,-143,-17.18213058419249,613.1814658044259,-4.102347467457351,-0.2361586105310315,3.7549966711037155,23.02899964618335,-2.361586105310315,-2.361586105310315,5.799999999999983,5.3999999999999915
6,0.0,toyota,tercel,0.0,0,1,0.0,12:16.2,3.53553390593274,-3.200000000000003,-0.09999999999999433,1.5,50.2,-195.9,-145.5,247.71152577141015,47,-196,-144,-10.309278350515427,602.8088101035531,2.3931190410058507,0.6367947923546613,3.53553390593274,19.381984261303163,6.3679479235466125,6.3679479235466125,9.400000000000006,4.799999999999997
7,0.0,toyota,tercel,0.0,0,1,0.0,12:16.6,3.807886552931957,-1.2000000000000028,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.25387109893023,49,-195,-149,24.05498281786933,606.7774672568949,-0.8003516354530865,3.6872077052461787,3.8078865529319565,24.186365759531732,36.87207705246179,36.87207705246179,8.800000000000011,5.6000000000000085
8,0.0,toyota,tercel,0.0,0,1,0.0,12:17.0,6.774953874381727,3.799999999999997,-1.0999999999999943,5.5,50.2,-195.9,-145.5,247.63884994079586,54,-197,-140,-37.80068728522335,614.392001458321,-1.8029164287392325,-1.2054884377460717,6.774953874381726,44.43251198451237,-12.054884377460716,-12.054884377460716,13.199999999999989,10.399999999999991
9,0.0,toyota,tercel,0.0,0,1,0.0,12:17.4,2.7748873851023226,-1.2000000000000028,-0.09999999999999433,2.5,50.2,-195.9,-145.5,247.5196961859803,49,-196,-143,-17.18213058419249,606.3390625908323,0.6394448897792635,-0.8118897695043814,2.7748873851023226,15.35754507758169,-8.118897695043813,-8.118897695043813,7.400000000000006,3.799999999999997
