,Backward,Brand,Car_Status1,Car_Status2,Car_Status3,Car_Status4,Category,Class,Class_Target,EnvMag1_X,EnvMag1_Y,EnvMag1_Z,EnvMag2_X,EnvMag2_Y,EnvMag2_Z,EnvMag3_X,EnvMag3_Y,EnvMag3_Z,EnvMag4_X,EnvMag4_Y,EnvMag4_Z,Forward,Sideway,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
0,0.0,nisson,0,0,0,0,bluebird,0.0,0,190.0,-88.0,-164.0,206.0,-61.0,-253.0,314.0,-48.0,-227.0,324.0,-130.0,-133.0,1,0.0,27:29.3,0.0,0.0,0.0,0.0,206.0,-61.0,-253.0,331.91263910854616,206,-61,-253
1,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-86.5,-162.5,206.0,-63.0,-253.5,315.5,-47.5,-224.5,323.0,-128.0,-133.0,1,0.0,27:30.2,2.0615528128088303,0.0,-2.0,-0.5,206.0,-63.0,-253.5,333.4321520189677,206,-65,-254
2,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:31.1,2.0155644370746373,1.5,-0.5,-1.25,207.5,-63.5,-254.75,336.6199637573505,209,-64,-256
3,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:34.1,5.921359641163505,-3.5,0.5,4.75,207.5,-63.5,-254.75,328.7628324491685,204,-63,-250
4,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:34.5,2.6575364531836625,0.5,-2.5,0.75,207.5,-63.5,-254.75,334.86713783230505,208,-66,-254
5,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:34.9,3.0923292192132448,0.5,2.5,1.75,207.5,-63.5,-254.75,333.15762035409006,208,-61,-253
6,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:35.3,3.944933459514875,-2.5,-2.5,1.75,207.5,-63.5,-254.75,332.24990594430574,205,-66,-253
7,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:35.8,1.600781059358212,1.5,-0.5,-0.25,207.5,-63.5,-254.75,335.86008991840635,209,-64,-255
8,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:36.2,2.5617376914898995,-0.5,2.5,-0.25,207.5,-63.5,-254.75,334.0583781317271,207,-61,-255
9,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:36.6,3.473110997362451,-1.5,-1.5,2.75,207.5,-63.5,-254.75,331.9111326846389,206,-65,-252
10,0.0,nisson,2,2,2,2,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:37.0,3.400367627183861,2.5,1.5,1.75,207.5,-63.5,-254.75,334.59378356448883,210,-62,-253
11,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:37.4,2.358495283014151,0.5,-0.5,-2.25,207.5,-63.5,-254.75,336.76252760662067,208,-64,-257
12,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:38.4,3.010398644698074,1.5,-2.5,0.75,207.5,-63.5,-254.75,335.4891950570092,209,-66,-254
13,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:39.3,0.75,-0.5,0.5,-0.25,207.5,-63.5,-254.75,334.42936473940205,207,-63,-255
14,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:40.2,2.1360009363293826,1.5,-1.5,-0.25,207.5,-63.5,-254.75,336.05207929724224,209,-65,-255
15,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0,-88.75,-162.75,207.5,-63.5,-254.75,315.25,-45.75,-224.75,322.0,-129.5,-132.5,1,0.0,27:41.1,2.462214450449026,1.5,1.5,-1.25,207.5,-63.5,-254.75,336.2454460658166,209,-62,-256
16,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.05,-88.5625,-162.7625,207.475,-63.625,-254.6625,315.3875,-45.9125,-224.6125,322.1,-129.275,-132.625,1,0.0,27:42.1,2.9377127582525784,-0.4749999999999943,-2.375,1.6624999999999943,207.475,-63.625,-254.6625,333.48763095503256,207,-66,-253
17,0.0,nisson,0,0,0,0,bluebird,0.0,0,189.0975,-88.534375,-162.624375,207.45125,-63.49375,-254.429375,315.218125,-46.066875,-224.481875,322.095,-129.31125,-132.59375,1,0.0,27:45.0,5.103114589701559,-0.4512499999999875,2.4937499999999986,4.429374999999993,207.45125,-63.49375,-254.429375,330.2574753128232,207,-61,-250
