,Backward,Brand,Category,Class,Class_Target,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag3_CarLen,Mag3_CarX,Mag3_CarY,Mag3_CarZ,Mag3_EnvX,Mag3_EnvY,Mag3_EnvZ,Mag3_Len,Mag3_X,Mag3_Y,Mag3_Z,time,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z,Mag_Zcompoment_norm,Mag_performance_XY_plane,Mag_cosine_variations_product_XY_plane,Mag_cosine_variations_Kcriterion,Mag_square_deviation,Mag_vectorial_deviation,Mag_combined_vectorial_deviation,Mag_weighting_vectorial_deviation,Mag_each_axis_difference,Mag_each_axis_distance
22,0.0,toyota,clotplus,0.0,0,1,5.9581876439064905,3.799999999999997,0.9000000000000057,4.5,50.2,-195.9,-145.5,246.62116697477532,54,-195,-141,2.5179356624028366,-2.4000000000000057,-0.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,310.32402420695695,188,-21,-246,7.760154637634488,-3.0,-1.9000000000000004,-6.900000000000006,358.0,9.9,-242.1,433.6934401164029,355,8,-249,12:22.9,11.5870617500728,3.6000000000000227,-5.899999999999977,9.300000000000011,458.4,-291.1,-172.3,572.9066241544081,462,-297,-163,-53.97562391178179,690.9680333450261,-0.23916897359769165,-4.475919321971444,11.587061750072799,27.142713150707266,-44.75919321971445,-44.75919321971445,30.399999999999977,18.80000000000001
23,0.0,toyota,clotplus,0.0,0,1,2.8809720581775866,-2.200000000000003,-1.0999999999999943,1.5,50.2,-195.9,-145.5,248.69459181896173,48,-197,-144,7.439085965358927,-1.4000000000000057,-0.3000000000000007,-7.300000000000012,190.4,-20.7,-246.7,317.2979672169364,189,-21,-254,4.315089802078279,3.0,0.09999999999999963,3.0999999999999943,358.0,9.9,-242.1,433.0611965992797,361,10,-239,12:23.3,12.404031602668539,-0.3999999999999773,-6.899999999999977,10.300000000000011,458.4,-291.1,-172.3,569.9228017898563,458,-298,-162,-59.779454439930376,691.7834539437886,0.08547418602368313,-4.685543338948839,12.40403160266854,31.115357881895623,-46.85543338948839,-46.85543338948839,34.39999999999998,17.599999999999966
24,0.0,toyota,clotplus,0.0,0,1,5.594640292279748,-3.200000000000003,0.9000000000000057,-4.5,50.2,-195.9,-145.5,250.467562770112,47,-195,-150,2.7820855486487033,2.5999999999999943,0.6999999999999993,0.6999999999999886,190.4,-20.7,-246.7,313.31294259892934,193,-20,-246,4.315089802078278,1.0,-0.9000000000000004,4.099999999999993,358.0,9.9,-242.1,430.820148089664,359,9,-238,12:23.8,8.01623352953241,-2.3999999999999773,-6.899999999999977,3.300000000000012,458.4,-291.1,-172.3,570.3516459167977,456,-298,-169,-19.15264074289036,692.0752272982618,0.44544817810461435,-0.2510924443327234,8.01623352953241,22.77364815720223,-2.5109244433272337,-2.5109244433272337,20.399999999999977,12.599999999999966
25,0.0,toyota,clotplus,0.0,0,1,2.9832867780352585,2.799999999999997,0.9000000000000057,0.5,50.2,-195.9,-145.5,248.7146959871893,53,-195,-145,3.9673668849754633,0.5999999999999943,-1.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,309.86125927582486,191,-22,-243,6.38905313798532,-4.0,-0.9000000000000004,-4.900000000000006,358.0,9.9,-242.1,431.74761145836123,354,9,-247,12:24.2,9.362691920596333,0.6000000000000227,-6.899999999999977,6.300000000000012,458.4,-291.1,-172.3,571.8749863387976,459,-298,-166,-36.56413232733613,691.6372036481196,0.19881858232219904,-2.443039614129383,9.362691920596333,24.300865751650026,-24.43039614129383,-24.43039614129383,26.399999999999977,13.800000000000011
26,0.0,toyota,clotplus,0.0,0,1,5.558776843874918,0.7999999999999972,-0.09999999999999433,5.5,50.2,-195.9,-145.5,246.2051989702898,51,-196,-140,3.6523964735499437,-3.4000000000000057,-0.3000000000000007,-1.3000000000000114,190.4,-20.7,-246.7,311.3101347531108,187,-21,-248,3.2588341473600697,1.0,1.0999999999999996,-2.9000000000000057,358.0,9.9,-242.1,434.7723542268988,359,11,-245,12:24.6,11.5870617500728,3.6000000000000227,-5.899999999999977,9.300000000000011,458.4,-291.1,-172.3,572.9066241544081,462,-297,-163,-53.97562391178179,690.9680333450261,-0.23916897359769165,-4.475919321971444,11.587061750072799,27.142713150707266,-44.75919321971445,-44.75919321971445,30.399999999999977,18.80000000000001
27,0.0,toyota,clotplus,0.0,0,1,3.7013511046643504,-3.200000000000003,-1.0999999999999943,-1.5,50.2,-195.9,-145.5,250.25387109893023,47,-197,-147,2.395829710142197,0.5999999999999943,-0.3000000000000007,-2.300000000000012,190.4,-20.7,-246.7,314.52026961707884,191,-21,-249,8.730406634286853,5.0,-0.9000000000000004,7.099999999999994,358.0,9.9,-242.1,432.5216757574122,363,9,-235,12:25.0,11.758401251870923,-2.3999999999999773,-8.899999999999975,7.300000000000012,458.4,-291.1,-172.3,570.2289014071455,456,-300,-165,-42.36796285548472,692.5167918601082,0.32752426961492986,-2.227851345151055,11.758401251870922,33.1723263249627,-22.278513451510552,-22.278513451510552,32.39999999999998,18.599999999999966
28,0.0,toyota,clotplus,0.0,0,1,5.02991053598372,-1.2000000000000028,1.9000000000000057,-4.5,50.2,-195.9,-145.5,250.07398905124057,49,-194,-150,4.532107677449852,2.5999999999999943,-0.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,311.02893756047837,193,-21,-243,2.0049937655763417,-2.0,0.09999999999999963,0.09999999999999433,358.0,9.9,-242.1,430.5810028322197,356,10,-242,12:25.4,8.201219421525039,-1.3999999999999773,-7.899999999999977,-1.6999999999999886,458.4,-291.1,-172.3,573.1718764908131,457,-299,-174,9.866511897852481,692.1521522353958,0.6847304144432592,2.7871285554696423,8.20121942152504,19.13827487588926,27.871285554696424,27.871285554696424,13.0,10.999999999999943
29,0.0,toyota,clotplus,0.0,0,1,5.244044240850757,3.799999999999997,0.9000000000000057,3.5,50.2,-195.9,-145.5,247.19425559668656,54,-195,-142,1.7146428199482244,-1.4000000000000057,0.6999999999999993,0.6999999999999886,190.4,-20.7,-246.7,310.86492243416586,189,-20,-246,5.900847396772775,-4.0,-1.9000000000000004,-3.9000000000000057,358.0,9.9,-242.1,431.1565840851789,354,8,-246,12:25.9,4.226109321823117,3.6000000000000227,2.1000000000000227,-0.6999999999999886,458.4,-291.1,-172.3,571.7464472998498,462,-289,-173,4.062681369704002,689.0604254079987,0.6206430873302401,1.298056283754645,4.226109321823117,9.059199948351749,12.98056283754645,12.98056283754645,8.600000000000023,6.400000000000034
30,0.0,toyota,clotplus,0.0,0,1,2.9832867780352585,-1.2000000000000028,-1.0999999999999943,2.5,50.2,-195.9,-145.5,248.31230336010339,49,-197,-143,6.303967004989808,-3.4000000000000057,-0.3000000000000007,-5.300000000000012,190.4,-20.7,-246.7,314.5059617876901,187,-21,-252,3.0692018506445664,1.0,0.09999999999999963,-2.9000000000000057,358.0,9.9,-242.1,434.74820298651036,359,10,-245,12:26.3,11.595688854052607,0.6000000000000227,-6.899999999999977,9.300000000000011,458.4,-291.1,-172.3,571.0113834241837,459,-298,-163,-53.97562391178179,691.6372036481196,0.07318658012530437,-4.2267676402828025,11.595688854052609,28.689900861797067,-42.26767640282802,-42.26767640282802,32.39999999999998,16.80000000000001
31,0.0,toyota,clotplus,0.0,0,1,5.5767373974394765,-4.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.2488805945213,46,-197,-149,1.6552945357246815,1.5999999999999943,-0.3000000000000007,-0.30000000000001137,190.4,-20.7,-246.7,313.55063386955544,192,-21,-247,2.328089345364558,1.0,0.09999999999999963,2.0999999999999943,358.0,9.9,-242.1,431.9502286143625,359,10,-240,12:26.7,10.102474944289623,-3.3999999999999773,-7.899999999999977,5.300000000000012,458.4,-291.1,-172.3,569.4866109049448,455,-299,-167,-30.760301799187538,692.4416831810557,0.4031962553804032,-1.1027439602692146,10.102474944289622,28.926644502398457,-11.027439602692146,-11.027439602692146,26.399999999999977,16.599999999999966
32,0.0,toyota,clotplus,0.0,0,1,6.8044103344816,1.7999999999999972,0.9000000000000057,-6.5,50.2,-195.9,-145.5,252.65193448695385,52,-195,-152,5.073460357586319,2.5999999999999943,-2.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,311.1703713402033,193,-23,-243,4.027406113120456,-3.0,-1.9000000000000004,-1.9000000000000057,358.0,9.9,-242.1,430.8421984903521,355,8,-244,12:27.1,7.658981655546628,-0.3999999999999773,-6.899999999999977,3.300000000000012,458.4,-291.1,-172.3,571.951921056307,458,-298,-169,-19.15264074289036,691.7834539437886,0.3848934319598826,-0.5232636519046707,7.658981655546627,20.880983060077295,-5.232636519046707,-5.232636519046707,20.399999999999977,10.599999999999966
