,Backward,Brand,Category,Class,Class_Target,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag2_CarLen,Mag2_CarX,Mag2_CarY,Mag2_CarZ,Mag2_EnvX,Mag2_EnvY,Mag2_EnvZ,Mag2_Len,Mag2_X,Mag2_Y,Mag2_Z,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
172,0.0,toyota,clotplus,111.37762342589286,1,1,182.3757111021092,-3.200000000000003,-182.1,9.5,50.2,-195.9,-145.5,404.46137021970344,47,-378,-136,180.4182363288146,-6.400000000000006,-180.3,-1.3000000000000114,190.4,-20.7,-246.7,368.45759593201495,184,-201,-248,178.278490009311,-10.0,-177.9,-5.900000000000006,358.0,9.9,-242.1,459.1644585548842,348,-168,-248
173,0.0,toyota,clotplus,111.37762342589286,1,1,182.74162087493914,-7.200000000000003,-182.1,13.5,50.2,-195.9,-145.5,402.6872235370772,43,-378,-132,179.7919353030052,-8.400000000000006,-179.3,-10.300000000000011,190.4,-20.7,-246.7,373.0589765707294,182,-200,-257,178.96820946749176,-4.0,-178.9,-2.9000000000000057,358.0,9.9,-242.1,462.4954053825832,354,-169,-245
174,0.0,toyota,clotplus,111.37762342589286,1,1,180.4724355684269,-10.200000000000003,-180.1,5.5,50.2,-195.9,-145.5,403.2071427938746,40,-376,-140,181.59168483165743,-4.400000000000006,-181.3,-9.300000000000011,190.4,-20.7,-246.7,375.4144376552399,186,-202,-256,178.9447400735769,-4.0,-178.9,0.09999999999999432,358.0,9.9,-242.1,460.91322393700096,354,-169,-242
175,0.0,toyota,clotplus,111.37762342589286,1,1,180.2240272549695,-6.200000000000003,-180.1,2.5,50.2,-195.9,-145.5,404.6739428231079,44,-376,-143,179.34642455315355,-2.4000000000000057,-179.3,-3.3000000000000114,190.4,-20.7,-246.7,371.27348410571955,188,-200,-250,179.1285013614528,-9.0,-178.9,-0.9000000000000057,358.0,9.9,-242.1,457.61446655454415,349,-169,-243
176,0.0,toyota,clotplus,111.37762342589286,1,1,181.3976295324721,-4.200000000000003,-181.1,9.5,50.2,-195.9,-145.5,403.4117003756832,46,-377,-136,180.57336459179135,-8.400000000000006,-180.3,-5.300000000000011,190.4,-20.7,-246.7,370.1742832774854,182,-201,-252,178.17132204706795,-7.0,-177.9,-6.900000000000006,358.0,9.9,-242.1,461.980519069798,351,-168,-249
177,0.0,toyota,clotplus,111.37762342589286,1,1,180.50567858103523,-10.200000000000003,-180.1,6.5,50.2,-195.9,-145.5,402.86101821844215,40,-376,-139,179.87367789646157,-7.400000000000006,-179.3,-12.300000000000011,190.4,-20.7,-246.7,374.9266594948937,183,-200,-259,177.96803083700175,-3.0,-177.9,-3.9000000000000057,358.0,9.9,-242.1,463.42744847494737,355,-168,-246
178,0.0,toyota,clotplus,111.37762342589286,1,1,181.47038325853615,-10.200000000000003,-181.1,5.5,50.2,-195.9,-145.5,404.1398272875367,40,-377,-140,178.5092154483908,-2.4000000000000057,-178.3,-8.300000000000011,190.4,-20.7,-246.7,374.1256473432422,188,-199,-255,180.04782697938901,-4.0,-179.9,6.099999999999994,358.0,9.9,-242.1,458.1615435629665,354,-170,-236
179,0.0,toyota,clotplus,111.37762342589286,1,1,181.55908129311516,-3.200000000000003,-181.1,12.5,50.2,-195.9,-145.5,402.5257755721986,47,-377,-133,182.32372308616343,-2.4000000000000057,-182.3,1.6999999999999886,190.4,-20.7,-246.7,369.56460869515087,188,-203,-245,181.12597825822775,-9.0,-180.9,-0.9000000000000057,358.0,9.9,-242.1,458.35684788164775,349,-171,-243
180,0.0,toyota,clotplus,111.37762342589286,1,1,193.2363837376388,-4.200000000000003,-192.1,20.5,50.2,-195.9,-145.5,410.22554771735025,46,-388,-125,191.40830702976294,-6.400000000000006,-191.3,0.6999999999999886,190.4,-20.7,-246.7,373.2505860678587,184,-212,-246,190.92359728435878,-3.0,-190.9,0.09999999999999432,358.0,9.9,-242.1,466.2081080376016,355,-181,-242
181,0.0,toyota,clotplus,111.37762342589286,1,1,196.14662882649804,-8.200000000000003,-195.1,18.5,50.2,-195.9,-145.5,413.2481094935584,42,-391,-127,193.42321473907936,-5.400000000000006,-193.3,-4.300000000000011,190.4,-20.7,-246.7,378.1824956287639,185,-214,-251,193.28171149904486,-1.0,-192.9,12.099999999999994,358.0,9.9,-242.1,462.4262103298212,357,-183,-230
182,0.0,toyota,clotplus,111.37762342589286,1,1,189.83229440745848,-8.200000000000003,-189.1,14.5,50.2,-195.9,-145.5,408.8398219351926,42,-385,-131,189.37354619904016,-2.4000000000000057,-189.3,4.699999999999989,190.4,-20.7,-246.7,371.4942799021272,188,-210,-242,187.67956734817992,-8.0,-186.9,15.099999999999994,358.0,9.9,-242.1,453.16442931898354,350,-177,-227
183,0.0,toyota,clotplus,111.37762342589286,1,1,189.3713283472448,-4.200000000000003,-188.1,21.5,50.2,-195.9,-145.5,406.13790761267285,46,-384,-124,188.54585649119952,-8.400000000000006,-188.3,4.699999999999989,190.4,-20.7,-246.7,367.92526415020757,182,-209,-242,187.18605717307045,-9.0,-186.9,5.099999999999994,358.0,9.9,-242.1,457.49207643411705,349,-177,-237
184,0.0,toyota,clotplus,111.37762342589286,1,1,189.3317194766899,-9.200000000000003,-188.1,19.5,50.2,-195.9,-145.5,406.21792181044896,41,-384,-126,186.56618128696317,-9.400000000000006,-186.3,-3.3000000000000114,190.4,-20.7,-246.7,371.6315379512347,181,-207,-250,187.01235253319498,-4.0,-186.9,5.099999999999994,358.0,9.9,-242.1,461.3176779617274,354,-177,-237
185,0.0,toyota,clotplus,111.37762342589286,1,1,189.84177622430738,-12.200000000000003,-189.1,11.5,50.2,-195.9,-145.5,409.42032191868543,38,-385,-134,199.9318383849856,-2.4000000000000057,-199.3,15.699999999999989,190.4,-20.7,-246.7,370.2769233965303,188,-220,-231,188.18666265174056,-5.0,-187.9,9.099999999999994,358.0,9.9,-242.1,458.89214419076734,353,-178,-233
186,0.0,toyota,clotplus,111.37762342589286,1,1,187.43132075509683,-7.200000000000003,-187.1,8.5,50.2,-195.9,-145.5,409.03178360611537,43,-383,-137,187.4106186959533,-4.400000000000006,-187.3,4.699999999999989,190.4,-20.7,-246.7,369.3561966449189,186,-208,-242,188.2493559085927,-9.0,-187.9,7.099999999999994,358.0,9.9,-242.1,456.8478959128519,349,-178,-235
187,0.0,toyota,clotplus,111.37762342589286,1,1,189.31534538964348,-6.200000000000003,-188.1,20.5,50.2,-195.9,-145.5,406.2228452463007,44,-384,-125,188.5882817144268,-10.400000000000006,-188.3,0.6999999999999886,190.4,-20.7,-246.7,369.5903137258876,180,-209,-246,187.04069076005894,-7.0,-186.9,-1.9000000000000057,358.0,9.9,-242.1,462.6726704701716,351,-177,-244
188,0.0,toyota,clotplus,111.37762342589286,1,1,191.2932304081877,-12.200000000000003,-190.1,17.5,50.2,-195.9,-145.5,408.44093820282023,38,-386,-128,191.43547215706917,-6.400000000000006,-191.3,-3.3000000000000114,190.4,-20.7,-246.7,375.89892258425004,184,-212,-250,184.95193970326454,-2.0,-184.9,-3.9000000000000057,358.0,9.9,-242.1,466.7729640842537,356,-175,-246
189,0.0,toyota,clotplus,111.37762342589286,1,1,190.2243412394954,-5.200000000000003,-190.1,-4.5,50.2,-195.9,-145.5,416.5585192983094,45,-386,-150,191.1024332655134,2.5999999999999943,-190.3,-17.30000000000001,190.4,-20.7,-246.7,389.18633069520826,193,-211,-264,194.2673930437118,-1.0,-193.9,-11.900000000000006,358.0,9.9,-242.1,475.20627100239324,357,-184,-254
190,0.0,toyota,clotplus,111.37762342589286,1,1,202.15414910409334,-2.200000000000003,-201.1,-20.5,50.2,-195.9,-145.5,432.976904695851,48,-397,-166,205.66414369062977,-7.400000000000006,-202.3,-36.30000000000001,190.4,-20.7,-246.7,404.1126080685927,183,-223,-283,209.34999402913775,-13.0,-202.9,-49.900000000000006,358.0,9.9,-242.1,491.4651564455002,345,-193,-292
191,0.0,toyota,clotplus,111.37762342589286,1,1,222.75524685178573,-52.2,-214.1,-32.5,50.2,-195.9,-145.5,446.9765094498815,-2,-410,-178,219.6423001154377,-62.400000000000006,-206.3,-42.30000000000001,190.4,-20.7,-246.7,389.14521711052805,128,-227,-289,206.91548999531187,-58.0,-197.9,-16.900000000000006,358.0,9.9,-242.1,438.6627406105971,300,-188,-259
192,0.0,toyota,clotplus,111.37762342589286,1,1,166.31626498932687,-8.200000000000003,-163.1,31.5,50.2,-195.9,-145.5,379.0,42,-359,-114,159.82721920874428,57.599999999999994,-148.3,-15.300000000000011,190.4,-20.7,-246.7,398.382981564223,248,-169,-262,169.56361638040164,53.0,-127.9,-97.9,358.0,9.9,-242.1,546.3011989736065,411,-118,-340
193,0.0,toyota,clotplus,222.75524685178573,2,1,103.81088574903886,-58.2,-81.1,-28.5,50.2,-195.9,-145.5,327.2139972556186,-8,-277,-174,77.08268288013852,-33.400000000000006,-64.3,-26.30000000000001,190.4,-20.7,-246.7,326.19472711863386,157,-85,-273,73.385420895434,-37.0,-52.9,-34.900000000000006,358.0,9.9,-242.1,426.1678073247673,321,-43,-277
