,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV4Irx0U-R03vmj0RKsW,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:07.571Z,2017-08-22T06:44:07.000Z,18,fcffff07cafec8ff99ff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-78,30.5,1503384247.0,0.5710000000000001,-310,-56,-103,331.42872536942235,40
1,AV4Iryiv-R03vmj0RKsj,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:10.541Z,2017-08-22T06:44:10.000Z,19,fcffff07cafec8ff99ff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-76,28.8,1503384250.0,0.541,-310,-56,-103,331.42872536942235,40
2,AV4IrzSH-R03vmj0RKsu,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:13.573Z,2017-08-22T06:44:13.000Z,20,fcffff07cafec7ff99ff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-76,30.0,1503384253.0,0.573,-310,-57,-103,331.5991556080926,40
3,AV4Ir0wg-R03vmj0RKtC,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:19.614Z,2017-08-22T06:44:19.000Z,22,fcffff07cafec2ff9cff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-75,30.5,1503384259.0,0.614,-310,-62,-100,331.5780451115544,40
4,AV4Ir1ih-R03vmj0RKtK,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:22.815Z,2017-08-22T06:44:22.000Z,23,fcffff07c9fec3ff9eff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-72,24.5,1503384262.0,0.815,-311,-61,-98,331.73181939633105,40
5,AV4Ir2Nu-R03vmj0RKtR,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:25.580Z,2017-08-22T06:44:25.000Z,24,fcffff07cafec6ffa0ff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-74,28.8,1503384265.0,0.58,-310,-58,-96,329.66649814623264,40
6,AV4Ir28u-R03vmj0RKta,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:28.588Z,2017-08-22T06:44:28.000Z,25,fcffff07cafec9ff9dff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-77,33.0,1503384268.0,0.588,-310,-55,-99,330.03939158833754,40
7,AV4Ir3ri-R03vmj0RKtn,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:31.584Z,2017-08-22T06:44:31.000Z,26,fcffff07c9fec8ff9aff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-77,28.8,1503384271.0,0.584,-311,-56,-102,332.05571821608487,40
8,AV4Ir4aw-R03vmj0RKtv,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:34.606Z,2017-08-22T06:44:34.000Z,27,fcffff07c9fec5ff98ff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-76,29.5,1503384274.0,0.606,-311,-59,-104,333.19363739423363,40
9,AV4Ir5JI-R03vmj0RKt3,parking_record_index_v2,101a0d01012a,2017-08-22T06:44:37.574Z,2017-08-22T06:44:37.000Z,28,fcffff07cafec2ff9cff28,yilan,宜蘭市中山路二段,1013,10.5.151.1,-77,31.2,1503384277.0,0.574,-310,-62,-100,331.5780451115544,40
