,_id,_index,mac,create_at_time,recv_at_time,frameCnt,data,company,road,slot_num,gwip,rssi,snr,timestamp,latency_time,magX,magY,magZ,mag_len,magT
0,AV4IsUsQ-R03vmj0RKzU,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:30.414Z,2017-08-22T06:44:51.000Z,74,fcffff0765ff7e007aff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-106.8,-5.8,1503384291.0,99.414,-155,126,-134,240.5348207640632,35
1,AV4IsVuJ-R03vmj0RKzj,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:34.631Z,2017-08-22T06:44:57.000Z,76,fcffff0766ff7c007dff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-104.5,-5.5,1503384297.0,97.631,-154,124,-131,237.17714898362357,35
2,AV4IsWbp-R03vmj0RKzq,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:37.543Z,2017-08-22T06:45:00.000Z,77,fcffff0765ff7c007eff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-104.8,-7.8,1503384300.0,97.54299999999999,-155,124,-130,237.2783175934961,35
3,AV4IsZRb-R03vmj0RK0Q,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:49.177Z,2017-08-22T06:45:03.000Z,78,fcffff0765ff7e0080ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-106.8,-11.8,1503384303.0,106.177,-155,126,-128,237.24459951703847,35
4,AV4IsZRk-R03vmj0RK0R,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:49.186Z,2017-08-22T06:45:09.000Z,80,fcffff0765ff800083ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-106.2,-6.2,1503384309.0,100.186,-155,128,-125,236.71501853494635,35
5,AV4IsZ4A-R03vmj0RK0b,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:51.646Z,2017-08-22T06:45:12.000Z,81,fcffff0765ff810082ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-111.5,-4.5,1503384312.0,99.646,-155,129,-126,237.7856177316029,35
6,AV4IsaLy-R03vmj0RK0h,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:52.912Z,2017-08-22T06:45:15.000Z,82,fcffff0765ff830080ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-101.2,-0.2,1503384315.0,97.912,-155,131,-128,239.9374918598592,35
7,AV4Isa3b-R03vmj0RK0n,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:55.706Z,2017-08-22T06:45:18.000Z,83,fcffff0765ff830080ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-111.0,-9.0,1503384318.0,97.706,-155,131,-128,239.9374918598592,35
8,AV4Isb2--R03vmj0RK04,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:59.772Z,2017-08-22T06:45:21.000Z,84,fcffff0765ff84007cff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-100.8,-0.8,1503384321.0,98.772,-155,132,-132,242.6375898330677,35
9,AV4IscNb-R03vmj0RK09,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:01.209Z,2017-08-22T06:45:24.000Z,85,fcffff0765ff81007dff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-109.8,-6.8,1503384324.0,97.209,-155,129,-131,240.47245164467384,35
10,AV4IsdEL-R03vmj0RK1J,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:04.713Z,2017-08-22T06:45:27.000Z,86,fcffff0765ff7e007bff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-101.0,0.0,1503384327.0,97.713,-155,126,-133,239.97916576236364,35
11,AV4Isf7P-R03vmj0RK1n,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:16.429Z,2017-08-22T06:45:30.000Z,87,fcffff0766ff7c007bff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-103.0,-5.0,1503384330.0,106.429,-154,124,-133,238.28764130772709,35
12,AV4IsgZC-R03vmj0RK1t,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:18.336Z,2017-08-22T06:45:33.000Z,88,fcffff0765ff7c007eff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-107.2,-4.2,1503384333.0,105.336,-155,124,-130,237.2783175934961,35
13,AV4IsgZA-R03vmj0RK1s,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:18.334Z,2017-08-22T06:45:36.000Z,89,fcffff0765ff7f0080ff23,yilan,宜蘭市中山路二段,1015,192.168.0.225,-108.2,-9.2,1503384336.0,102.334,-155,127,-128,237.77720664521232,35
14,AV4IshCx-R03vmj0RK14,parking_record_index_v2,101a0d0100c0,2017-08-22T06:47:21.008Z,2017-08-22T06:45:42.000Z,91,fcffff0765ff84007fff24,yilan,宜蘭市中山路二段,1015,192.168.0.225,-107.8,-8.8,1503384342.0,99.008,-155,132,-129,241.01867147588382,36
15,AV4IsT1s-R03vmj0RKzK,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:26.922Z,2017-08-22T06:46:26.000Z,74,fcffff0765ff7e007aff23,yilan,宜蘭市中山路二段,1015,10.5.181.4,-93.0,13.8,1503384386.0,0.922,-155,126,-134,240.5348207640632,35
16,AV4IsT0M-R03vmj0RKzJ,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:26.826Z,2017-08-22T06:46:26.000Z,74,fcffff0765ff7e007aff23,yilan,宜蘭市中山路二段,1015,192.168.88.113,-86.0,5.0,1503384386.0,0.826,-155,126,-134,240.5348207640632,35
17,AV4IsUsz-R03vmj0RKzV,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:30.449Z,2017-08-22T06:46:29.000Z,75,fcffff0765ff7d007bff23,yilan,宜蘭市中山路二段,1015,192.168.88.113,-81.0,5.8,1503384389.0,1.449,-155,125,-133,239.45563263368854,35
18,AV4IsUiB-R03vmj0RKzS,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:29.760Z,2017-08-22T06:46:29.000Z,75,fcffff0765ff7d007bff23,yilan,宜蘭市中山路二段,1015,10.5.151.1,-78.0,33.0,1503384389.0,0.76,-155,125,-133,239.45563263368854,35
19,AV4IsVWk-R03vmj0RKze,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:33.123Z,2017-08-22T06:46:32.000Z,76,fcffff0766ff7c007dff23,yilan,宜蘭市中山路二段,1015,10.5.181.4,-92.0,10.0,1503384392.0,1.123,-154,124,-131,237.17714898362357,35
20,AV4IsVU2-R03vmj0RKzc,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:33.013Z,2017-08-22T06:46:32.000Z,76,fcffff0766ff7c007dff23,yilan,宜蘭市中山路二段,1015,192.168.88.113,-86.0,15.0,1503384392.0,1.013,-154,124,-131,237.17714898362357,35
21,AV4IsVQ_-R03vmj0RKzb,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:32.765Z,2017-08-22T06:46:32.000Z,76,fcffff0766ff7c007dff23,yilan,宜蘭市中山路二段,1015,10.5.151.1,-78.0,33.0,1503384392.0,0.765,-154,124,-131,237.17714898362357,35
22,AV4IsWL9-R03vmj0RKzo,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:36.539Z,2017-08-22T06:46:35.000Z,77,fcffff0765ff7c007eff23,yilan,宜蘭市中山路二段,1015,192.168.88.113,-85.3,-1.3,1503384395.0,1.5390000000000001,-155,124,-130,237.2783175934961,35
23,AV4IsWGW-R03vmj0RKzn,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:36.180Z,2017-08-22T06:46:35.000Z,77,fcffff0765ff7c007eff23,yilan,宜蘭市中山路二段,1015,10.5.181.4,-87.0,2.5,1503384395.0,1.18,-155,124,-130,237.2783175934961,35
24,AV4IsV_y-R03vmj0RKzk,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:35.760Z,2017-08-22T06:46:35.000Z,77,fcffff0765ff7c007eff23,yilan,宜蘭市中山路二段,1015,10.5.151.1,-77.0,35.0,1503384395.0,0.76,-155,124,-130,237.2783175934961,35
25,AV4IsW2V-R03vmj0RKzx,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:39.252Z,2017-08-22T06:46:38.000Z,78,fcffff0765ff7e0080ff23,yilan,宜蘭市中山路二段,1015,10.5.181.4,-92.0,8.3,1503384398.0,1.252,-155,126,-128,237.24459951703847,35
26,AV4IsWzc-R03vmj0RKzu,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:39.067Z,2017-08-22T06:46:38.000Z,78,fcffff0765ff7e0080ff23,yilan,宜蘭市中山路二段,1015,192.168.88.113,-91.8,-3.8,1503384398.0,1.067,-155,126,-128,237.24459951703847,35
27,AV4IsWvJ-R03vmj0RKzs,parking_record_index_v2,101a0d0100c0,2017-08-22T06:46:38.791Z,2017-08-22T06:46:38.000Z,78,fcffff0765ff7e0080ff23,yilan,宜蘭市中山路二段,1015,10.5.151.1,-78.0,32.5,1503384398.0,0.7909999999999999,-155,126,-128,237.24459951703847,35
